5.007724444444444645e-01 4.436249999999999716e+01 2.618462122222221922e+01 1.394000000000000057e+02 4.430104244999999707e+01
0.000000000000000000e+00 4.355143938888889465e+01 2.235946972222222229e+01 1.446999999999999886e+02 4.252127133999999842e+01
0.000000000000000000e+00 4.768227272222222268e+01 2.795613638888888985e+01 1.135000000000000000e+02 3.808558622999999699e+01
0.000000000000000000e+00 5.458742422222221791e+01 3.088803027777777999e+01 1.015999999999999943e+02 3.564936167999999839e+01
0.000000000000000000e+00 5.521469694444444798e+01 3.071878788888888678e+01 9.704999999999999716e+01 3.410232810000000114e+01
0.000000000000000000e+00 5.581893938888888584e+01 3.293886361111111682e+01 9.426000000000000512e+01 3.172897413999999827e+01
0.000000000000000000e+00 5.718386361111111427e+01 3.297598483333333519e+01 9.220000000000000284e+01 3.071541338999999837e+01
0.000000000000000000e+00 5.806492422222223126e+01 3.780696972222222030e+01 9.050000000000000000e+01 2.934623322999999928e+01
0.000000000000000000e+00 4.254999999999999716e+01 3.532628788888889204e+01 8.898999999999999488e+01 3.194863907999999952e+01
1.660269444444444631e-01 4.721886361111111796e+01 3.289848483333332751e+01 8.871999999999999886e+01 3.447368680999999668e+01
1.706033333333333013e-02 4.720621211111111393e+01 3.195719694444444769e+01 8.859000000000000341e+01 3.339115513000000135e+01
2.984142222222221918e-01 4.188196972222222314e+01 2.628606061111111103e+01 8.957999999999999829e+01 3.420001220999999703e+01
0.000000000000000000e+00 3.941840911111111012e+01 2.273090911111111012e+01 9.167000000000000171e+01 3.487314029000000204e+01
0.000000000000000000e+00 5.919037877777777368e+01 2.395954544444444423e+01 8.618999999999999773e+01 3.177265136000000112e+01
0.000000000000000000e+00 5.610083333333332689e+01 3.218212122222221439e+01 8.367000000000000171e+01 3.069836407000000023e+01
0.000000000000000000e+00 5.494553027777777032e+01 3.406113638888888318e+01 8.221999999999999886e+01 2.881603177999999943e+01
0.000000000000000000e+00 5.752772727777777106e+01 3.283780305555555401e+01 8.090999999999999659e+01 2.857521334999999851e+01
0.000000000000000000e+00 5.252568183333332996e+01 3.332590911111111609e+01 7.968000000000000682e+01 2.860019521999999981e+01
0.000000000000000000e+00 5.350166666666666515e+01 3.575242422222222416e+01 7.848999999999999488e+01 2.788541203000000124e+01
0.000000000000000000e+00 5.367060605555555952e+01 3.414007577777777414e+01 7.731999999999999318e+01 2.769908046000000112e+01
0.000000000000000000e+00 5.049386361111110944e+01 3.499787877777777823e+01 7.618999999999999773e+01 2.837491598000000081e+01
3.145698888888889266e-01 4.474151516666666595e+01 3.056825755555555091e+01 7.798999999999999488e+01 3.229370550000000151e+01
0.000000000000000000e+00 5.544909088888888959e+01 3.024651516666666851e+01 7.926999999999999602e+01 2.872020380000000017e+01
0.000000000000000000e+00 5.729068183333333764e+01 3.232113638888888829e+01 7.512000000000000455e+01 2.578268439000000001e+01
0.000000000000000000e+00 6.023878788888888636e+01 3.217272727777777419e+01 7.331999999999999318e+01 2.451046290000000027e+01
0.000000000000000000e+00 5.095196972222222342e+01 3.765515149999999522e+01 7.215999999999999659e+01 2.370078673000000080e+01
3.765672222222223031e-02 4.128598483333334457e+01 2.571257577777777570e+01 7.132999999999999829e+01 2.444539478000000088e+01
0.000000000000000000e+00 4.726242422222222217e+01 2.461318183333333565e+01 7.031999999999999318e+01 2.349824461000000042e+01
0.000000000000000000e+00 4.913696972222222570e+01 2.483007577777778252e+01 6.901999999999999602e+01 2.247727452000000170e+01
0.000000000000000000e+00 5.528530305555555202e+01 2.797909088888888718e+01 6.796999999999999886e+01 2.142696236000000098e+01
0.000000000000000000e+00 5.562992422222222189e+01 3.038651516666667263e+01 6.696999999999999886e+01 2.050661496000000028e+01
0.000000000000000000e+00 5.274659088888888903e+01 3.312553027777777714e+01 6.598999999999999488e+01 2.029071516000000130e+01
3.057181666666666242e-01 3.965863638888888687e+01 2.569651516666666780e+01 6.845000000000000284e+01 2.050661496000000028e+01
4.176775000000000349e-01 3.883651516666666481e+01 1.357765149999999998e+01 7.337000000000000455e+01 2.266561288999999846e+01
0.000000000000000000e+00 4.279924244444444525e+01 1.089606061111111224e+01 7.100000000000000000e+01 1.834761702000000128e+01
0.000000000000000000e+00 4.774068183333333337e+01 1.920530305555555373e+01 6.596999999999999886e+01 1.899531640000000010e+01
0.000000000000000000e+00 5.173424244444444042e+01 2.569856061111111245e+01 6.450000000000000000e+01 2.115431433999999911e+01
0.000000000000000000e+00 4.774340911111111296e+01 2.680848483333333121e+01 6.363000000000000256e+01 2.007481536999999960e+01
0.000000000000000000e+00 5.040386361111111313e+01 2.363696972222221859e+01 6.279999999999999716e+01 1.921121619999999908e+01
0.000000000000000000e+00 4.848477272222222467e+01 2.616401516666666893e+01 6.210999999999999943e+01 1.769991763999999890e+01
0.000000000000000000e+00 4.099575755555555645e+01 1.650893938888889068e+01 6.132000000000000028e+01 1.726811805999999905e+01
1.621330555555555442e-01 3.606287877777778306e+01 1.480356061111111110e+01 6.075999999999999801e+01 1.489322033000000012e+01
0.000000000000000000e+00 3.485015150000000261e+01 1.621651516666666737e+01 5.978999999999999915e+01 1.942711599000000078e+01
4.881626111111111443e-01 2.858189394444444531e+01 1.483022727777777838e+01 5.867000000000000171e+01 1.554091971000000072e+01
5.941339999999999399e-01 3.187878788888889403e+01 2.188181816666666890e+01 5.779999999999999716e+01 1.985891558000000146e+01
6.235986111111109231e-01 2.629492422222222103e+01 1.206553027777777665e+01 5.695000000000000284e+01 2.050661496000000028e+01
2.468984999999999652e-01 1.582393938888888663e+01 9.938636111111109894e-01 5.611999999999999744e+01 1.640451888000000125e+01
0.000000000000000000e+00 2.058628788888889005e+01 -2.213863611111111407e+00 5.528999999999999915e+01 1.295012219000000009e+01
0.000000000000000000e+00 3.080454544444445020e+01 1.856439388888888820e+00 5.449000000000000199e+01 1.467732054000000019e+01
0.000000000000000000e+00 3.488613638888888602e+01 9.400000000000000355e+00 5.368999999999999773e+01 1.769991763999999890e+01
0.000000000000000000e+00 3.710659088888888846e+01 1.251007577777777868e+01 5.289999999999999858e+01 1.769991763999999890e+01
0.000000000000000000e+00 3.865999999999999659e+01 1.436871211111111180e+01 5.213000000000000256e+01 1.640451888000000125e+01
3.221191666666667341e-01 3.576083333333333059e+01 1.323674244444444525e+01 5.139000000000000057e+01 1.532501992000000079e+01
4.884443333333333137e-01 2.637871211111111336e+01 7.957196944444444142e+00 5.067000000000000171e+01 1.748401785000000075e+01
2.622687222222221948e-01 1.812393938888888911e+01 4.514318166666666521e+00 4.990999999999999659e+01 1.489322033000000012e+01
3.780325555555555384e-01 2.403060605555555540e+01 5.428484833333332205e+00 4.917999999999999972e+01 1.381372136000000062e+01
2.979933888888888771e-01 3.723712122222222121e+01 1.940537877777777709e+01 4.846000000000000085e+01 1.510912012000000004e+01
0.000000000000000000e+00 4.147810605555556407e+01 1.675234850000000364e+01 4.777000000000000313e+01 1.446142073999999944e+01
0.000000000000000000e+00 4.553007577777777470e+01 2.176151516666666552e+01 4.707000000000000028e+01 1.467732054000000019e+01
0.000000000000000000e+00 4.204409088888889556e+01 2.160825755555555716e+01 4.636999999999999744e+01 1.359782157000000069e+01
0.000000000000000000e+00 3.767386361111110915e+01 2.351643938888888741e+01 4.568999999999999773e+01 1.381372136000000062e+01
2.144178888888889079e-01 3.324431816666665895e+01 1.904613638888888971e+01 4.506000000000000227e+01 1.510912012000000004e+01
0.000000000000000000e+00 3.742916666666666003e+01 1.604522727777777646e+01 4.442999999999999972e+01 1.187062322000000059e+01
0.000000000000000000e+00 3.813659088888888959e+01 2.218227272222222268e+01 4.377000000000000313e+01 1.402962115000000054e+01
0.000000000000000000e+00 3.891469694444444372e+01 2.818204544444444437e+01 4.313000000000000256e+01 1.467732054000000019e+01
0.000000000000000000e+00 3.809121211111111194e+01 2.126424244444444156e+01 4.249000000000000199e+01 1.424552094999999952e+01
0.000000000000000000e+00 3.728674244444444241e+01 2.257469694444444386e+01 4.186999999999999744e+01 1.230242280999999949e+01
0.000000000000000000e+00 3.917621211111111279e+01 1.849893938888888911e+01 4.125000000000000000e+01 1.359782157000000069e+01
0.000000000000000000e+00 4.369053027777777487e+01 1.717424244444444881e+01 4.064999999999999858e+01 1.014342487000000048e+01
0.000000000000000000e+00 4.475371211111110625e+01 1.589583333333333393e+01 4.004999999999999716e+01 7.984426938999999557e+00
0.000000000000000000e+00 4.324643938888888783e+01 1.547272727777777490e+01 3.946000000000000085e+01 8.200326732000000618e+00
0.000000000000000000e+00 4.177446972222222144e+01 1.622636361111110759e+01 3.888000000000000256e+01 9.711625286000000301e+00
0.000000000000000000e+00 4.309628788888888096e+01 1.912090911111111069e+01 3.831000000000000227e+01 1.057522445999999938e+01
1.577716666666666989e-01 4.284962122222222547e+01 2.171393938888888897e+01 3.788000000000000256e+01 1.230242280999999949e+01
2.659903333333333286e-01 2.793234849999999980e+01 1.595037877777777879e+01 3.764999999999999858e+01 1.251832259999999941e+01
8.879805555555554675e-02 2.880954544444444565e+01 8.332499999999999574e+00 3.704999999999999716e+01 9.927525080000000557e+00
1.442441666666666733e-01 3.272992422222222331e+01 9.422803055555554863e+00 3.646000000000000085e+01 6.257228590999999618e+00
1.246122222222221937e-01 3.154272727777777874e+01 1.768575755555555418e+01 3.592000000000000171e+01 1.100702405000000006e+01
