,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,MPIW_4GoodPICP
0,boston,0.922,0.667,0.8385802469135802,0.05415783973662789,0.13192643362201759,0.3179818095881703,0.19716930329156454,0.04207412031508969,2.2230000000000003,5.529,3.0010370370370376,0.5878234948614346,0.24436919217973307
1,concrete,0.8740000000000001,0.68,0.8061111111111113,0.04640285551558222,0.10980355502967488,0.1834194977614343,0.15061960761655832,0.01775118349775793,4.867,6.081,5.586901234567903,0.25465882102031495,0.16866873770095067
2,energy,0.935,0.662,0.8425555555555555,0.056254110960888906,0.08710573317859176,0.15159994859990897,0.12226651640272634,0.015089412176105306,1.974,2.822,2.489197530864197,0.19525345193831314,0.12821758364636368
3,kin8nm,0.9129999999999999,0.823,0.8694938271604937,0.021035163094679177,0.13431744860755254,0.19190860914467742,0.1630442222327014,0.01227120738715596,0.073,0.08900000000000001,0.08048148148148149,0.003074537002180618,0.1811334887861186
4,naval,0.95,0.914,0.9442222222222225,0.011361117902741781,0.08381892931974771,0.3313841241320026,0.2174339897529999,0.06232641349701099,0.001,0.004,0.0030740740740740763,0.0008333333333333334,0.24666713485525757
5,power,0.9490000000000001,0.914,0.9434938271604935,0.013162563823957443,0.16055945245156192,0.19040994220311996,0.17794431961233184,0.009089690544470078,3.898,4.053,3.979358024691359,0.038550067652980566,0.18219351951897897
6,protein,0.9279999999999999,0.8809999999999999,0.910987654320988,0.016169797329558974,0.524846421952044,0.6250947113198969,0.5827669362548384,0.031289497412716326,4.637,4.96,4.79653086419753,0.07394391226121211,0.6216948177851345
7,wine,0.8809999999999999,0.706,0.8133333333333332,0.03790976127595636,0.2010992559652407,0.2909279219981794,0.2503362664008156,0.02458734328409636,0.5920000000000001,0.667,0.6324444444444448,0.013471265716331187,0.2891410950065658
8,yacht,0.935,0.677,0.8390246913580244,0.0597764534136649,0.017622193071306125,0.1494265412484725,0.04956744717773777,0.029126176549554503,0.603,4.878,1.7188641975308632,1.0113976932083446,0.04786615260855754
