,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,MPIW_4GoodPICP
0,boston,0.9411799999999999,0.98039,0.9506170370370368,0.018335325051095877,0.48583999999999994,0.5423600000000001,0.5132918518518518,0.017679440479537685,0.264990565869806,0.28224103174414594,0.2730302545397087,0.004433104752927596,0.53706
1,concrete,0.9514600000000001,0.8932,0.9367148148148149,0.02160619718264086,0.5976899999999999,0.6572899999999999,0.6257455555555554,0.014441122727856913,0.2798392395644328,0.3117691453623979,0.29587880115359916,0.010714558308746987,0.6388699999999999
2,energy,0.96104,0.77922,0.9057222222222222,0.0425558897065723,0.44923,0.54933,0.5095107407407408,0.02529347330316443,0.2390606617576384,0.3210607419165414,0.2648072504577289,0.022345402930663286,0.53565
3,kin8nm,0.9536600000000001,0.8939,0.9189696296296295,0.01340285373788316,0.55428,0.64415,0.5871444444444445,0.019808506396016473,0.30956420981760796,0.32224214497796533,0.3166768801357606,0.0030086213427719345,0.64415
4,naval,0.95394,0.8534299999999999,0.9076866666666665,0.0241809312984744,0.9003899999999999,0.9893299999999999,0.9475933333333333,0.02087752103616196,0.2909123579362004,0.3031996042213776,0.2952434335910136,0.0030728518293702298,0.9893299999999999
5,power,0.94984,0.8798299999999999,0.9239137037037037,0.020525202734527313,0.49023,0.5803,0.5198318518518518,0.01947288510034028,0.2574296020274281,0.2712931993250107,0.2628615530438233,0.0038365957842754687,0.54686
6,protein,0.9536399999999999,0.8797299999999999,0.9168055555555557,0.02115906340324553,0.78452,0.87992,0.8080311111111109,0.01947865662982343,0.278854800926934,0.28694947290420314,0.2815616204209728,0.00198509309734002,0.8291299999999999
7,wine,0.95,0.89375,0.9347222222222221,0.027261494870313006,0.40296,0.52499,0.4728799999999999,0.03427703907417189,0.2922498930709813,0.3575052447167733,0.3171771411654924,0.02618267945997834,0.51512
8,yacht,0.93548,0.48386999999999997,0.9283155555555554,0.10822757967618098,0.6381899999999999,0.6987399999999999,0.6788181481481482,0.01542920059672995,0.2586116780039138,0.30865838721797273,0.2738494435318903,0.016887662185520125,0.65874
