,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,R2_good,R2_bad,R2_mean,R2_std,MPIW_4GoodPICP
0,boston,0.941,0.804,0.8693333333333334,0.03390938150197012,0.951,1.462,1.1622222222222223,0.14348822876763026,2.32,3.167,2.7640000000000007,0.21681665419995194,0.934,0.847,0.895777777777778,0.019657320682388457,1.304
1,concrete,1.0,1.0,1.0,0.0,678.8530000000001,1857.715,1191.9687037037036,336.6358158985434,4.378,5.994,5.1284074074074075,0.4564054590163696,0.897,0.731,0.8474074074074073,0.039772680282652524,1191.9687037037036
2,energy,0.948,1.0,0.980259259259259,0.018515258972393964,4.615,355.93,129.0561111111111,119.89000661386166,2.0580000000000003,2.917,2.4901111111111116,0.28832398087692584,0.9470000000000001,0.8909999999999999,0.9197037037037036,0.01636086986312352,95.45233333333333
3,kin8nm,1.0,1.0,1.0,0.0,3894.917,3920.0,3912.2880740740743,6.49191651165524,0.057,0.066,0.061148148148148146,0.002460514388117058,0.9209999999999999,0.873,0.9013333333333335,0.01099650294062056,3912.2880740740743
4,naval,1.0,1.0,1.0,0.0,3920.0,3920.0,3920.0,0.0,0.001,0.002,0.0010370370370370377,0.00019245008972987527,0.958,0.778,0.9113333333333332,0.040795927398549134,3920.0
5,power,1.0,1.0,1.0,0.0,2578.055,3908.067,3184.680444444444,428.4363382442046,2.677,3.075,2.907185185185185,0.09208901923892698,0.95,0.94,0.9450000000000001,0.0032699094318203543,3184.680444444444
6,protein,0.9840000000000001,1.0,0.9971851851851852,0.003721424841240619,10.915999999999999,968.8389999999999,167.76170370370363,224.38049536802689,3.9330000000000003,4.493,4.236703703703704,0.15804376580185603,0.34299999999999997,0.28,0.30577777777777776,0.017633738059433628,10.915999999999999
7,wine,0.9690000000000001,1.0,0.984851851851852,0.007558508724017887,4.004,4.7010000000000005,4.312,0.1945778467902718,0.46799999999999997,0.6,0.5397037037037037,0.038944551129497726,0.435,0.138,0.31292592592592594,0.09882343459459009,4.013999999999999
8,yacht,0.935,0.613,0.8254444444444443,0.09561273383705164,0.204,0.623,0.30800000000000005,0.10365660764125126,0.575,3.385,1.5649259259259258,0.6670966327144195,0.997,0.945,0.9839259259259259,0.011360951767841687,0.2585
