,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,R2_good,R2_bad,R2_mean,R2_std,MPIW_4GoodPICP
0,boston,0.941,0.6859999999999999,0.8487325102880654,0.06155202103981341,0.5920000000000001,23.404,1.037440329218107,1.4528092107464223,2.426,17.667,3.1495555555555566,0.9890728607979002,0.92,-3.339,0.8603086419753089,0.27187656603027144,1.1422222222222222
1,concrete,0.951,0.66,0.8452222222222227,0.052889874673468514,0.604,17.542,0.9459835390946503,1.3788834714460434,4.247,140.125,6.662654320987654,11.11496967108337,0.9179999999999999,-87.93,0.32721399176954763,6.3220495822921565,0.9129999999999999
2,energy,0.948,0.779,0.8754032921810694,0.03843199840645101,0.544,18.459,0.8228971193415636,1.1486149806046209,2.8089999999999997,29.259,3.5950987654320987,1.7421993078352456,0.9059999999999999,-9.158999999999999,0.8193497942386818,0.6450453352876863,0.8055000000000001
3,kin8nm,0.95,0.8590000000000001,0.9097037037037035,0.02331748773259631,1.359,2.502,1.9676255144032917,0.27969996411304304,0.125,0.187,0.16013991769547326,0.011980570151300095,0.773,0.508,0.6320617283950615,0.05378930713710263,2.3674999999999997
4,naval,0.95,0.59,0.9415390946502052,0.03356973613689749,3.0389999999999997,40.048,4.791769547325105,5.834471119492561,0.006999999999999999,0.057999999999999996,0.009049382716049362,0.006457556086409272,0.051,-58.663999999999994,-1.1328106995884775,6.128812612439496,3.2382000000000004
5,power,0.95,0.92,0.9489876543209875,0.012588359269704398,0.78,0.9359999999999999,0.8502757201646091,0.04452330278290491,3.987,4.31,4.122666666666667,0.08992779472700753,0.945,0.938,0.9420411522633753,0.001574051567206179,0.8674999999999999
6,protein,0.95,0.8959999999999999,0.9282839506172837,0.017858651560736585,2.1630000000000003,2.676,2.4166337448559676,0.14052302542559023,5.132999999999999,5.822,5.399979423868312,0.14206215752151133,0.298,0.076,0.21463374485596728,0.04198270025905991,2.5814
7,wine,0.95,0.825,0.8979917695473261,0.025858002544978075,1.5759999999999998,2.6710000000000003,2.045761316872428,0.26587045683893934,0.54,0.684,0.6233415637860081,0.03584255344159915,0.413,0.095,0.2534197530864197,0.07756876941378235,2.386
8,yacht,0.935,0.71,0.9339341563786009,0.055165975953490286,0.19899999999999998,18.284000000000002,0.6942386831275725,1.162937734446652,0.598,11.686,2.770045267489711,1.3065777304511894,0.998,0.215,0.953127572016461,0.05846059085335618,0.6149074074074075
