,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,R2_good,R2_bad,R2_mean,R2_std,MPIW_4GoodPICP
0,boston,0.941,0.6859999999999999,0.8579629629629631,0.05561102508595855,0.12331636424801279,0.2717070558931215,0.1908130433706751,0.03664427629202806,2.426,3.737,3.049148148148149,0.29229903827720305,0.92,0.81,0.8727037037037038,0.024472660482896237,0.22858743386106636
1,concrete,0.951,0.6990000000000001,0.8635925925925925,0.05714275496022611,0.12782105052925904,3.0000105115995503,0.20368105834417902,0.31540939008978525,4.247,140.125,6.764987654320987,15.0060755633292,0.9179999999999999,-87.93,-0.21459259259259286,9.867993305097263,0.19194180778489062
2,energy,0.948,0.831,0.8902222222222221,0.022233420789433196,0.15905581998478563,0.24821958336882538,0.19830348357703445,0.021687260634820685,3.042,3.656,3.4015802469135785,0.1498362326172754,0.889,0.84,0.8611358024691352,0.012131315969856438,0.22792005222375583
3,kin8nm,0.935,0.8590000000000001,0.9055432098765432,0.021406803464504014,0.2541466719400555,0.4533828220594859,0.36427689644741296,0.05139703444831055,0.128,0.187,0.16261728395061723,0.011257850484478117,0.773,0.514,0.6293333333333333,0.050498267297007335,0.4138695073709955
4,naval,0.95,0.815,0.9441851851851851,0.023112827126463308,0.9173693652965714,7.9852560491669164,1.157092223362504,0.9811374946838036,0.006999999999999999,0.057999999999999996,0.008518518518518524,0.0074868403066833105,0.051,-58.663999999999994,-1.3873950617283943,7.583385640132994,0.969001410725567
5,power,0.95,0.92,0.9448271604938271,0.0131840719463457,0.17633897233716284,0.20663310348226516,0.1917009492878394,0.010055594215705232,4.037,4.143,4.075864197530865,0.022225409493651486,0.9440000000000001,0.941,0.9427530864197522,0.0006987643414902179,0.1956119177111925
6,protein,0.95,0.905,0.9331481481481483,0.017095402240888558,0.6338331563286913,0.7805510935736669,0.7063332724358283,0.04166305066935885,5.149,5.822,5.39411111111111,0.14695713660792384,0.27699999999999997,0.076,0.2059999999999999,0.043271237560300956,0.752957620684254
7,wine,0.9440000000000001,0.85,0.9011851851851848,0.02427504434141733,0.27149078534106763,0.43683848653373,0.35480166808655184,0.04311253175819416,0.622,0.672,0.6459012345679013,0.01082312909729853,0.223,0.095,0.16291358024691358,0.028013477796796405,0.4173761952954245
8,yacht,0.935,0.774,0.9577160493827168,0.043586188915728,0.051326826712553335,0.33350158218013126,0.15505376838009866,0.06949861042465733,0.598,6.075,2.279962962962963,1.0740053007835253,0.998,0.7809999999999999,0.9623456790123457,0.0354514317390099,0.1452261719508299
