,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,R2_good,R2_bad,R2_mean,R2_std,MPIW_4GoodPICP
0,boston,0.941,0.725,0.8596172839506173,0.0561312230183065,0.12184157364155136,4.81685842822106,0.24407698787190904,0.5156227921539572,2.49,17.667,3.216382716049382,1.6571329048080394,0.914,-3.339,0.8185308641975305,0.46855850985815406,0.24280844003989902
1,concrete,0.903,0.66,0.8218024691358027,0.0440739207902719,0.12489895901680531,3.627446256743045,0.20502484258522677,0.38556801107340954,5.197,115.191,7.102555555555556,12.163213295630394,0.912,-42.238,0.3594444444444445,4.79222470779491,0.21216280124377856
2,energy,0.948,0.831,0.8984074074074072,0.028341126379246906,0.13978029159042454,4.743022798653762,0.23471504073772476,0.5115788316959415,2.8089999999999997,29.259,3.38295061728395,2.9783283856100997,0.9059999999999999,-9.158999999999999,0.7602592592592596,1.1192160624492682,0.18603112336666797
3,kin8nm,0.95,0.878,0.9226666666666667,0.021577766334817877,0.2558162195471644,0.4648163989157627,0.3666476672028986,0.05317272288859491,0.127,0.182,0.15459259259259261,0.011685223337379752,0.768,0.524,0.6550617283950618,0.051139599548444936,0.4398292663601392
4,naval,0.95,0.59,0.9363456790123454,0.045112404196026606,0.9151230961802456,11.988501719275916,1.2599929025471583,1.4613679081965798,0.006999999999999999,0.055999999999999994,0.009555555555555562,0.007412826721298697,0.04,-52.762,-1.4145555555555556,7.174369305033021,0.9745447300015666
5,power,0.9490000000000001,0.93,0.9538765432098765,0.012680085484776312,0.1763892576228427,0.21166710914741121,0.191727696707678,0.010593630065847456,3.987,4.1339999999999995,4.0489753086419755,0.027528610257621915,0.945,0.941,0.9432469135802468,0.0007831165972818508,0.1811381991742269
6,protein,0.946,0.898,0.926716049382716,0.017908262456127085,0.6390828447200625,0.7658503036590626,0.7052710366343744,0.04020168970447729,5.151,5.696000000000001,5.418629629629629,0.1467792938772738,0.28800000000000003,0.13,0.212037037037037,0.04255891341553624,0.7497250943227605
7,wine,0.919,0.825,0.8795802469135804,0.02212795980062941,0.2560035762530043,0.40463509419177274,0.3207665289658774,0.04070517634346384,0.604,0.684,0.6462098765432099,0.01692831655051878,0.36200000000000004,0.182,0.2701728395061728,0.038023936580612226,0.39970778339671703
8,yacht,0.935,0.71,0.9031234567901234,0.05858570276015502,0.05479777845460945,0.3171994752835103,0.14651186091298507,0.05904078341231979,1.4769999999999999,5.935,3.4296419753086433,1.1431461554482216,0.991,0.857,0.947222222222222,0.03368122622470862,0.1507391532323797
