,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,MPIW_4GoodPICP
0,boston,0.941,0.51,0.8133827160493831,0.0813335059955666,0.14293500879151821,1.6941047064721984,0.22582748811137482,0.17178270034560114,2.5580000000000003,43.203,3.50479012345679,4.47648676619302,0.3058179786821368
1,concrete,0.9420000000000001,0.495,0.8387654320987655,0.05650182997145719,0.12913010027676675,5.087515983261884,0.2293961301614469,0.546898025900285,5.046,222.09900000000002,8.28646913580247,24.055471947192405,0.19589981066377785
2,energy,0.8959999999999999,0.688,0.8098148148148148,0.045982363768925345,0.10054741064962537,0.1876036497437314,0.14741296886240446,0.020908220950205336,2.4219999999999997,4.12,3.304197530864198,0.3491596848060027,0.17971258713578608
3,kin8nm,0.907,0.818,0.874172839506173,0.0210337764818023,0.1370214220072021,0.1855459690138232,0.16437888266525602,0.011653691900805356,0.07200000000000001,0.084,0.07783950617283954,0.0027634072723879155,0.18405862657683864
4,naval,0.95,0.9109999999999999,0.9471728395061727,0.013364870111094239,0.09288167710272206,0.3337748009433303,0.2170901134003049,0.06256578149896845,0.001,0.004,0.0030246913580246936,0.0008362910474526092,0.2789446496214008
5,power,0.95,0.912,0.9361975308641974,0.011134877360220922,0.1613233077929582,0.19200858032420617,0.17959073855366298,0.008981077466230109,4.047,4.212,4.129716049382718,0.037201893287809,0.1878344807519408
6,protein,0.9329999999999999,0.883,0.914604938271605,0.016960748076327345,0.5185483884593969,0.627501813899742,0.5784270964595383,0.031363337308605944,4.607,4.883,4.766629629629631,0.06615992828828578,0.6114792513349854
7,wine,0.912,0.7190000000000001,0.8441481481481482,0.03987797359166808,0.20218586475434172,0.3003343427904299,0.2572015198707844,0.02438274288392275,0.518,0.607,0.5588024691358027,0.015244195414227682,0.2892108486130066
8,yacht,0.935,0.516,0.8967283950617284,0.07807064306538006,0.02014146183782488,0.15056970861691038,0.05114512125214611,0.026553693704046945,0.444,3.272,1.277432098765432,0.8037003785346816,0.0492237677109769
