,data,PICP_good,PICP_bad,PICP_mean,PICP_std,MPIW_good,MPIW_bad,MPIW_mean,MPIW_std,RMSE_good,RMSE_bad,RMSE_mean,RMSE_std,R2_good,R2_bad,R2_mean,R2_std,MPIW_4GoodPICP
0,boston,0.941,0.98,0.9585555555555556,0.024576976579265743,0.25129824563569964,0.3251852810027891,0.2911345859667024,0.025409235912166712,0.23,0.298,0.26355555555555554,0.023691301732445554,0.937,0.894,0.9164444444444446,0.014782685066583073,0.26035403827122033
1,concrete,0.951,0.903,0.9404444444444445,0.023361887290580276,0.3192781336456083,0.46402858283727016,0.3767417643485203,0.05180848865531983,0.349,0.408,0.37422222222222223,0.018892973414591042,0.89,0.851,0.8736666666666667,0.012469963913339927,0.390702141003894
2,energy,0.948,0.8959999999999999,0.948,0.026800186566514818,0.14569012009516677,0.5462737130905194,0.30668298453111525,0.12191536685461277,0.155,0.228,0.18566666666666667,0.028887713651308586,0.9740000000000001,0.9440000000000001,0.9620000000000002,0.012062338081814806,0.21770009568012355
3,kin8nm,0.9520000000000001,0.927,0.9394444444444444,0.00703759744357248,0.24262598600479066,0.2786669058247978,0.255341453707611,0.01267963720696532,0.34600000000000003,0.373,0.35866666666666663,0.009797958971132704,0.8809999999999999,0.861,0.8716666666666668,0.007035623639735141,0.2621326694125265
4,naval,0.9490000000000001,0.938,0.9442222222222223,0.005118050844261353,0.10178012845969366,0.17991134471845846,0.14608441967156027,0.024492608536791777,0.122,0.171,0.14155555555555555,0.018337878224532353,0.986,0.972,0.9806666666666667,0.005099019513592785,0.15177213273254317
5,power,0.951,0.9620000000000001,0.9555555555555555,0.005027701042999469,0.20375220656177084,0.34531589280779584,0.26940820801027343,0.05079362297875871,0.23399999999999999,0.243,0.23522222222222217,0.002948634335492358,0.945,0.94,0.9442222222222223,0.0016414763002993485,0.2819966721226729
6,protein,0.95,0.945,0.9486666666666667,0.0020000000000000065,0.808106123305396,0.8524018790725867,0.8247494116565188,0.013947430612965196,0.77,0.784,0.7765555555555556,0.0053644923131436996,0.405,0.382,0.39433333333333337,0.008717797887081357,0.8163630076041049
7,wine,0.9440000000000001,0.9059999999999999,0.9278888888888888,0.011879019787470312,0.4504428407040489,0.4856920640840628,0.46529696811918014,0.011749366837720357,0.745,0.7709999999999999,0.755,0.010037429949942344,0.36,0.316,0.34299999999999997,0.01734214519602463,0.4856920640840628
8,yacht,0.935,0.8059999999999999,0.9102222222222223,0.0505736536592369,0.05552197816986862,0.15811693783158237,0.08577743294069556,0.03381344059107397,0.047,0.07400000000000001,0.0621111111111111,0.008192137151629674,0.998,0.995,0.9965555555555555,0.0008819171036881976,0.08086896820393907
