EXP split_seed random_seed neurons soft lambda_in PICP_test MPIW_test RMSE R2 qd_loss NLL alpha loss data h_size bstraps ensemb
220 3 30 50 160.0 5.0 0.903 0.485 2.991 0.964 0.523 1.94 0.05 qd_soft ~yacht [50] 1 1
221 3 30 50 160.0 15.0 0.903 0.622 3.292 0.956 0.821 2.253 0.05 qd_soft ~yacht [50] 1 1
222 3 30 50 160.0 25.0 0.871 0.928 5.935 0.857 1.727 2.967 0.05 qd_soft ~yacht [50] 1 1
223 3 30 50 200.0 5.0 0.968 0.665 3.839 0.94 0.642 2.222 0.05 qd_soft ~yacht [50] 1 1
224 3 30 50 200.0 15.0 0.806 0.527 3.748 0.943 2.241 2.474 0.05 qd_soft ~yacht [50] 1 1
225 3 30 50 200.0 25.0 0.806 0.719 4.97 0.9 3.576 6.2 0.05 qd_soft ~yacht [50] 1 1
226 3 30 75 100.0 5.0 0.903 0.261 1.78 0.987 0.317 1.451 0.05 qd_soft ~yacht [75] 1 1
227 3 30 75 100.0 15.0 0.871 0.368 2.175 0.981 0.901 142.419 0.05 qd_soft ~yacht [75] 1 1
228 3 30 75 100.0 25.0 0.871 0.473 3.443 0.952 1.277 2.039 0.05 qd_soft ~yacht [75] 1 1
229 3 30 75 160.0 5.0 0.871 0.509 2.208 0.98 0.688 2.108 0.05 qd_soft ~yacht [75] 1 1
230 3 30 75 160.0 15.0 0.903 0.627 3.746 0.943 0.808 2.551 0.05 qd_soft ~yacht [75] 1 1
231 3 30 75 160.0 25.0 0.71 0.722 4.712 0.91 8.88 4.571 0.05 qd_soft ~yacht [75] 1 1
232 3 30 75 200.0 5.0 0.839 0.463 3.168 0.959 0.792 2.841 0.05 qd_soft ~yacht [75] 1 1
233 3 30 75 200.0 15.0 0.935 0.677 4.026 0.934 0.658 2.335 0.05 qd_soft ~yacht [75] 1 1
234 3 30 75 200.0 25.0 0.871 0.668 3.735 0.944 1.562 2.275 0.05 qd_soft ~yacht [75] 1 1
235 3 30 100 100.0 5.0 0.935 0.292 1.527 0.991 0.287 1.4 0.05 qd_soft ~yacht [100] 1 1
236 3 30 100 100.0 15.0 0.871 0.513 3.002 0.964 1.012 2.187 0.05 qd_soft ~yacht [100] 1 1
237 3 30 100 100.0 25.0 0.903 0.484 2.111 0.982 0.788 1.999 0.05 qd_soft ~yacht [100] 1 1
238 3 30 100 160.0 5.0 0.871 0.285 2.732 0.97 0.457 1.567 0.05 qd_soft ~yacht [100] 1 1
239 3 30 100 160.0 15.0 0.871 0.568 2.615 0.972 1.104 2.278 0.05 qd_soft ~yacht [100] 1 1
240 3 30 100 160.0 25.0 0.935 1.007 4.231 0.928 1.017 2.496 0.05 qd_soft ~yacht [100] 1 1
241 3 30 100 200.0 5.0 0.903 0.346 3.444 0.952 0.335 1.583 0.05 qd_soft ~yacht [100] 1 1
242 3 30 100 200.0 15.0 0.903 0.478 3.554 0.949 0.611 1.968 0.05 qd_soft ~yacht [100] 1 1
243 3 30 100 200.0 25.0 0.903 0.939 4.295 0.925 1.286 7.182 0.05 qd_soft ~yacht [100] 1 1
