EXP split_seed random_seed neurons soft lambda_in PICP_test MPIW_test RMSE R2 qd_loss NLL alpha loss data h_size bstraps ensemb
224 3 30 50 200.0 15.0 0.934 2.487 5.563 0.17 2.766 3.35 0.05 qd_soft ~protein [50] 1 1
225 3 30 50 200.0 25.0 0.946 2.612 5.696 0.13 2.647 3.291 0.05 qd_soft ~protein [50] 1 1
226 3 30 75 100.0 5.0 0.902 2.214 5.206 0.273 3.003 4.047 0.05 qd_soft ~protein [75] 1 1
227 3 30 75 100.0 15.0 0.939 2.463 5.483 0.194 2.596 3.284 0.05 qd_soft ~protein [75] 1 1
228 3 30 75 100.0 25.0 0.945 2.503 5.492 0.191 2.554 3.299 0.05 qd_soft ~protein [75] 1 1
229 3 30 75 160.0 5.0 0.907 2.264 5.278 0.253 2.902 3.348 0.05 qd_soft ~protein [75] 1 1
230 3 30 75 160.0 15.0 0.931 2.465 5.46 0.201 2.857 18.874 0.05 qd_soft ~protein [75] 1 1
231 3 30 75 160.0 25.0 0.943 2.594 5.62 0.153 2.689 3.275 0.05 qd_soft ~protein [75] 1 1
232 3 30 75 200.0 5.0 0.898 2.234 5.268 0.256 3.158 4.198 0.05 qd_soft ~protein [75] 1 1
233 3 30 75 200.0 15.0 0.933 2.493 5.553 0.173 2.785 5.918 0.05 qd_soft ~protein [75] 1 1
234 3 30 75 200.0 25.0 0.937 2.571 5.693 0.131 2.844 3.325 0.05 qd_soft ~protein [75] 1 1
235 3 30 100 100.0 5.0 0.908 2.201 5.188 0.278 2.79 3.259 0.05 qd_soft ~protein [100] 1 1
236 3 30 100 100.0 15.0 0.937 2.414 5.338 0.236 2.592 14.599 0.05 qd_soft ~protein [100] 1 1
237 3 30 100 100.0 25.0 0.946 2.527 5.496 0.19 2.553 3.25 0.05 qd_soft ~protein [100] 1 1
238 3 30 100 160.0 5.0 0.899 2.243 5.267 0.256 3.139 3.565 0.05 qd_soft ~protein [100] 1 1
239 3 30 100 160.0 15.0 0.935 2.505 5.513 0.185 2.749 3.257 0.05 qd_soft ~protein [100] 1 1
240 3 30 100 160.0 25.0 0.943 2.537 5.559 0.171 2.632 3.295 0.05 qd_soft ~protein [100] 1 1
241 3 30 100 200.0 5.0 0.905 2.257 5.33 0.238 2.957 3.936 0.05 qd_soft ~protein [100] 1 1
242 3 30 100 200.0 15.0 0.935 2.509 5.552 0.173 2.74 3.283 0.05 qd_soft ~protein [100] 1 1
243 3 30 100 200.0 25.0 0.939 2.543 5.515 0.184 2.756 3.262 0.05 qd_soft ~protein [100] 1 1
