EXP split_seed random_seed neurons soft lambda_in PICP_test MPIW_test RMSE R2 qd_loss NLL alpha loss data h_size bstraps ensemb
226 3 30 75 100.0 5.0 0.862 1.59 0.665 0.228 2.077 2.103 0.05 qd_soft ~wine [75] 1 1
227 3 30 75 100.0 15.0 0.862 1.83 0.663 0.233 3.304 1.776 0.05 qd_soft ~wine [75] 1 1
228 3 30 75 100.0 25.0 0.9 2.004 0.639 0.287 2.79 1.287 0.05 qd_soft ~wine [75] 1 1
229 3 30 75 160.0 5.0 0.869 1.716 0.663 0.233 2.141 2.027 0.05 qd_soft ~wine [75] 1 1
230 3 30 75 160.0 15.0 0.862 2.094 0.629 0.309 3.563 1.183 0.05 qd_soft ~wine [75] 1 1
231 3 30 75 160.0 25.0 0.906 2.36 0.643 0.277 2.971 1.199 0.05 qd_soft ~wine [75] 1 1
232 3 30 75 200.0 5.0 0.85 1.762 0.64 0.284 2.416 2.139 0.05 qd_soft ~wine [75] 1 1
233 3 30 75 200.0 15.0 0.869 2.039 0.664 0.23 3.337 2.265 0.05 qd_soft ~wine [75] 1 1
234 3 30 75 200.0 25.0 0.9 2.307 0.607 0.357 3.095 1.017 0.05 qd_soft ~wine [75] 1 1
235 3 30 100 100.0 5.0 0.869 1.603 0.664 0.231 2.01 2.026 0.05 qd_soft ~wine [100] 1 1
236 3 30 100 100.0 15.0 0.881 1.872 0.647 0.269 2.781 1.508 0.05 qd_soft ~wine [100] 1 1
237 3 30 100 100.0 25.0 0.888 2.029 0.648 0.266 3.275 1.521 0.05 qd_soft ~wine [100] 1 1
238 3 30 100 160.0 5.0 0.862 1.613 0.66 0.24 2.11 2.081 0.05 qd_soft ~wine [100] 1 1
239 3 30 100 160.0 15.0 0.881 2.094 0.638 0.29 3.05 42.418 0.05 qd_soft ~wine [100] 1 1
240 3 30 100 160.0 25.0 0.894 2.177 0.641 0.283 3.197 2.323 0.05 qd_soft ~wine [100] 1 1
241 3 30 100 200.0 5.0 0.825 1.691 0.649 0.264 2.717 2.241 0.05 qd_soft ~wine [100] 1 1
242 3 30 100 200.0 15.0 0.869 1.958 0.664 0.23 3.239 1.985 0.05 qd_soft ~wine [100] 1 1
243 3 30 100 200.0 25.0 0.888 2.234 0.654 0.252 3.479 1.362 0.05 qd_soft ~wine [100] 1 1
