EXP split_seed random_seed neurons soft lambda_in PICP_test MPIW_test RMSE R2 qd_loss NLL alpha loss data h_size bstraps ensemb
219 3 30 50 100.0 25.0 0.883 0.786 5.434 0.904 1.895 3.238 0.05 qd_soft ~concrete [50] 1 1
220 3 30 50 160.0 5.0 0.767 0.676 5.971 0.884 2.381 4.152 0.05 qd_soft ~concrete [50] 1 1
221 3 30 50 160.0 15.0 0.806 0.797 5.745 0.892 3.98 3.557 0.05 qd_soft ~concrete [50] 1 1
222 3 30 50 160.0 25.0 0.854 0.919 6.416 0.866 3.243 3.539 0.05 qd_soft ~concrete [50] 1 1
223 3 30 50 200.0 5.0 0.845 0.686 5.224 0.911 1.241 3.353 0.05 qd_soft ~concrete [50] 1 1
224 3 30 50 200.0 15.0 0.864 0.824 5.694 0.894 1.951 3.519 0.05 qd_soft ~concrete [50] 1 1
225 3 30 50 200.0 25.0 0.893 1.036 6.438 0.865 1.866 3.483 0.05 qd_soft ~concrete [50] 1 1
226 3 30 75 100.0 5.0 0.767 0.604 5.882 0.887 2.324 7.327 0.05 qd_soft ~concrete [75] 1 1
227 3 30 75 100.0 15.0 0.854 0.801 5.608 0.898 2.202 3.426 0.05 qd_soft ~concrete [75] 1 1
228 3 30 75 100.0 25.0 0.864 0.867 5.694 0.894 2.745 3.227 0.05 qd_soft ~concrete [75] 1 1
229 3 30 75 160.0 5.0 0.738 0.697 6.144 0.877 2.984 4.06 0.05 qd_soft ~concrete [75] 1 1
230 3 30 75 160.0 15.0 0.864 0.776 5.232 0.911 1.894 3.163 0.05 qd_soft ~concrete [75] 1 1
231 3 30 75 160.0 25.0 0.854 0.936 6.247 0.873 3.269 3.473 0.05 qd_soft ~concrete [75] 1 1
232 3 30 75 200.0 5.0 0.767 0.761 6.06 0.88 2.473 3.887 0.05 qd_soft ~concrete [75] 1 1
233 3 30 75 200.0 15.0 0.854 0.8 5.623 0.897 2.204 3.401 0.05 qd_soft ~concrete [75] 1 1
234 3 30 75 200.0 25.0 0.845 0.909 6.106 0.878 3.717 3.334 0.05 qd_soft ~concrete [75] 1 1
235 3 30 100 100.0 5.0 0.786 0.679 5.41 0.905 2.041 3.633 0.05 qd_soft ~concrete [100] 1 1
236 3 30 100 100.0 15.0 0.845 0.694 5.404 0.905 2.379 3.581 0.05 qd_soft ~concrete [100] 1 1
237 3 30 100 100.0 25.0 0.825 0.805 5.727 0.893 4.753 3.3 0.05 qd_soft ~concrete [100] 1 1
238 3 30 100 160.0 5.0 0.738 0.615 5.854 0.888 2.897 4.342 0.05 qd_soft ~concrete [100] 1 1
239 3 30 100 160.0 15.0 0.816 0.782 5.977 0.884 3.532 3.792 0.05 qd_soft ~concrete [100] 1 1
240 3 30 100 160.0 25.0 0.854 0.86 5.744 0.892 3.178 3.255 0.05 qd_soft ~concrete [100] 1 1
241 3 30 100 200.0 5.0 0.738 0.694 5.832 0.889 2.976 3.828 0.05 qd_soft ~concrete [100] 1 1
242 3 30 100 200.0 15.0 0.806 0.786 5.727 0.893 3.964 3.558 0.05 qd_soft ~concrete [100] 1 1
243 3 30 100 200.0 25.0 0.903 1.026 5.878 0.887 1.584 3.165 0.05 qd_soft ~concrete [100] 1 1
