EXP split_seed random_seed neurons soft lambda_in PICP_test MPIW_test RMSE R2 qd_loss NLL alpha loss data h_size bstraps ensemb
91 2 10 75 100.0 5.0 0.883 0.646 3.489 0.854 0.808 2.471 0.05 qd_soft ~energy [75] 1 1
92 2 10 75 100.0 15.0 0.896 0.778 3.403 0.861 1.104 2.302 0.05 qd_soft ~energy [75] 1 1
93 2 10 75 100.0 25.0 0.896 0.845 3.375 0.864 1.444 2.25 0.05 qd_soft ~energy [75] 1 1
94 2 10 75 160.0 5.0 0.896 0.673 3.304 0.869 0.749 2.226 0.05 qd_soft ~energy [75] 1 1
95 2 10 75 160.0 15.0 0.87 0.737 3.203 0.877 1.546 2.283 0.05 qd_soft ~energy [75] 1 1
96 2 10 75 160.0 25.0 0.909 0.901 3.535 0.85 1.229 2.327 0.05 qd_soft ~energy [75] 1 1
97 2 10 75 200.0 5.0 0.857 0.727 3.225 0.875 1.088 2.405 0.05 qd_soft ~energy [75] 1 1
98 2 10 75 200.0 15.0 0.87 0.806 3.325 0.868 1.647 2.559 0.05 qd_soft ~energy [75] 1 1
99 2 10 75 200.0 25.0 0.896 0.834 3.554 0.849 1.44 2.388 0.05 qd_soft ~energy [75] 1 1
100 2 10 100 100.0 5.0 0.896 0.665 3.042 0.889 0.742 1.997 0.05 qd_soft ~energy [100] 1 1
101 2 10 100 100.0 15.0 0.909 0.772 3.232 0.875 0.946 2.147 0.05 qd_soft ~energy [100] 1 1
102 2 10 100 100.0 25.0 0.909 0.844 3.42 0.86 1.163 2.246 0.05 qd_soft ~energy [100] 1 1
103 2 10 100 160.0 5.0 0.883 0.658 3.261 0.873 0.826 2.244 0.05 qd_soft ~energy [100] 1 1
104 2 10 100 160.0 15.0 0.883 0.83 3.377 0.863 1.383 2.257 0.05 qd_soft ~energy [100] 1 1
105 2 10 100 160.0 25.0 0.896 0.89 3.583 0.846 1.492 2.631 0.05 qd_soft ~energy [100] 1 1
106 2 10 100 200.0 5.0 0.857 0.68 3.542 0.85 1.025 2.56 0.05 qd_soft ~energy [100] 1 1
107 2 10 100 200.0 15.0 0.857 0.835 3.514 0.852 1.945 2.349 0.05 qd_soft ~energy [100] 1 1
108 2 10 100 200.0 25.0 0.909 0.86 3.499 0.853 1.171 2.295 0.05 qd_soft ~energy [100] 1 1
109 2 20 50 100.0 5.0 0.883 0.679 3.633 0.842 0.838 2.652 0.05 qd_soft ~energy [50] 1 1
110 2 20 50 100.0 15.0 0.909 0.812 3.324 0.868 0.999 2.159 0.05 qd_soft ~energy [50] 1 1
111 2 20 50 100.0 25.0 0.909 0.886 3.575 0.847 1.213 2.404 0.05 qd_soft ~energy [50] 1 1
112 2 20 50 160.0 5.0 0.883 0.678 3.362 0.865 0.83 2.476 0.05 qd_soft ~energy [50] 1 1
113 2 20 50 160.0 15.0 0.883 0.761 3.502 0.853 1.325 2.548 0.05 qd_soft ~energy [50] 1 1
114 2 20 50 160.0 25.0 0.922 0.862 3.62 0.843 1.017 2.47 0.05 qd_soft ~energy [50] 1 1
115 2 20 50 200.0 5.0 0.87 0.663 3.635 0.842 0.912 2.844 0.05 qd_soft ~energy [50] 1 1
116 2 20 50 200.0 15.0 0.883 0.823 3.318 0.868 1.383 2.213 0.05 qd_soft ~energy [50] 1 1
117 2 20 50 200.0 25.0 0.896 0.888 3.314 0.868 1.501 2.361 0.05 qd_soft ~energy [50] 1 1
118 2 20 75 100.0 5.0 0.883 0.65 3.454 0.857 0.812 2.451 0.05 qd_soft ~energy [75] 1 1
119 2 20 75 100.0 15.0 0.896 0.72 3.143 0.882 1.057 2.055 0.05 qd_soft ~energy [75] 1 1
120 2 20 75 100.0 25.0 0.909 0.815 3.329 0.867 1.147 2.279 0.05 qd_soft ~energy [75] 1 1
121 2 20 75 160.0 5.0 0.857 0.637 3.403 0.861 0.986 2.425 0.05 qd_soft ~energy [75] 1 1
122 2 20 75 160.0 15.0 0.922 0.821 3.481 0.855 0.883 2.382 0.05 qd_soft ~energy [75] 1 1
123 2 20 75 160.0 25.0 0.922 0.829 3.378 0.863 0.974 2.299 0.05 qd_soft ~energy [75] 1 1
124 2 20 75 200.0 5.0 0.87 0.666 3.636 0.842 0.914 2.782 0.05 qd_soft ~energy [75] 1 1
125 2 20 75 200.0 15.0 0.883 0.847 3.57 0.847 1.417 2.484 0.05 qd_soft ~energy [75] 1 1
126 2 20 75 200.0 25.0 0.922 0.863 3.283 0.871 0.988 2.205 0.05 qd_soft ~energy [75] 1 1
127 2 20 100 100.0 5.0 0.883 0.692 3.127 0.883 0.836 2.054 0.05 qd_soft ~energy [100] 1 1
128 2 20 100 100.0 15.0 0.909 0.789 3.343 0.866 0.967 2.192 0.05 qd_soft ~energy [100] 1 1
129 2 20 100 100.0 25.0 0.896 0.759 3.319 0.868 1.335 2.172 0.05 qd_soft ~energy [100] 1 1
130 2 20 100 160.0 5.0 0.831 0.676 3.096 0.885 1.268 2.127 0.05 qd_soft ~energy [100] 1 1
131 2 20 100 160.0 15.0 0.896 0.75 3.305 0.869 1.103 2.222 0.05 qd_soft ~energy [100] 1 1
132 2 20 100 160.0 25.0 0.896 0.844 3.367 0.864 1.441 2.308 0.05 qd_soft ~energy [100] 1 1
133 2 20 100 200.0 5.0 0.844 0.673 3.304 0.869 1.132 2.334 0.05 qd_soft ~energy [100] 1 1
134 2 20 100 200.0 15.0 0.87 0.837 3.344 0.866 1.636 2.213 0.05 qd_soft ~energy [100] 1 1
135 2 20 100 200.0 25.0 0.883 0.885 3.531 0.851 1.839 2.366 0.05 qd_soft ~energy [100] 1 1
136 2 30 50 100.0 5.0 0.883 0.693 3.606 0.844 0.856 2.664 0.05 qd_soft ~energy [50] 1 1
137 2 30 50 100.0 15.0 0.922 0.829 3.434 0.859 0.876 2.206 0.05 qd_soft ~energy [50] 1 1
138 2 30 50 100.0 25.0 0.909 0.851 3.32 0.868 1.181 2.256 0.05 qd_soft ~energy [50] 1 1
139 2 30 50 160.0 5.0 0.883 0.685 3.559 0.848 0.844 2.625 0.05 qd_soft ~energy [50] 1 1
140 2 30 50 160.0 15.0 0.883 0.764 3.601 0.845 1.324 2.646 0.05 qd_soft ~energy [50] 1 1
141 2 30 50 160.0 25.0 0.922 0.89 3.463 0.856 1.006 2.273 0.05 qd_soft ~energy [50] 1 1
142 2 30 50 200.0 5.0 0.857 0.701 3.656 0.84 1.061 2.809 0.05 qd_soft ~energy [50] 1 1
143 2 30 50 200.0 15.0 0.922 0.757 3.437 0.858 0.827 2.459 0.05 qd_soft ~energy [50] 1 1
144 2 30 50 200.0 25.0 0.909 0.956 3.594 0.845 1.272 2.353 0.05 qd_soft ~energy [50] 1 1
145 2 30 75 100.0 5.0 0.883 0.619 3.29 0.87 0.77 2.157 0.05 qd_soft ~energy [75] 1 1
146 2 30 75 100.0 15.0 0.883 0.745 3.221 0.876 1.282 2.032 0.05 qd_soft ~energy [75] 1 1
147 2 30 75 100.0 25.0 0.896 0.783 3.25 0.874 1.38 2.088 0.05 qd_soft ~energy [75] 1 1
148 2 30 75 160.0 5.0 0.883 0.661 3.093 0.885 0.808 1.94 0.05 qd_soft ~energy [75] 1 1
149 2 30 75 160.0 15.0 0.883 0.778 3.299 0.87 1.327 2.197 0.05 qd_soft ~energy [75] 1 1
150 2 30 75 160.0 25.0 0.909 0.849 3.425 0.86 1.176 2.248 0.05 qd_soft ~energy [75] 1 1
151 2 30 75 200.0 5.0 0.883 0.685 3.637 0.842 0.848 2.779 0.05 qd_soft ~energy [75] 1 1
152 2 30 75 200.0 15.0 0.883 0.756 3.239 0.874 1.316 2.15 0.05 qd_soft ~energy [75] 1 1
153 2 30 75 200.0 25.0 0.896 0.818 3.26 0.873 1.414 2.124 0.05 qd_soft ~energy [75] 1 1
154 2 30 100 100.0 5.0 0.883 0.68 3.555 0.849 0.849 2.643 0.05 qd_soft ~energy [100] 1 1
155 2 30 100 100.0 15.0 0.883 0.746 3.256 0.873 1.296 2.221 0.05 qd_soft ~energy [100] 1 1
156 2 30 100 100.0 25.0 0.87 0.776 3.192 0.878 2.154 2.364 0.05 qd_soft ~energy [100] 1 1
157 2 30 100 160.0 5.0 0.857 0.672 3.499 0.853 1.022 2.555 0.05 qd_soft ~energy [100] 1 1
158 2 30 100 160.0 15.0 0.948 0.887 3.431 0.859 0.861 2.219 0.05 qd_soft ~energy [100] 1 1
159 2 30 100 160.0 25.0 0.909 0.861 3.53 0.851 1.175 2.384 0.05 qd_soft ~energy [100] 1 1
160 2 30 100 200.0 5.0 0.87 0.65 3.543 0.85 0.9 2.642 0.05 qd_soft ~energy [100] 1 1
161 2 30 100 200.0 15.0 0.857 0.77 3.253 0.873 1.863 2.104 0.05 qd_soft ~energy [100] 1 1
162 2 30 100 200.0 25.0 0.922 0.795 3.467 0.856 0.943 2.461 0.05 qd_soft ~energy [100] 1 1
163 3 10 50 100.0 5.0 0.896 0.572 2.894 0.901 0.664 1.911 0.05 qd_soft ~energy [50] 1 1
164 3 10 50 100.0 15.0 0.922 0.685 2.983 0.894 0.749 1.814 0.05 qd_soft ~energy [50] 1 1
165 3 10 50 100.0 25.0 0.922 0.747 3.075 0.888 0.869 1.937 0.05 qd_soft ~energy [50] 1 1
166 3 10 50 160.0 5.0 0.831 0.606 3.05 0.89 1.169 2.231 0.05 qd_soft ~energy [50] 1 1
167 3 10 50 160.0 15.0 0.922 0.635 2.892 0.901 0.695 1.795 0.05 qd_soft ~energy [50] 1 1
168 3 10 50 160.0 25.0 0.909 0.706 2.958 0.896 1.038 1.924 0.05 qd_soft ~energy [50] 1 1
169 3 10 50 200.0 5.0 0.87 0.588 3.019 0.892 0.824 2.157 0.05 qd_soft ~energy [50] 1 1
170 3 10 50 200.0 15.0 0.935 0.716 2.935 0.898 0.717 1.896 0.05 qd_soft ~energy [50] 1 1
171 3 10 50 200.0 25.0 0.909 0.748 3.048 0.89 1.092 1.941 0.05 qd_soft ~energy [50] 1 1
172 3 10 75 100.0 5.0 0.896 0.609 2.961 0.896 0.694 2.078 0.05 qd_soft ~energy [75] 1 1
173 3 10 75 100.0 15.0 0.909 0.673 2.991 0.894 0.829 1.815 0.05 qd_soft ~energy [75] 1 1
174 3 10 75 100.0 25.0 0.883 0.725 3.183 0.88 1.652 2.051 0.05 qd_soft ~energy [75] 1 1
175 3 10 75 160.0 5.0 0.922 0.592 2.813 0.906 0.581 1.798 0.05 qd_soft ~energy [75] 1 1
176 3 10 75 160.0 15.0 0.909 0.691 3.08 0.887 0.86 1.862 0.05 qd_soft ~energy [75] 1 1
177 3 10 75 160.0 25.0 0.883 0.719 3.019 0.892 1.659 1.987 0.05 qd_soft ~energy [75] 1 1
178 3 10 75 200.0 5.0 0.857 0.615 3.038 0.89 0.973 2.216 0.05 qd_soft ~energy [75] 1 1
179 3 10 75 200.0 15.0 0.935 0.682 2.911 0.899 0.683 1.842 0.05 qd_soft ~energy [75] 1 1
180 3 10 75 200.0 25.0 0.922 0.768 3.167 0.881 0.897 2.002 0.05 qd_soft ~energy [75] 1 1
181 3 10 100 100.0 5.0 0.896 0.571 2.921 0.899 0.654 2.017 0.05 qd_soft ~energy [100] 1 1
182 3 10 100 100.0 15.0 0.909 0.647 2.917 0.899 0.806 1.802 0.05 qd_soft ~energy [100] 1 1
183 3 10 100 100.0 25.0 0.844 0.65 2.911 0.899 3.068 2.105 0.05 qd_soft ~energy [100] 1 1
184 3 10 100 160.0 5.0 0.844 0.553 2.978 0.895 1.013 2.275 0.05 qd_soft ~energy [100] 1 1
185 3 10 100 160.0 15.0 0.896 0.65 2.914 0.899 1.005 1.788 0.05 qd_soft ~energy [100] 1 1
186 3 10 100 160.0 25.0 0.948 0.724 2.973 0.895 0.71 1.816 0.05 qd_soft ~energy [100] 1 1
187 3 10 100 200.0 5.0 0.883 0.557 2.951 0.897 0.707 1.976 0.05 qd_soft ~energy [100] 1 1
188 3 10 100 200.0 15.0 0.909 0.712 3.13 0.884 0.867 1.866 0.05 qd_soft ~energy [100] 1 1
189 3 10 100 200.0 25.0 0.87 0.727 3.303 0.871 2.081 2.013 0.05 qd_soft ~energy [100] 1 1
190 3 20 50 100.0 5.0 0.883 0.604 2.809 0.906 0.746 1.801 0.05 qd_soft ~energy [50] 1 1
191 3 20 50 100.0 15.0 0.935 0.659 2.882 0.901 0.649 1.814 0.05 qd_soft ~energy [50] 1 1
192 3 20 50 100.0 25.0 0.922 0.724 3.023 0.892 0.856 2.081 0.05 qd_soft ~energy [50] 1 1
193 3 20 50 160.0 5.0 0.857 0.597 2.937 0.898 0.913 1.877 0.05 qd_soft ~energy [50] 1 1
194 3 20 50 160.0 15.0 0.883 0.712 2.961 0.896 1.263 1.962 0.05 qd_soft ~energy [50] 1 1
195 3 20 50 160.0 25.0 0.896 0.723 3.03 0.891 1.375 2.017 0.05 qd_soft ~energy [50] 1 1
196 3 20 50 200.0 5.0 0.831 0.65 3.013 0.892 1.248 2.116 0.05 qd_soft ~energy [50] 1 1
197 3 20 50 200.0 15.0 0.922 0.819 3.156 0.882 0.901 2.025 0.05 qd_soft ~energy [50] 1 1
198 3 20 50 200.0 25.0 0.922 0.83 3.005 0.893 1.015 10.133 0.05 qd_soft ~energy [50] 1 1
199 3 20 75 100.0 5.0 0.883 0.559 2.96 0.896 0.713 1.968 0.05 qd_soft ~energy [75] 1 1
200 3 20 75 100.0 15.0 0.922 0.638 2.89 0.901 0.702 1.834 0.05 qd_soft ~energy [75] 1 1
201 3 20 75 100.0 25.0 0.935 0.704 2.984 0.894 0.695 1.869 0.05 qd_soft ~energy [75] 1 1
202 3 20 75 160.0 5.0 0.87 0.57 3.051 0.89 0.803 2.239 0.05 qd_soft ~energy [75] 1 1
203 3 20 75 160.0 15.0 0.896 0.665 3.003 0.893 1.01 1.92 0.05 qd_soft ~energy [75] 1 1
204 3 20 75 160.0 25.0 0.909 0.722 3.105 0.886 1.03 2.011 0.05 qd_soft ~energy [75] 1 1
