EXP split_seed random_seed neurons soft lambda_in PICP_test MPIW_test RMSE R2 qd_loss NLL alpha loss data h_size bstraps ensemb
220 3 30 50 160.0 5.0 0.911 3.091 0.008 0.007 3.365 -3.375 0.05 qd_soft ~naval [50] 1 1
221 3 30 50 160.0 15.0 0.938 3.21 0.008 -0.013 3.296 -3.383 0.05 qd_soft ~naval [50] 1 1
222 3 30 50 160.0 25.0 0.95 3.257 0.008 -0.006 3.272 -3.391 0.05 qd_soft ~naval [50] 1 1
223 3 30 50 200.0 5.0 0.923 3.125 0.008 0.003 3.253 -3.386 0.05 qd_soft ~naval [50] 1 1
224 3 30 50 200.0 15.0 0.931 3.217 0.008 -0.003 3.413 -3.388 0.05 qd_soft ~naval [50] 1 1
225 3 30 50 200.0 25.0 0.95 3.254 0.008 0.005 3.262 -3.406 0.05 qd_soft ~naval [50] 1 1
226 3 30 75 100.0 5.0 0.9 3.085 0.008 0.029 3.534 -3.384 0.05 qd_soft ~naval [75] 1 1
227 3 30 75 100.0 15.0 0.951 3.22 0.008 0.007 3.227 -3.405 0.05 qd_soft ~naval [75] 1 1
228 3 30 75 100.0 25.0 0.962 3.251 0.008 0.012 3.255 -3.413 0.05 qd_soft ~naval [75] 1 1
229 3 30 75 160.0 5.0 0.925 3.105 0.008 0.015 3.228 -3.387 0.05 qd_soft ~naval [75] 1 1
230 3 30 75 160.0 15.0 0.949 3.238 0.008 0.012 3.252 -3.404 0.05 qd_soft ~naval [75] 1 1
231 3 30 75 160.0 25.0 0.946 3.24 0.008 0.008 3.256 -3.41 0.05 qd_soft ~naval [75] 1 1
232 3 30 75 200.0 5.0 0.59 8.013 0.042 -29.575 27.906 -0.718 0.05 qd_soft ~naval [75] 1 1
233 3 30 75 200.0 15.0 0.947 3.209 0.008 0.016 3.224 -3.404 0.05 qd_soft ~naval [75] 1 1
234 3 30 75 200.0 25.0 0.945 3.218 0.008 0.01 3.253 -3.402 0.05 qd_soft ~naval [75] 1 1
235 3 30 100 100.0 5.0 0.904 3.071 0.008 0.022 3.445 -3.389 0.05 qd_soft ~naval [100] 1 1
236 3 30 100 100.0 15.0 0.946 3.216 0.008 0.008 3.232 -3.405 0.05 qd_soft ~naval [100] 1 1
237 3 30 100 100.0 25.0 0.965 3.273 0.008 0.001 3.278 -3.409 0.05 qd_soft ~naval [100] 1 1
238 3 30 100 160.0 5.0 1.0 40.048 0.056 -52.762 40.048 -1.549 0.05 qd_soft ~naval [100] 1 1
239 3 30 100 160.0 15.0 0.951 3.201 0.008 0.01 3.209 -3.4 0.05 qd_soft ~naval [100] 1 1
240 3 30 100 160.0 25.0 0.961 3.252 0.008 0.008 3.258 -3.411 0.05 qd_soft ~naval [100] 1 1
241 3 30 100 200.0 5.0 0.966 13.771 0.037 -22.922 14.062 -2.487 0.05 qd_soft ~naval [100] 1 1
242 3 30 100 200.0 15.0 0.966 3.244 0.008 0.002 3.248 -3.406 0.05 qd_soft ~naval [100] 1 1
243 3 30 100 200.0 25.0 0.945 3.236 0.008 0.004 3.275 -3.397 0.05 qd_soft ~naval [100] 1 1
