2.346670087523988535e+00,1.000000000000000000e+00
2.897665616223351837e+00,1.000000000000000000e+00
4.404998905361529715e+00,7.705645561218261719e-01
2.189748908071478262e+00,1.000000000000000000e+00
1.692808455867275352e+00,1.000000000000000000e+00
2.867937681215538603e+00,1.000000000000000000e+00
2.386733316584156217e+00,1.000000000000000000e+00
3.414104838841540701e+00,7.613683342933654785e-01
4.363617758702538652e+00,1.000000000000000000e+00
2.830259288336955947e+00,1.000000000000000000e+00
2.633278131603683292e+00,1.000000000000000000e+00
3.150440345561520417e+00,1.000000000000000000e+00
4.014284792699307047e+00,6.363855004310607910e-01
3.348470826426805047e+00,1.000000000000000000e+00
2.765779506000497268e+00,1.000000000000000000e+00
3.666956689065364206e+00,1.000000000000000000e+00
3.186159194024701602e+00,1.000000000000000000e+00
2.696475232916990539e+00,1.000000000000000000e+00
3.063889813867736400e+00,1.000000000000000000e+00
2.566361423997226332e+00,1.000000000000000000e+00
3.431252151621026147e+00,8.889940381050109863e-01
2.919889931926249904e+00,1.000000000000000000e+00
2.152075022601096954e+00,1.000000000000000000e+00
2.080158378014096421e+00,1.000000000000000000e+00
4.195899581802621015e+00,8.317388296127319336e-01
2.182254175882893499e+00,1.000000000000000000e+00
2.696761795776877246e+00,1.000000000000000000e+00
2.362396032184030048e+00,1.000000000000000000e+00
3.993848003254898416e+00,9.295403957366943359e-01
1.818524903033152285e+00,1.000000000000000000e+00
2.817467407544906433e+00,1.000000000000000000e+00
3.818763872818007332e+00,7.767845988273620605e-01
2.775092383671037943e+00,1.000000000000000000e+00
3.888189793573100683e+00,9.004639387130737305e-01
2.510417814006055348e+00,9.196816682815551758e-01
3.407252162731809086e+00,9.470883607864379883e-01
2.774493843377172198e+00,1.000000000000000000e+00
3.268236626125657907e+00,9.923524856567382812e-01
1.537683312850142370e+00,1.000000000000000000e+00
2.048143669229370190e+00,1.000000000000000000e+00
2.857185716287098831e+00,1.000000000000000000e+00
3.721622114337900022e+00,9.596470594406127930e-01
1.916883563033837889e+00,1.000000000000000000e+00
3.054049133361840695e+00,9.415374398231506348e-01
2.556266887448523928e+00,9.266136288642883301e-01
2.756928832119314610e+00,9.663335680961608887e-01
2.959103763578301738e+00,1.000000000000000000e+00
3.580019172247187242e+00,9.053652286529541016e-01
3.178855827850660010e+00,1.000000000000000000e+00
1.881276689177525441e+00,1.000000000000000000e+00
2.839328344005716431e+00,8.342675566673278809e-01
1.629465382716202670e+00,1.000000000000000000e+00
2.958524972433286937e+00,1.000000000000000000e+00
2.974736972150077818e+00,1.000000000000000000e+00
2.180530461742577586e+00,1.000000000000000000e+00
6.724117206963382554e-01,1.000000000000000000e+00
3.377175191508874352e+00,9.034146666526794434e-01
