-7.000000000000000000e+00 -6.647783660888671875e+01 4.106785202026367188e+01
-6.900000000000000355e+00 -6.725230407714843750e+01 3.982268524169921875e+01
-6.800000000000000711e+00 -6.795886230468750000e+01 3.863274383544921875e+01
-6.700000000000001066e+00 -6.857662200927734375e+01 3.751728057861328125e+01
-6.600000000000001421e+00 -6.911119079589843750e+01 3.646208953857421875e+01
-6.500000000000001776e+00 -6.959242248535156250e+01 3.543968200683593750e+01
-6.400000000000002132e+00 -7.006251525878906250e+01 3.443498229980468750e+01
-6.300000000000002487e+00 -7.056067657470703125e+01 3.343725967407226562e+01
-6.200000000000002842e+00 -7.111267089843750000e+01 3.240690612792968750e+01
-6.100000000000003197e+00 -7.172676849365234375e+01 3.127602005004882812e+01
-6.000000000000003553e+00 -7.239469146728515625e+01 3.000170898437500000e+01
-5.900000000000003908e+00 -7.312072753906250000e+01 2.860074234008789062e+01
-5.800000000000004263e+00 -7.396628570556640625e+01 2.711825752258300781e+01
-5.700000000000004619e+00 -7.502958679199218750e+01 2.557533264160156250e+01
-5.600000000000004974e+00 -7.629707336425781250e+01 2.399735450744628906e+01
-5.500000000000005329e+00 -7.746743011474609375e+01 2.250556564331054688e+01
-5.400000000000005684e+00 -7.820751953125000000e+01 2.113940620422363281e+01
-5.300000000000006040e+00 -7.850773620605468750e+01 1.990654373168945312e+01
-5.200000000000006395e+00 -7.852488708496093750e+01 1.885070610046386719e+01
-5.100000000000006750e+00 -7.837715148925781250e+01 1.789820480346679688e+01
-5.000000000000007105e+00 -7.811617279052734375e+01 1.708987808227539062e+01
-4.900000000000007461e+00 -7.775228881835937500e+01 1.646253776550292969e+01
-4.800000000000007816e+00 -7.727265930175781250e+01 1.587006282806396484e+01
-4.700000000000008171e+00 -7.664792633056640625e+01 1.537836551666259766e+01
-4.600000000000008527e+00 -7.583116912841796875e+01 1.485417366027832031e+01
-4.500000000000008882e+00 -7.475260162353515625e+01 1.410114479064941406e+01
-4.400000000000009237e+00 -7.330957031250000000e+01 1.299558639526367188e+01
-4.300000000000009592e+00 -7.134702301025390625e+01 1.149048519134521484e+01
-4.200000000000009948e+00 -6.862951660156250000e+01 9.696946144104003906e+00
-4.100000000000010303e+00 -6.489494323730468750e+01 7.935808181762695312e+00
-4.000000000000010658e+00 -6.020183181762695312e+01 6.723889827728271484e+00
-3.900000000000011013e+00 -5.530396270751953125e+01 6.398852348327636719e+00
-3.800000000000011369e+00 -5.100126647949218750e+01 6.438334465026855469e+00
-3.700000000000011724e+00 -4.719915008544921875e+01 6.404229640960693359e+00
-3.600000000000012079e+00 -4.343819427490234375e+01 6.431277275085449219e+00
-3.500000000000012434e+00 -3.980025863647460938e+01 6.441120624542236328e+00
-3.400000000000012790e+00 -3.644083404541015625e+01 6.391407966613769531e+00
-3.300000000000013145e+00 -3.344002914428710938e+01 6.395952224731445312e+00
-3.200000000000013500e+00 -3.064988327026367188e+01 6.410845279693603516e+00
-3.100000000000013856e+00 -2.774639320373535156e+01 6.411716461181640625e+00
-3.000000000000014211e+00 -2.445791816711425781e+01 6.399138450622558594e+00
-2.900000000000014566e+00 -2.088990783691406250e+01 6.388430118560791016e+00
-2.800000000000014921e+00 -1.783469009399414062e+01 6.409012317657470703e+00
-2.700000000000015277e+00 -1.589815044403076172e+01 6.390472412109375000e+00
-2.600000000000015632e+00 -1.445352649688720703e+01 6.399368762969970703e+00
-2.500000000000015987e+00 -1.289921569824218750e+01 6.384540557861328125e+00
-2.400000000000016342e+00 -1.153076744079589844e+01 6.424264907836914062e+00
-2.300000000000016698e+00 -1.011909103393554688e+01 6.453895092010498047e+00
-2.200000000000017053e+00 -7.591813564300537109e+00 6.389638900756835938e+00
-2.100000000000017408e+00 -4.739558219909667969e+00 6.477533817291259766e+00
-2.000000000000017764e+00 -3.076026201248168945e+00 6.398635387420654297e+00
-1.900000000000018119e+00 -1.111602306365966797e+00 6.429141521453857422e+00
-1.800000000000018474e+00 1.155330181121826172e+00 6.423397064208984375e+00
-1.700000000000018829e+00 1.143917083740234375e+00 6.399522304534912109e+00
-1.600000000000019185e+00 9.167258143424987793e-01 6.445951461791992188e+00
-1.500000000000019540e+00 9.584277868270874023e-01 6.440463542938232422e+00
-1.400000000000019895e+00 2.286927223205566406e+00 6.471230506896972656e+00
-1.300000000000020250e+00 1.054977774620056152e+00 6.414594650268554688e+00
-1.200000000000020606e+00 1.630759835243225098e+00 6.439624786376953125e+00
-1.100000000000020961e+00 2.451624631881713867e+00 6.426603317260742188e+00
-1.000000000000021316e+00 2.944366931915283203e+00 6.421196937561035156e+00
-9.000000000000216716e-01 3.343214511871337891e+00 6.386445522308349609e+00
-8.000000000000220268e-01 6.623988151550292969e+00 6.396636962890625000e+00
-7.000000000000223821e-01 1.128825545310974121e+00 6.414924144744873047e+00
-6.000000000000227374e-01 3.776168107986450195e+00 6.425486087799072266e+00
-5.000000000000230926e-01 3.171182632446289062e+00 6.412963390350341797e+00
-4.000000000000234479e-01 5.023289203643798828e+00 6.402667045593261719e+00
