EXP dataset split_seed seed n_epoch lr hidden_layers hidden_units dropout wd alpha mse_tr capture_tr width_tr mse_va capture_va width_va mse_te capture_te width_te
455 naval 1 30 5000 0.001 1 75 0.5 1 0.05 0.18904 0.61138 0.62499 0.19081 0.6122 0.62482 0.1978 0.6072 0.62472
655 naval 2 10 5000 0.0001 1 75 0.5 1 0.05 0.20174 0.59823 0.60491 0.19781 0.61453 0.60496 0.197 0.61223 0.60493
1231 naval 3 10 5000 0.001 1 100 0.5 0 0.05 0.0044 0.98475 0.04905 0.00428 0.98464 0.04912 0.00441 0.98409 0.04846
1036 naval 2 30 5000 0.01 1 100 0.75 0 0.05 0.01449 0.9709 0.14413 0.01471 0.96648 0.1433 0.01571 0.96231 0.14363
265 naval 1 20 5000 0.001 1 75 0.1 1 0.05 0.19501 0.6172 0.6141 0.19786 0.60615 0.61372 0.20303 0.60972 0.61437
1333 naval 3 20 5000 0.01 1 75 0.5 0.01 0.05 0.08435 0.97032 0.99998 0.08443 0.96741 1.00066 0.08427 0.96985 0.99955
87 naval 1 10 5000 0.001 1 75 0.25 0.001 0.05 0.02789 0.96939 0.31518 0.02828 0.96508 0.31566 0.02727 0.96399 0.30481
841 naval 2 20 5000 0.01 1 100 0.1 0 0.05 0.00846 0.95531 0.0795 0.00869 0.94972 0.07977 0.00845 0.9531 0.07937
656 naval 2 10 5000 0.0001 1 75 0.75 0 0.05 0.00796 0.98091 0.08709 0.00855 0.97626 0.08879 0.00816 0.98157 0.08707
456 naval 1 30 5000 0.001 1 75 0.75 0 0.05 0.00559 0.99977 0.06696 0.00551 1.0 0.06598 0.00548 1.0 0.06561
1232 naval 3 10 5000 0.001 1 100 0.5 0.001 0.05 0.02863 0.93517 0.31865 0.0292 0.93389 0.32239 0.02798 0.93216 0.30466
1037 naval 2 30 5000 0.01 1 100 0.75 0.001 0.05 0.08817 0.90514 0.9355 0.0884 0.9041 0.93633 0.08745 0.90034 0.93573
266 naval 1 20 5000 0.001 1 75 0.25 0 0.05 0.00596 1.0 0.07136 0.00604 0.99953 0.07228 0.00587 1.0 0.07027
1334 naval 3 20 5000 0.01 1 75 0.5 0.1 0.05 0.08566 0.92784 0.96037 0.08568 0.93063 0.96179 0.08594 0.92211 0.95942
657 naval 2 10 5000 0.0001 1 75 0.75 0.001 0.05 0.03077 0.95519 0.35815 0.03184 0.94646 0.36596 0.03101 0.94975 0.36067
88 naval 1 10 5000 0.001 1 75 0.25 0.01 0.05 0.08367 0.93843 0.98839 0.08374 0.93901 0.98838 0.08409 0.92211 0.98856
457 naval 1 30 5000 0.001 1 75 0.75 0.001 0.05 0.02959 0.95007 0.33628 0.02882 0.95019 0.32495 0.02884 0.93635 0.32262
842 naval 2 20 5000 0.01 1 100 0.1 0.001 0.05 0.08359 0.9702 0.99638 0.08402 0.96369 0.99679 0.08364 0.96901 0.99638
1233 naval 3 10 5000 0.001 1 100 0.5 0.01 0.05 0.0837 0.93971 0.99208 0.08374 0.94134 0.99205 0.08362 0.9397 0.9922
1038 naval 2 30 5000 0.01 1 100 0.75 0.01 0.05 0.08423 0.96311 0.98998 0.08438 0.96182 0.9897 0.0849 0.96064 0.98992
267 naval 1 20 5000 0.001 1 75 0.25 0.001 0.05 0.03248 0.96904 0.37158 0.03393 0.96648 0.38718 0.03171 0.96985 0.35979
658 naval 2 10 5000 0.0001 1 75 0.75 0.01 0.05 0.08316 0.9574 0.99507 0.08327 0.95251 0.99506 0.08332 0.95394 0.99509
1335 naval 3 20 5000 0.01 1 75 0.5 1 0.05 0.16905 0.64781 0.66601 0.16774 0.65223 0.66675 0.17678 0.62228 0.66547
89 naval 1 10 5000 0.001 1 75 0.25 0.1 0.05 0.08728 0.87558 0.92049 0.08744 0.8743 0.92048 0.08908 0.86767 0.92081
1234 naval 3 10 5000 0.001 1 100 0.5 0.1 0.05 0.08612 0.92004 0.9411 0.08606 0.92086 0.94109 0.08607 0.91541 0.94122
458 naval 1 30 5000 0.001 1 75 0.75 0.01 0.05 0.08411 0.93575 0.98304 0.08384 0.93901 0.98292 0.08457 0.92462 0.98286
843 naval 2 20 5000 0.01 1 100 0.1 0.01 0.05 0.08405 0.95438 0.99188 0.08419 0.95065 0.99194 0.08422 0.95729 0.99187
1039 naval 2 30 5000 0.01 1 100 0.75 0.1 0.05 0.0867 0.90608 0.92673 0.08744 0.90037 0.92668 0.08706 0.90955 0.9266
268 naval 1 20 5000 0.001 1 75 0.25 0.01 0.05 0.08368 0.95822 0.99501 0.08361 0.95764 0.9952 0.08368 0.95142 0.99478
659 naval 2 10 5000 0.0001 1 75 0.75 0.1 0.05 0.08629 0.91015 0.92402 0.08692 0.90689 0.924 0.08682 0.90871 0.92403
1336 naval 3 20 5000 0.01 1 75 0.75 0 0.05 0.01577 0.94309 0.15694 0.01558 0.9432 0.15453 0.01568 0.94472 0.15742
90 naval 1 10 5000 0.001 1 75 0.25 1 0.05 0.19633 0.61464 0.61211 0.19615 0.62011 0.61211 0.20411 0.61223 0.61209
459 naval 1 30 5000 0.001 1 75 0.75 0.1 0.05 0.08653 0.92295 0.92908 0.08629 0.92598 0.92905 0.08786 0.91122 0.92903
844 naval 2 20 5000 0.01 1 100 0.1 0.1 0.05 0.08673 0.90026 0.94697 0.08628 0.89665 0.94654 0.08635 0.89615 0.9469
1040 naval 2 30 5000 0.01 1 100 0.75 1 0.05 0.17389 0.62267 0.65359 0.17882 0.60661 0.6541 0.17137 0.62814 0.65368
1235 naval 3 10 5000 0.001 1 100 0.5 1 0.05 0.19688 0.60335 0.61246 0.19609 0.60661 0.61248 0.20457 0.57621 0.61223
269 naval 1 20 5000 0.001 1 75 0.25 0.1 0.05 0.0864 0.92132 0.93183 0.08621 0.92458 0.93179 0.08749 0.90871 0.93178
660 naval 2 10 5000 0.0001 1 75 0.75 1 0.05 0.20174 0.59823 0.60491 0.19781 0.61453 0.60496 0.197 0.61223 0.60493
1337 naval 3 20 5000 0.01 1 75 0.75 0.001 0.05 0.08348 0.95216 0.97471 0.08372 0.94786 0.97492 0.08392 0.94724 0.97436
91 naval 1 10 5000 0.001 1 75 0.5 0 0.05 0.0094 0.91283 0.10373 0.00944 0.91155 0.10404 0.00932 0.89782 0.10084
845 naval 2 20 5000 0.01 1 100 0.1 1 0.05 0.20113 0.59905 0.61603 0.19699 0.60056 0.61554 0.19719 0.60637 0.61584
460 naval 1 30 5000 0.001 1 75 0.75 1 0.05 0.18904 0.61138 0.62499 0.19081 0.6122 0.62482 0.1978 0.6072 0.62472
1041 naval 2 30 5000 0.001 1 100 0.1 0 0.05 0.0062 0.98475 0.07332 0.00621 0.98045 0.07303 0.00619 0.98074 0.07311
1236 naval 3 10 5000 0.001 1 100 0.75 0 0.05 0.0044 0.98475 0.04905 0.00428 0.98464 0.04912 0.00441 0.98409 0.04846
1338 naval 3 20 5000 0.01 1 75 0.75 0.01 0.05 0.08435 0.97032 0.99998 0.08443 0.96741 1.00066 0.08427 0.96985 0.99955
92 naval 1 10 5000 0.001 1 75 0.5 0.001 0.05 0.02789 0.96939 0.31518 0.02828 0.96508 0.31566 0.02727 0.96399 0.30481
661 naval 2 10 5000 0.01 1 100 0.1 0 0.05 0.01033 0.88629 0.08935 0.0108 0.88361 0.0898 0.01053 0.88107 0.0896
270 naval 1 20 5000 0.001 1 75 0.25 1 0.05 0.19501 0.6172 0.6141 0.19786 0.60615 0.61372 0.20303 0.60972 0.61437
461 naval 1 30 5000 0.0001 1 75 0.1 0 0.05 0.00722 0.94448 0.08091 0.00712 0.94507 0.07806 0.00732 0.93802 0.07789
846 naval 2 20 5000 0.01 1 100 0.25 0 0.05 0.00846 0.95531 0.0795 0.00869 0.94972 0.07977 0.00845 0.9531 0.07937
1237 naval 3 10 5000 0.001 1 100 0.75 0.001 0.05 0.02863 0.93517 0.31865 0.0292 0.93389 0.32239 0.02798 0.93216 0.30466
1042 naval 2 30 5000 0.001 1 100 0.1 0.001 0.05 0.03554 0.95321 0.40481 0.03527 0.94926 0.39723 0.0355 0.96147 0.40477
1339 naval 3 20 5000 0.01 1 75 0.75 0.1 0.05 0.08566 0.92784 0.96037 0.08568 0.93063 0.96179 0.08594 0.92211 0.95942
662 naval 2 10 5000 0.01 1 100 0.1 0.001 0.05 0.08409 0.95996 0.98681 0.08429 0.95019 0.98706 0.08511 0.95226 0.98713
271 naval 1 20 5000 0.001 1 75 0.5 0 0.05 0.00596 1.0 0.07136 0.00604 0.99953 0.07228 0.00587 1.0 0.07027
93 naval 1 10 5000 0.001 1 75 0.5 0.01 0.05 0.08367 0.93843 0.98839 0.08374 0.93901 0.98838 0.08409 0.92211 0.98856
847 naval 2 20 5000 0.01 1 100 0.25 0.001 0.05 0.08359 0.9702 0.99638 0.08402 0.96369 0.99679 0.08364 0.96901 0.99638
462 naval 1 30 5000 0.0001 1 75 0.1 0.001 0.05 0.04144 0.95659 0.47713 0.04086 0.95158 0.4664 0.04055 0.94472 0.46541
1238 naval 3 10 5000 0.001 1 100 0.75 0.01 0.05 0.0837 0.93971 0.99208 0.08374 0.94134 0.99205 0.08362 0.9397 0.9922
1043 naval 2 30 5000 0.001 1 100 0.1 0.01 0.05 0.08371 0.9254 0.9885 0.08389 0.92039 0.9885 0.08389 0.92127 0.98852
272 naval 1 20 5000 0.001 1 75 0.5 0.001 0.05 0.03248 0.96904 0.37158 0.03393 0.96648 0.38718 0.03171 0.96985 0.35979
1340 naval 3 20 5000 0.01 1 75 0.75 1 0.05 0.16905 0.64781 0.66601 0.16774 0.65223 0.66675 0.17678 0.62228 0.66547
663 naval 2 10 5000 0.01 1 100 0.1 0.01 0.05 0.08407 0.9709 1.00154 0.08413 0.96741 1.00156 0.08457 0.96315 1.00173
848 naval 2 20 5000 0.01 1 100 0.25 0.01 0.05 0.08405 0.95438 0.99188 0.08419 0.95065 0.99194 0.08422 0.95729 0.99187
463 naval 1 30 5000 0.0001 1 75 0.1 0.01 0.05 0.08363 0.93482 0.99192 0.0836 0.93715 0.99197 0.08381 0.92211 0.99197
94 naval 1 10 5000 0.001 1 75 0.5 0.1 0.05 0.08728 0.87558 0.92049 0.08744 0.8743 0.92048 0.08908 0.86767 0.92081
1239 naval 3 10 5000 0.001 1 100 0.75 0.1 0.05 0.08612 0.92004 0.9411 0.08606 0.92086 0.94109 0.08607 0.91541 0.94122
1044 naval 2 30 5000 0.001 1 100 0.1 0.1 0.05 0.08627 0.9105 0.9387 0.08699 0.90549 0.93912 0.08639 0.90871 0.93875
273 naval 1 20 5000 0.001 1 75 0.5 0.01 0.05 0.08368 0.95822 0.99501 0.08361 0.95764 0.9952 0.08368 0.95142 0.99478
1341 naval 3 20 5000 0.001 1 75 0.1 0 0.05 0.00892 0.8416 0.05145 0.00866 0.83799 0.05049 0.00905 0.84841 0.0515
849 naval 2 20 5000 0.01 1 100 0.25 0.1 0.05 0.08673 0.90026 0.94697 0.08628 0.89665 0.94654 0.08635 0.89615 0.9469
664 naval 2 10 5000 0.01 1 100 0.1 0.1 0.05 0.08777 0.91318 0.9455 0.08845 0.91713 0.94587 0.08921 0.90704 0.94579
464 naval 1 30 5000 0.0001 1 75 0.1 0.1 0.05 0.08674 0.91702 0.9243 0.08654 0.92225 0.92436 0.0881 0.90285 0.92437
95 naval 1 10 5000 0.001 1 75 0.5 1 0.05 0.19633 0.61464 0.61211 0.19615 0.62011 0.61211 0.20411 0.61223 0.61209
1240 naval 3 10 5000 0.001 1 100 0.75 1 0.05 0.19688 0.60335 0.61246 0.19609 0.60661 0.61248 0.20457 0.57621 0.61223
1045 naval 2 30 5000 0.001 1 100 0.1 1 0.05 0.19802 0.59928 0.60933 0.20542 0.57914 0.60936 0.19509 0.60134 0.60932
465 naval 1 30 5000 0.0001 1 75 0.1 1 0.05 0.20074 0.60335 0.60428 0.20212 0.60661 0.60424 0.2091 0.6005 0.6042
274 naval 1 20 5000 0.001 1 75 0.5 0.1 0.05 0.0864 0.92132 0.93183 0.08621 0.92458 0.93179 0.08749 0.90871 0.93178
1342 naval 3 20 5000 0.001 1 75 0.1 0.001 0.05 0.03549 0.9723 0.41028 0.03678 0.96881 0.41905 0.03493 0.96985 0.39554
850 naval 2 20 5000 0.01 1 100 0.25 1 0.05 0.20113 0.59905 0.61603 0.19699 0.60056 0.61554 0.19719 0.60637 0.61584
96 naval 1 10 5000 0.001 1 75 0.75 0 0.05 0.0094 0.91283 0.10373 0.00944 0.91155 0.10404 0.00932 0.89782 0.10084
665 naval 2 10 5000 0.01 1 100 0.1 1 0.05 0.19472 0.60219 0.61784 0.19167 0.61778 0.61803 0.19037 0.61558 0.61793
1241 naval 3 10 5000 0.0001 1 100 0.1 0 0.05 0.00668 0.99558 0.07888 0.00682 0.99581 0.08002 0.00668 0.99079 0.07592
1046 naval 2 30 5000 0.001 1 100 0.25 0 0.05 0.0062 0.98475 0.07332 0.00621 0.98045 0.07303 0.00619 0.98074 0.07311
466 naval 1 30 5000 0.0001 1 75 0.25 0 0.05 0.00722 0.94448 0.08091 0.00712 0.94507 0.07806 0.00732 0.93802 0.07789
1343 naval 3 20 5000 0.001 1 75 0.1 0.01 0.05 0.08375 0.97556 1.00122 0.08378 0.97579 1.00121 0.08379 0.97571 1.00123
275 naval 1 20 5000 0.001 1 75 0.5 1 0.05 0.19501 0.6172 0.6141 0.19786 0.60615 0.61372 0.20303 0.60972 0.61437
97 naval 1 10 5000 0.001 1 75 0.75 0.001 0.05 0.02789 0.96939 0.31518 0.02828 0.96508 0.31566 0.02727 0.96399 0.30481
1047 naval 2 30 5000 0.001 1 100 0.25 0.001 0.05 0.03554 0.95321 0.40481 0.03527 0.94926 0.39723 0.0355 0.96147 0.40477
666 naval 2 10 5000 0.01 1 100 0.25 0 0.05 0.01033 0.88629 0.08935 0.0108 0.88361 0.0898 0.01053 0.88107 0.0896
851 naval 2 20 5000 0.01 1 100 0.5 0 0.05 0.00846 0.95531 0.0795 0.00869 0.94972 0.07977 0.00845 0.9531 0.07937
1242 naval 3 10 5000 0.0001 1 100 0.1 0.001 0.05 0.03678 0.95042 0.42376 0.03726 0.94413 0.42623 0.03645 0.933 0.41014
467 naval 1 30 5000 0.0001 1 75 0.25 0.001 0.05 0.04144 0.95659 0.47713 0.04086 0.95158 0.4664 0.04055 0.94472 0.46541
1344 naval 3 20 5000 0.001 1 75 0.1 0.1 0.05 0.08592 0.9226 0.94415 0.08578 0.92412 0.94396 0.08578 0.92462 0.94424
667 naval 2 10 5000 0.01 1 100 0.25 0.001 0.05 0.08409 0.95996 0.98681 0.08429 0.95019 0.98706 0.08511 0.95226 0.98713
98 naval 1 10 5000 0.001 1 75 0.75 0.01 0.05 0.08367 0.93843 0.98839 0.08374 0.93901 0.98838 0.08409 0.92211 0.98856
276 naval 1 20 5000 0.001 1 75 0.75 0 0.05 0.00596 1.0 0.07136 0.00604 0.99953 0.07228 0.00587 1.0 0.07027
1243 naval 3 10 5000 0.0001 1 100 0.1 0.01 0.05 0.08354 0.9453 0.99593 0.08357 0.94553 0.99592 0.08353 0.94556 0.99597
1048 naval 2 30 5000 0.001 1 100 0.25 0.01 0.05 0.08371 0.9254 0.9885 0.08389 0.92039 0.9885 0.08389 0.92127 0.98852
852 naval 2 20 5000 0.01 1 100 0.5 0.001 0.05 0.08359 0.9702 0.99638 0.08402 0.96369 0.99679 0.08364 0.96901 0.99638
668 naval 2 10 5000 0.01 1 100 0.25 0.01 0.05 0.08407 0.9709 1.00154 0.08413 0.96741 1.00156 0.08457 0.96315 1.00173
468 naval 1 30 5000 0.0001 1 75 0.25 0.01 0.05 0.08363 0.93482 0.99192 0.0836 0.93715 0.99197 0.08381 0.92211 0.99197
1345 naval 3 20 5000 0.001 1 75 0.1 1 0.05 0.19204 0.61755 0.62072 0.19086 0.6229 0.62047 0.19815 0.58626 0.6209
1244 naval 3 10 5000 0.0001 1 100 0.1 0.1 0.05 0.08677 0.9162 0.92726 0.08667 0.91806 0.92726 0.08666 0.90871 0.92733
99 naval 1 10 5000 0.001 1 75 0.75 0.1 0.05 0.08728 0.87558 0.92049 0.08744 0.8743 0.92048 0.08908 0.86767 0.92081
277 naval 1 20 5000 0.001 1 75 0.75 0.001 0.05 0.03248 0.96904 0.37158 0.03393 0.96648 0.38718 0.03171 0.96985 0.35979
1049 naval 2 30 5000 0.001 1 100 0.25 0.1 0.05 0.08627 0.9105 0.9387 0.08699 0.90549 0.93912 0.08639 0.90871 0.93875
853 naval 2 20 5000 0.01 1 100 0.5 0.01 0.05 0.08405 0.95438 0.99188 0.08419 0.95065 0.99194 0.08422 0.95729 0.99187
669 naval 2 10 5000 0.01 1 100 0.25 0.1 0.05 0.08777 0.91318 0.9455 0.08845 0.91713 0.94587 0.08921 0.90704 0.94579
469 naval 1 30 5000 0.0001 1 75 0.25 0.1 0.05 0.08674 0.91702 0.9243 0.08654 0.92225 0.92436 0.0881 0.90285 0.92437
1346 naval 3 20 5000 0.001 1 75 0.25 0 0.05 0.00892 0.8416 0.05145 0.00866 0.83799 0.05049 0.00905 0.84841 0.0515
100 naval 1 10 5000 0.001 1 75 0.75 1 0.05 0.19633 0.61464 0.61211 0.19615 0.62011 0.61211 0.20411 0.61223 0.61209
1245 naval 3 10 5000 0.0001 1 100 0.1 1 0.05 0.20034 0.60486 0.60626 0.19913 0.60708 0.60627 0.20765 0.57789 0.60615
278 naval 1 20 5000 0.001 1 75 0.75 0.01 0.05 0.08368 0.95822 0.99501 0.08361 0.95764 0.9952 0.08368 0.95142 0.99478
854 naval 2 20 5000 0.01 1 100 0.5 0.1 0.05 0.08673 0.90026 0.94697 0.08628 0.89665 0.94654 0.08635 0.89615 0.9469
1050 naval 2 30 5000 0.001 1 100 0.25 1 0.05 0.19802 0.59928 0.60933 0.20542 0.57914 0.60936 0.19509 0.60134 0.60932
670 naval 2 10 5000 0.01 1 100 0.25 1 0.05 0.19472 0.60219 0.61784 0.19167 0.61778 0.61803 0.19037 0.61558 0.61793
470 naval 1 30 5000 0.0001 1 75 0.25 1 0.05 0.20074 0.60335 0.60428 0.20212 0.60661 0.60424 0.2091 0.6005 0.6042
101 naval 1 10 5000 0.0001 1 75 0.1 0 0.05 0.00597 0.88536 0.06112 0.00634 0.87197 0.06057 0.00598 0.8794 0.05888
1347 naval 3 20 5000 0.001 1 75 0.25 0.001 0.05 0.03549 0.9723 0.41028 0.03678 0.96881 0.41905 0.03493 0.96985 0.39554
1246 naval 3 10 5000 0.0001 1 100 0.25 0 0.05 0.00668 0.99558 0.07888 0.00682 0.99581 0.08002 0.00668 0.99079 0.07592
279 naval 1 20 5000 0.001 1 75 0.75 0.1 0.05 0.0864 0.92132 0.93183 0.08621 0.92458 0.93179 0.08749 0.90871 0.93178
855 naval 2 20 5000 0.01 1 100 0.5 1 0.05 0.20113 0.59905 0.61603 0.19699 0.60056 0.61554 0.19719 0.60637 0.61584
1051 naval 2 30 5000 0.001 1 100 0.5 0 0.05 0.0062 0.98475 0.07332 0.00621 0.98045 0.07303 0.00619 0.98074 0.07311
671 naval 2 10 5000 0.01 1 100 0.5 0 0.05 0.01033 0.88629 0.08935 0.0108 0.88361 0.0898 0.01053 0.88107 0.0896
471 naval 1 30 5000 0.0001 1 75 0.5 0 0.05 0.00722 0.94448 0.08091 0.00712 0.94507 0.07806 0.00732 0.93802 0.07789
102 naval 1 10 5000 0.0001 1 75 0.1 0.001 0.05 0.02935 0.93843 0.33127 0.02974 0.94227 0.32976 0.02889 0.92965 0.31968
1348 naval 3 20 5000 0.001 1 75 0.25 0.01 0.05 0.08375 0.97556 1.00122 0.08378 0.97579 1.00121 0.08379 0.97571 1.00123
856 naval 2 20 5000 0.01 1 100 0.75 0 0.05 0.00846 0.95531 0.0795 0.00869 0.94972 0.07977 0.00845 0.9531 0.07937
1247 naval 3 10 5000 0.0001 1 100 0.25 0.001 0.05 0.03678 0.95042 0.42376 0.03726 0.94413 0.42623 0.03645 0.933 0.41014
280 naval 1 20 5000 0.001 1 75 0.75 1 0.05 0.19501 0.6172 0.6141 0.19786 0.60615 0.61372 0.20303 0.60972 0.61437
1052 naval 2 30 5000 0.001 1 100 0.5 0.001 0.05 0.03554 0.95321 0.40481 0.03527 0.94926 0.39723 0.0355 0.96147 0.40477
672 naval 2 10 5000 0.01 1 100 0.5 0.001 0.05 0.08409 0.95996 0.98681 0.08429 0.95019 0.98706 0.08511 0.95226 0.98713
103 naval 1 10 5000 0.0001 1 75 0.1 0.01 0.05 0.08342 0.93994 0.99469 0.08346 0.94181 0.99468 0.08359 0.92462 0.99476
472 naval 1 30 5000 0.0001 1 75 0.5 0.001 0.05 0.04144 0.95659 0.47713 0.04086 0.95158 0.4664 0.04055 0.94472 0.46541
1349 naval 3 20 5000 0.001 1 75 0.25 0.1 0.05 0.08592 0.9226 0.94415 0.08578 0.92412 0.94396 0.08578 0.92462 0.94424
281 naval 1 20 5000 0.0001 1 75 0.1 0 0.05 0.00899 0.99476 0.10589 0.00935 0.99441 0.11033 0.00911 0.99079 0.10266
857 naval 2 20 5000 0.01 1 100 0.75 0.001 0.05 0.08359 0.9702 0.99638 0.08402 0.96369 0.99679 0.08364 0.96901 0.99638
1248 naval 3 10 5000 0.0001 1 100 0.25 0.01 0.05 0.08354 0.9453 0.99593 0.08357 0.94553 0.99592 0.08353 0.94556 0.99597
1053 naval 2 30 5000 0.001 1 100 0.5 0.01 0.05 0.08371 0.9254 0.9885 0.08389 0.92039 0.9885 0.08389 0.92127 0.98852
673 naval 2 10 5000 0.01 1 100 0.5 0.01 0.05 0.08407 0.9709 1.00154 0.08413 0.96741 1.00156 0.08457 0.96315 1.00173
473 naval 1 30 5000 0.0001 1 75 0.5 0.01 0.05 0.08363 0.93482 0.99192 0.0836 0.93715 0.99197 0.08381 0.92211 0.99197
104 naval 1 10 5000 0.0001 1 75 0.1 0.1 0.05 0.08691 0.87872 0.91976 0.08701 0.87616 0.91976 0.0885 0.86851 0.91986
1350 naval 3 20 5000 0.001 1 75 0.25 1 0.05 0.19204 0.61755 0.62072 0.19086 0.6229 0.62047 0.19815 0.58626 0.6209
282 naval 1 20 5000 0.0001 1 75 0.1 0.001 0.05 0.03347 0.96136 0.38734 0.0352 0.94832 0.40052 0.03296 0.94891 0.37834
1249 naval 3 10 5000 0.0001 1 100 0.25 0.1 0.05 0.08677 0.9162 0.92726 0.08667 0.91806 0.92726 0.08666 0.90871 0.92733
858 naval 2 20 5000 0.01 1 100 0.75 0.01 0.05 0.08405 0.95438 0.99188 0.08419 0.95065 0.99194 0.08422 0.95729 0.99187
1054 naval 2 30 5000 0.001 1 100 0.5 0.1 0.05 0.08627 0.9105 0.9387 0.08699 0.90549 0.93912 0.08639 0.90871 0.93875
674 naval 2 10 5000 0.01 1 100 0.5 0.1 0.05 0.08777 0.91318 0.9455 0.08845 0.91713 0.94587 0.08921 0.90704 0.94579
474 naval 1 30 5000 0.0001 1 75 0.5 0.1 0.05 0.08674 0.91702 0.9243 0.08654 0.92225 0.92436 0.0881 0.90285 0.92437
105 naval 1 10 5000 0.0001 1 75 0.1 1 0.05 0.19918 0.61127 0.60699 0.19908 0.61406 0.60699 0.20703 0.6072 0.60693
1351 naval 3 20 5000 0.001 1 75 0.5 0 0.05 0.00892 0.8416 0.05145 0.00866 0.83799 0.05049 0.00905 0.84841 0.0515
1250 naval 3 10 5000 0.0001 1 100 0.25 1 0.05 0.20034 0.60486 0.60626 0.19913 0.60708 0.60627 0.20765 0.57789 0.60615
1055 naval 2 30 5000 0.001 1 100 0.5 1 0.05 0.19802 0.59928 0.60933 0.20542 0.57914 0.60936 0.19509 0.60134 0.60932
283 naval 1 20 5000 0.0001 1 75 0.1 0.01 0.05 0.08346 0.951 0.99675 0.08346 0.95158 0.99678 0.08351 0.93719 0.99671
859 naval 2 20 5000 0.01 1 100 0.75 0.1 0.05 0.08673 0.90026 0.94697 0.08628 0.89665 0.94654 0.08635 0.89615 0.9469
675 naval 2 10 5000 0.01 1 100 0.5 1 0.05 0.19472 0.60219 0.61784 0.19167 0.61778 0.61803 0.19037 0.61558 0.61793
1251 naval 3 10 5000 0.0001 1 100 0.5 0 0.05 0.00668 0.99558 0.07888 0.00682 0.99581 0.08002 0.00668 0.99079 0.07592
475 naval 1 30 5000 0.0001 1 75 0.5 1 0.05 0.20074 0.60335 0.60428 0.20212 0.60661 0.60424 0.2091 0.6005 0.6042
106 naval 1 10 5000 0.0001 1 75 0.25 0 0.05 0.00597 0.88536 0.06112 0.00634 0.87197 0.06057 0.00598 0.8794 0.05888
1056 naval 2 30 5000 0.001 1 100 0.75 0 0.05 0.0062 0.98475 0.07332 0.00621 0.98045 0.07303 0.00619 0.98074 0.07311
1352 naval 3 20 5000 0.001 1 75 0.5 0.001 0.05 0.03549 0.9723 0.41028 0.03678 0.96881 0.41905 0.03493 0.96985 0.39554
284 naval 1 20 5000 0.0001 1 75 0.1 0.1 0.05 0.08672 0.92318 0.92465 0.08647 0.92551 0.92461 0.08805 0.9129 0.92465
860 naval 2 20 5000 0.01 1 100 0.75 1 0.05 0.20113 0.59905 0.61603 0.19699 0.60056 0.61554 0.19719 0.60637 0.61584
1252 naval 3 10 5000 0.0001 1 100 0.5 0.001 0.05 0.03678 0.95042 0.42376 0.03726 0.94413 0.42623 0.03645 0.933 0.41014
676 naval 2 10 5000 0.01 1 100 0.75 0 0.05 0.01033 0.88629 0.08935 0.0108 0.88361 0.0898 0.01053 0.88107 0.0896
476 naval 1 30 5000 0.0001 1 75 0.75 0 0.05 0.00722 0.94448 0.08091 0.00712 0.94507 0.07806 0.00732 0.93802 0.07789
107 naval 1 10 5000 0.0001 1 75 0.25 0.001 0.05 0.02935 0.93843 0.33127 0.02974 0.94227 0.32976 0.02889 0.92965 0.31968
1057 naval 2 30 5000 0.001 1 100 0.75 0.001 0.05 0.03554 0.95321 0.40481 0.03527 0.94926 0.39723 0.0355 0.96147 0.40477
1353 naval 3 20 5000 0.001 1 75 0.5 0.01 0.05 0.08375 0.97556 1.00122 0.08378 0.97579 1.00121 0.08379 0.97571 1.00123
285 naval 1 20 5000 0.0001 1 75 0.1 1 0.05 0.19979 0.61383 0.6054 0.20267 0.60289 0.60529 0.20826 0.60637 0.60548
861 naval 2 20 5000 0.001 1 100 0.1 0 0.05 0.00514 0.99593 0.0617 0.0052 0.99628 0.06233 0.00511 0.99079 0.06107
677 naval 2 10 5000 0.01 1 100 0.75 0.001 0.05 0.08409 0.95996 0.98681 0.08429 0.95019 0.98706 0.08511 0.95226 0.98713
1253 naval 3 10 5000 0.0001 1 100 0.5 0.01 0.05 0.08354 0.9453 0.99593 0.08357 0.94553 0.99592 0.08353 0.94556 0.99597
477 naval 1 30 5000 0.0001 1 75 0.75 0.001 0.05 0.04144 0.95659 0.47713 0.04086 0.95158 0.4664 0.04055 0.94472 0.46541
108 naval 1 10 5000 0.0001 1 75 0.25 0.01 0.05 0.08342 0.93994 0.99469 0.08346 0.94181 0.99468 0.08359 0.92462 0.99476
1354 naval 3 20 5000 0.001 1 75 0.5 0.1 0.05 0.08592 0.9226 0.94415 0.08578 0.92412 0.94396 0.08578 0.92462 0.94424
1058 naval 2 30 5000 0.001 1 100 0.75 0.01 0.05 0.08371 0.9254 0.9885 0.08389 0.92039 0.9885 0.08389 0.92127 0.98852
678 naval 2 10 5000 0.01 1 100 0.75 0.01 0.05 0.08407 0.9709 1.00154 0.08413 0.96741 1.00156 0.08457 0.96315 1.00173
862 naval 2 20 5000 0.001 1 100 0.1 0.001 0.05 0.02912 0.91061 0.32623 0.03104 0.91061 0.34558 0.0291 0.91709 0.33096
1254 naval 3 10 5000 0.0001 1 100 0.5 0.1 0.05 0.08677 0.9162 0.92726 0.08667 0.91806 0.92726 0.08666 0.90871 0.92733
