EXP dataset split_seed seed n_epoch lr hidden_layers hidden_units dropout wd alpha mse_tr capture_tr width_tr mse_va capture_va width_va mse_te capture_te width_te
404 energy 1 30 5000 0.0001 1 50 0.1 0.1 0.05 0.06432 0.92754 0.45299 0.07723 0.8777 0.45262 0.09921 0.85714 0.45456
405 energy 1 30 5000 0.0001 1 50 0.1 1 0.05 0.13408 0.63406 0.45381 0.16656 0.63309 0.45339 0.18259 0.64935 0.45395
406 energy 1 30 5000 0.0001 1 50 0.25 0 0.05 0.00878 0.96558 0.08762 0.01563 0.79137 0.0954 0.0187 0.76623 0.1065
407 energy 1 30 5000 0.0001 1 50 0.25 0.001 0.05 0.00972 0.96739 0.09684 0.01384 0.85612 0.10324 0.01757 0.81818 0.11263
408 energy 1 30 5000 0.0001 1 50 0.25 0.01 0.05 0.01459 0.94746 0.13736 0.01844 0.83453 0.13367 0.02595 0.84416 0.14919
409 energy 1 30 5000 0.0001 1 50 0.25 0.1 0.05 0.06432 0.92754 0.45299 0.07723 0.8777 0.45262 0.09921 0.85714 0.45456
410 energy 1 30 5000 0.0001 1 50 0.25 1 0.05 0.13408 0.63406 0.45381 0.16656 0.63309 0.45339 0.18259 0.64935 0.45395
411 energy 1 30 5000 0.0001 1 50 0.5 0 0.05 0.00878 0.96558 0.08762 0.01563 0.79137 0.0954 0.0187 0.76623 0.1065
412 energy 1 30 5000 0.0001 1 50 0.5 0.001 0.05 0.00972 0.96739 0.09684 0.01384 0.85612 0.10324 0.01757 0.81818 0.11263
413 energy 1 30 5000 0.0001 1 50 0.5 0.01 0.05 0.01459 0.94746 0.13736 0.01844 0.83453 0.13367 0.02595 0.84416 0.14919
414 energy 1 30 5000 0.0001 1 50 0.5 0.1 0.05 0.06432 0.92754 0.45299 0.07723 0.8777 0.45262 0.09921 0.85714 0.45456
415 energy 1 30 5000 0.0001 1 50 0.5 1 0.05 0.13408 0.63406 0.45381 0.16656 0.63309 0.45339 0.18259 0.64935 0.45395
416 energy 1 30 5000 0.0001 1 50 0.75 0 0.05 0.00878 0.96558 0.08762 0.01563 0.79137 0.0954 0.0187 0.76623 0.1065
417 energy 1 30 5000 0.0001 1 50 0.75 0.001 0.05 0.00972 0.96739 0.09684 0.01384 0.85612 0.10324 0.01757 0.81818 0.11263
418 energy 1 30 5000 0.0001 1 50 0.75 0.01 0.05 0.01459 0.94746 0.13736 0.01844 0.83453 0.13367 0.02595 0.84416 0.14919
419 energy 1 30 5000 0.0001 1 50 0.75 0.1 0.05 0.06432 0.92754 0.45299 0.07723 0.8777 0.45262 0.09921 0.85714 0.45456
420 energy 1 30 5000 0.0001 1 50 0.75 1 0.05 0.13408 0.63406 0.45381 0.16656 0.63309 0.45339 0.18259 0.64935 0.45395
421 energy 1 30 5000 0.01 1 75 0.1 0 0.05 0.00852 0.94928 0.08149 0.013 0.8705 0.08892 0.01675 0.87013 0.08259
422 energy 1 30 5000 0.01 1 75 0.1 0.001 0.05 0.01322 0.91848 0.10893 0.01807 0.86331 0.11398 0.02372 0.85714 0.12376
423 energy 1 30 5000 0.01 1 75 0.1 0.01 0.05 0.01641 0.97283 0.15648 0.01865 0.92806 0.1531 0.02652 0.88312 0.16694
424 energy 1 30 5000 0.01 1 75 0.1 0.1 0.05 0.06344 0.91667 0.4782 0.07427 0.8705 0.47786 0.09075 0.83117 0.48024
425 energy 1 30 5000 0.01 1 75 0.1 1 0.05 0.13429 0.62862 0.45242 0.16678 0.61151 0.45196 0.18218 0.63636 0.45248
426 energy 1 30 5000 0.01 1 75 0.25 0 0.05 0.00852 0.94928 0.08149 0.013 0.8705 0.08892 0.01675 0.87013 0.08259
427 energy 1 30 5000 0.01 1 75 0.25 0.001 0.05 0.01322 0.91848 0.10893 0.01807 0.86331 0.11398 0.02372 0.85714 0.12376
428 energy 1 30 5000 0.01 1 75 0.25 0.01 0.05 0.01641 0.97283 0.15648 0.01865 0.92806 0.1531 0.02652 0.88312 0.16694
429 energy 1 30 5000 0.01 1 75 0.25 0.1 0.05 0.06344 0.91667 0.4782 0.07427 0.8705 0.47786 0.09075 0.83117 0.48024
430 energy 1 30 5000 0.01 1 75 0.25 1 0.05 0.13429 0.62862 0.45242 0.16678 0.61151 0.45196 0.18218 0.63636 0.45248
431 energy 1 30 5000 0.01 1 75 0.5 0 0.05 0.00852 0.94928 0.08149 0.013 0.8705 0.08892 0.01675 0.87013 0.08259
432 energy 1 30 5000 0.01 1 75 0.5 0.001 0.05 0.01322 0.91848 0.10893 0.01807 0.86331 0.11398 0.02372 0.85714 0.12376
433 energy 1 30 5000 0.01 1 75 0.5 0.01 0.05 0.01641 0.97283 0.15648 0.01865 0.92806 0.1531 0.02652 0.88312 0.16694
434 energy 1 30 5000 0.01 1 75 0.5 0.1 0.05 0.06344 0.91667 0.4782 0.07427 0.8705 0.47786 0.09075 0.83117 0.48024
435 energy 1 30 5000 0.01 1 75 0.5 1 0.05 0.13429 0.62862 0.45242 0.16678 0.61151 0.45196 0.18218 0.63636 0.45248
436 energy 1 30 5000 0.01 1 75 0.75 0 0.05 0.00852 0.94928 0.08149 0.013 0.8705 0.08892 0.01675 0.87013 0.08259
437 energy 1 30 5000 0.01 1 75 0.75 0.001 0.05 0.01322 0.91848 0.10893 0.01807 0.86331 0.11398 0.02372 0.85714 0.12376
438 energy 1 30 5000 0.01 1 75 0.75 0.01 0.05 0.01641 0.97283 0.15648 0.01865 0.92806 0.1531 0.02652 0.88312 0.16694
439 energy 1 30 5000 0.01 1 75 0.75 0.1 0.05 0.06344 0.91667 0.4782 0.07427 0.8705 0.47786 0.09075 0.83117 0.48024
440 energy 1 30 5000 0.01 1 75 0.75 1 0.05 0.13429 0.62862 0.45242 0.16678 0.61151 0.45196 0.18218 0.63636 0.45248
441 energy 1 30 5000 0.001 1 75 0.1 0 0.05 0.00614 0.98007 0.06101 0.02325 0.65468 0.06968 0.02592 0.66234 0.07669
442 energy 1 30 5000 0.001 1 75 0.1 0.001 0.05 0.00893 0.98732 0.0892 0.0126 0.84173 0.09587 0.02196 0.80519 0.10566
443 energy 1 30 5000 0.001 1 75 0.1 0.01 0.05 0.0143 0.96377 0.13396 0.01778 0.89209 0.13108 0.02558 0.87013 0.14556
444 energy 1 30 5000 0.001 1 75 0.1 0.1 0.05 0.06399 0.93297 0.45777 0.07638 0.88489 0.45762 0.0974 0.87013 0.45943
445 energy 1 30 5000 0.001 1 75 0.1 1 0.05 0.13544 0.62681 0.45214 0.16787 0.60432 0.4518 0.18339 0.62338 0.45229
446 energy 1 30 5000 0.001 1 75 0.25 0 0.05 0.00614 0.98007 0.06101 0.02325 0.65468 0.06968 0.02592 0.66234 0.07669
447 energy 1 30 5000 0.001 1 75 0.25 0.001 0.05 0.00893 0.98732 0.0892 0.0126 0.84173 0.09587 0.02196 0.80519 0.10566
448 energy 1 30 5000 0.001 1 75 0.25 0.01 0.05 0.0143 0.96377 0.13396 0.01778 0.89209 0.13108 0.02558 0.87013 0.14556
449 energy 1 30 5000 0.001 1 75 0.25 0.1 0.05 0.06399 0.93297 0.45777 0.07638 0.88489 0.45762 0.0974 0.87013 0.45943
450 energy 1 30 5000 0.001 1 75 0.25 1 0.05 0.13544 0.62681 0.45214 0.16787 0.60432 0.4518 0.18339 0.62338 0.45229
451 energy 1 30 5000 0.001 1 75 0.5 0 0.05 0.00614 0.98007 0.06101 0.02325 0.65468 0.06968 0.02592 0.66234 0.07669
452 energy 1 30 5000 0.001 1 75 0.5 0.001 0.05 0.00893 0.98732 0.0892 0.0126 0.84173 0.09587 0.02196 0.80519 0.10566
453 energy 1 30 5000 0.001 1 75 0.5 0.01 0.05 0.0143 0.96377 0.13396 0.01778 0.89209 0.13108 0.02558 0.87013 0.14556
454 energy 1 30 5000 0.001 1 75 0.5 0.1 0.05 0.06399 0.93297 0.45777 0.07638 0.88489 0.45762 0.0974 0.87013 0.45943
455 energy 1 30 5000 0.001 1 75 0.5 1 0.05 0.13544 0.62681 0.45214 0.16787 0.60432 0.4518 0.18339 0.62338 0.45229
456 energy 1 30 5000 0.001 1 75 0.75 0 0.05 0.00614 0.98007 0.06101 0.02325 0.65468 0.06968 0.02592 0.66234 0.07669
457 energy 1 30 5000 0.001 1 75 0.75 0.001 0.05 0.00893 0.98732 0.0892 0.0126 0.84173 0.09587 0.02196 0.80519 0.10566
458 energy 1 30 5000 0.001 1 75 0.75 0.01 0.05 0.0143 0.96377 0.13396 0.01778 0.89209 0.13108 0.02558 0.87013 0.14556
459 energy 1 30 5000 0.001 1 75 0.75 0.1 0.05 0.06399 0.93297 0.45777 0.07638 0.88489 0.45762 0.0974 0.87013 0.45943
460 energy 1 30 5000 0.001 1 75 0.75 1 0.05 0.13544 0.62681 0.45214 0.16787 0.60432 0.4518 0.18339 0.62338 0.45229
461 energy 1 30 5000 0.0001 1 75 0.1 0 0.05 0.00851 0.93841 0.08467 0.01672 0.7554 0.09319 0.01902 0.75325 0.10368
462 energy 1 30 5000 0.0001 1 75 0.1 0.001 0.05 0.00934 0.9692 0.09336 0.01354 0.83453 0.09833 0.02206 0.85714 0.10975
463 energy 1 30 5000 0.0001 1 75 0.1 0.01 0.05 0.01406 0.95109 0.13244 0.01811 0.84892 0.12914 0.02539 0.85714 0.14477
464 energy 1 30 5000 0.0001 1 75 0.1 0.1 0.05 0.06436 0.92754 0.45284 0.07735 0.8705 0.45246 0.09935 0.85714 0.45442
465 energy 1 30 5000 0.0001 1 75 0.1 1 0.05 0.13466 0.63225 0.45315 0.16722 0.63309 0.45274 0.18343 0.64935 0.45326
466 energy 1 30 5000 0.0001 1 75 0.25 0 0.05 0.00851 0.93841 0.08467 0.01672 0.7554 0.09319 0.01902 0.75325 0.10368
467 energy 1 30 5000 0.0001 1 75 0.25 0.001 0.05 0.00934 0.9692 0.09336 0.01354 0.83453 0.09833 0.02206 0.85714 0.10975
468 energy 1 30 5000 0.0001 1 75 0.25 0.01 0.05 0.01406 0.95109 0.13244 0.01811 0.84892 0.12914 0.02539 0.85714 0.14477
469 energy 1 30 5000 0.0001 1 75 0.25 0.1 0.05 0.06436 0.92754 0.45284 0.07735 0.8705 0.45246 0.09935 0.85714 0.45442
470 energy 1 30 5000 0.0001 1 75 0.25 1 0.05 0.13466 0.63225 0.45315 0.16722 0.63309 0.45274 0.18343 0.64935 0.45326
471 energy 1 30 5000 0.0001 1 75 0.5 0 0.05 0.00851 0.93841 0.08467 0.01672 0.7554 0.09319 0.01902 0.75325 0.10368
472 energy 1 30 5000 0.0001 1 75 0.5 0.001 0.05 0.00934 0.9692 0.09336 0.01354 0.83453 0.09833 0.02206 0.85714 0.10975
473 energy 1 30 5000 0.0001 1 75 0.5 0.01 0.05 0.01406 0.95109 0.13244 0.01811 0.84892 0.12914 0.02539 0.85714 0.14477
474 energy 1 30 5000 0.0001 1 75 0.5 0.1 0.05 0.06436 0.92754 0.45284 0.07735 0.8705 0.45246 0.09935 0.85714 0.45442
475 energy 1 30 5000 0.0001 1 75 0.5 1 0.05 0.13466 0.63225 0.45315 0.16722 0.63309 0.45274 0.18343 0.64935 0.45326
476 energy 1 30 5000 0.0001 1 75 0.75 0 0.05 0.00851 0.93841 0.08467 0.01672 0.7554 0.09319 0.01902 0.75325 0.10368
477 energy 1 30 5000 0.0001 1 75 0.75 0.001 0.05 0.00934 0.9692 0.09336 0.01354 0.83453 0.09833 0.02206 0.85714 0.10975
478 energy 1 30 5000 0.0001 1 75 0.75 0.01 0.05 0.01406 0.95109 0.13244 0.01811 0.84892 0.12914 0.02539 0.85714 0.14477
479 energy 1 30 5000 0.0001 1 75 0.75 0.1 0.05 0.06436 0.92754 0.45284 0.07735 0.8705 0.45246 0.09935 0.85714 0.45442
480 energy 1 30 5000 0.0001 1 75 0.75 1 0.05 0.13466 0.63225 0.45315 0.16722 0.63309 0.45274 0.18343 0.64935 0.45326
481 energy 1 30 5000 0.01 1 100 0.1 0 0.05 0.00856 0.94203 0.07444 0.01206 0.89209 0.08345 0.01099 0.87013 0.0813
482 energy 1 30 5000 0.01 1 100 0.1 0.001 0.05 0.01301 0.98551 0.12907 0.01428 0.97842 0.13297 0.02129 0.94805 0.14202
483 energy 1 30 5000 0.01 1 100 0.1 0.01 0.05 0.02051 0.92029 0.17855 0.02039 0.92806 0.17472 0.02303 0.90909 0.19267
484 energy 1 30 5000 0.01 1 100 0.1 0.1 0.05 0.06641 0.88768 0.44793 0.08113 0.82014 0.44814 0.10308 0.81818 0.44923
485 energy 1 30 5000 0.01 1 100 0.1 1 0.05 0.13801 0.625 0.44855 0.17091 0.6259 0.4481 0.18783 0.63636 0.44868
486 energy 1 30 5000 0.01 1 100 0.25 0 0.05 0.00856 0.94203 0.07444 0.01206 0.89209 0.08345 0.01099 0.87013 0.0813
487 energy 1 30 5000 0.01 1 100 0.25 0.001 0.05 0.01301 0.98551 0.12907 0.01428 0.97842 0.13297 0.02129 0.94805 0.14202
488 energy 1 30 5000 0.01 1 100 0.25 0.01 0.05 0.02051 0.92029 0.17855 0.02039 0.92806 0.17472 0.02303 0.90909 0.19267
489 energy 1 30 5000 0.01 1 100 0.25 0.1 0.05 0.06641 0.88768 0.44793 0.08113 0.82014 0.44814 0.10308 0.81818 0.44923
490 energy 1 30 5000 0.01 1 100 0.25 1 0.05 0.13801 0.625 0.44855 0.17091 0.6259 0.4481 0.18783 0.63636 0.44868
491 energy 1 30 5000 0.01 1 100 0.5 0 0.05 0.00856 0.94203 0.07444 0.01206 0.89209 0.08345 0.01099 0.87013 0.0813
492 energy 1 30 5000 0.01 1 100 0.5 0.001 0.05 0.01301 0.98551 0.12907 0.01428 0.97842 0.13297 0.02129 0.94805 0.14202
493 energy 1 30 5000 0.01 1 100 0.5 0.01 0.05 0.02051 0.92029 0.17855 0.02039 0.92806 0.17472 0.02303 0.90909 0.19267
494 energy 1 30 5000 0.01 1 100 0.5 0.1 0.05 0.06641 0.88768 0.44793 0.08113 0.82014 0.44814 0.10308 0.81818 0.44923
495 energy 1 30 5000 0.01 1 100 0.5 1 0.05 0.13801 0.625 0.44855 0.17091 0.6259 0.4481 0.18783 0.63636 0.44868
496 energy 1 30 5000 0.01 1 100 0.75 0 0.05 0.00856 0.94203 0.07444 0.01206 0.89209 0.08345 0.01099 0.87013 0.0813
497 energy 1 30 5000 0.01 1 100 0.75 0.001 0.05 0.01301 0.98551 0.12907 0.01428 0.97842 0.13297 0.02129 0.94805 0.14202
498 energy 1 30 5000 0.01 1 100 0.75 0.01 0.05 0.02051 0.92029 0.17855 0.02039 0.92806 0.17472 0.02303 0.90909 0.19267
499 energy 1 30 5000 0.01 1 100 0.75 0.1 0.05 0.06641 0.88768 0.44793 0.08113 0.82014 0.44814 0.10308 0.81818 0.44923
500 energy 1 30 5000 0.01 1 100 0.75 1 0.05 0.13801 0.625 0.44855 0.17091 0.6259 0.4481 0.18783 0.63636 0.44868
501 energy 1 30 5000 0.001 1 100 0.1 0 0.05 0.0061 0.95109 0.05701 0.01681 0.68345 0.0644 0.02166 0.71429 0.06998
502 energy 1 30 5000 0.001 1 100 0.1 0.001 0.05 0.00873 0.94746 0.08427 0.01482 0.82014 0.09086 0.02179 0.79221 0.10137
503 energy 1 30 5000 0.001 1 100 0.1 0.01 0.05 0.01454 0.97101 0.13962 0.01719 0.90647 0.13691 0.02493 0.8961 0.1515
504 energy 1 30 5000 0.001 1 100 0.1 0.1 0.05 0.06418 0.93478 0.45533 0.07682 0.8777 0.45503 0.09891 0.87013 0.45689
505 energy 1 30 5000 0.001 1 100 0.1 1 0.05 0.13779 0.62862 0.44953 0.17074 0.61871 0.449 0.18734 0.64935 0.44962
506 energy 1 30 5000 0.001 1 100 0.25 0 0.05 0.0061 0.95109 0.05701 0.01681 0.68345 0.0644 0.02166 0.71429 0.06998
507 energy 1 30 5000 0.001 1 100 0.25 0.001 0.05 0.00873 0.94746 0.08427 0.01482 0.82014 0.09086 0.02179 0.79221 0.10137
508 energy 1 30 5000 0.001 1 100 0.25 0.01 0.05 0.01454 0.97101 0.13962 0.01719 0.90647 0.13691 0.02493 0.8961 0.1515
509 energy 1 30 5000 0.001 1 100 0.25 0.1 0.05 0.06418 0.93478 0.45533 0.07682 0.8777 0.45503 0.09891 0.87013 0.45689
510 energy 1 30 5000 0.001 1 100 0.25 1 0.05 0.13779 0.62862 0.44953 0.17074 0.61871 0.449 0.18734 0.64935 0.44962
511 energy 1 30 5000 0.001 1 100 0.5 0 0.05 0.0061 0.95109 0.05701 0.01681 0.68345 0.0644 0.02166 0.71429 0.06998
512 energy 1 30 5000 0.001 1 100 0.5 0.001 0.05 0.00873 0.94746 0.08427 0.01482 0.82014 0.09086 0.02179 0.79221 0.10137
513 energy 1 30 5000 0.001 1 100 0.5 0.01 0.05 0.01454 0.97101 0.13962 0.01719 0.90647 0.13691 0.02493 0.8961 0.1515
514 energy 1 30 5000 0.001 1 100 0.5 0.1 0.05 0.06418 0.93478 0.45533 0.07682 0.8777 0.45503 0.09891 0.87013 0.45689
515 energy 1 30 5000 0.001 1 100 0.5 1 0.05 0.13779 0.62862 0.44953 0.17074 0.61871 0.449 0.18734 0.64935 0.44962
516 energy 1 30 5000 0.001 1 100 0.75 0 0.05 0.0061 0.95109 0.05701 0.01681 0.68345 0.0644 0.02166 0.71429 0.06998
517 energy 1 30 5000 0.001 1 100 0.75 0.001 0.05 0.00873 0.94746 0.08427 0.01482 0.82014 0.09086 0.02179 0.79221 0.10137
518 energy 1 30 5000 0.001 1 100 0.75 0.01 0.05 0.01454 0.97101 0.13962 0.01719 0.90647 0.13691 0.02493 0.8961 0.1515
519 energy 1 30 5000 0.001 1 100 0.75 0.1 0.05 0.06418 0.93478 0.45533 0.07682 0.8777 0.45503 0.09891 0.87013 0.45689
520 energy 1 30 5000 0.001 1 100 0.75 1 0.05 0.13779 0.62862 0.44953 0.17074 0.61871 0.449 0.18734 0.64935 0.44962
521 energy 1 30 5000 0.0001 1 100 0.1 0 0.05 0.00835 0.9837 0.08385 0.01984 0.70504 0.08962 0.02393 0.75325 0.10366
522 energy 1 30 5000 0.0001 1 100 0.1 0.001 0.05 0.00909 0.88949 0.08947 0.01564 0.78417 0.09571 0.02056 0.79221 0.10607
523 energy 1 30 5000 0.0001 1 100 0.1 0.01 0.05 0.01431 0.96377 0.13546 0.01804 0.8705 0.13179 0.02558 0.87013 0.1477
524 energy 1 30 5000 0.0001 1 100 0.1 0.1 0.05 0.06419 0.93659 0.45376 0.07696 0.8777 0.45337 0.09894 0.85714 0.45537
525 energy 1 30 5000 0.0001 1 100 0.1 1 0.05 0.13532 0.62862 0.45226 0.16795 0.63309 0.45182 0.18432 0.64935 0.45235
526 energy 1 30 5000 0.0001 1 100 0.25 0 0.05 0.00835 0.9837 0.08385 0.01984 0.70504 0.08962 0.02393 0.75325 0.10366
527 energy 1 30 5000 0.0001 1 100 0.25 0.001 0.05 0.00909 0.88949 0.08947 0.01564 0.78417 0.09571 0.02056 0.79221 0.10607
528 energy 1 30 5000 0.0001 1 100 0.25 0.01 0.05 0.01431 0.96377 0.13546 0.01804 0.8705 0.13179 0.02558 0.87013 0.1477
529 energy 1 30 5000 0.0001 1 100 0.25 0.1 0.05 0.06419 0.93659 0.45376 0.07696 0.8777 0.45337 0.09894 0.85714 0.45537
530 energy 1 30 5000 0.0001 1 100 0.25 1 0.05 0.13532 0.62862 0.45226 0.16795 0.63309 0.45182 0.18432 0.64935 0.45235
531 energy 1 30 5000 0.0001 1 100 0.5 0 0.05 0.00835 0.9837 0.08385 0.01984 0.70504 0.08962 0.02393 0.75325 0.10366
532 energy 1 30 5000 0.0001 1 100 0.5 0.001 0.05 0.00909 0.88949 0.08947 0.01564 0.78417 0.09571 0.02056 0.79221 0.10607
533 energy 1 30 5000 0.0001 1 100 0.5 0.01 0.05 0.01431 0.96377 0.13546 0.01804 0.8705 0.13179 0.02558 0.87013 0.1477
534 energy 1 30 5000 0.0001 1 100 0.5 0.1 0.05 0.06419 0.93659 0.45376 0.07696 0.8777 0.45337 0.09894 0.85714 0.45537
535 energy 1 30 5000 0.0001 1 100 0.5 1 0.05 0.13532 0.62862 0.45226 0.16795 0.63309 0.45182 0.18432 0.64935 0.45235
536 energy 1 30 5000 0.0001 1 100 0.75 0 0.05 0.00835 0.9837 0.08385 0.01984 0.70504 0.08962 0.02393 0.75325 0.10366
537 energy 1 30 5000 0.0001 1 100 0.75 0.001 0.05 0.00909 0.88949 0.08947 0.01564 0.78417 0.09571 0.02056 0.79221 0.10607
538 energy 1 30 5000 0.0001 1 100 0.75 0.01 0.05 0.01431 0.96377 0.13546 0.01804 0.8705 0.13179 0.02558 0.87013 0.1477
539 energy 1 30 5000 0.0001 1 100 0.75 0.1 0.05 0.06419 0.93659 0.45376 0.07696 0.8777 0.45337 0.09894 0.85714 0.45537
540 energy 1 30 5000 0.0001 1 100 0.75 1 0.05 0.13532 0.62862 0.45226 0.16795 0.63309 0.45182 0.18432 0.64935 0.45235
541 energy 2 10 5000 0.01 1 50 0.1 0 0.05 0.0093 0.95833 0.08934 0.01507 0.8777 0.09798 0.0193 0.88312 0.10026
542 energy 2 10 5000 0.01 1 50 0.1 0.001 0.05 0.01477 0.9837 0.14708 0.01628 0.95683 0.14234 0.01651 0.94805 0.1557
543 energy 2 10 5000 0.01 1 50 0.1 0.01 0.05 0.01711 0.94022 0.15696 0.01994 0.91367 0.16151 0.02028 0.8961 0.17114
544 energy 2 10 5000 0.01 1 50 0.1 0.1 0.05 0.06185 0.9529 0.49877 0.07615 0.93525 0.50013 0.07169 0.93506 0.50259
545 energy 2 10 5000 0.01 1 50 0.1 1 0.05 0.13608 0.66667 0.45916 0.15132 0.66906 0.4591 0.14022 0.72727 0.45899
546 energy 2 10 5000 0.01 1 50 0.25 0 0.05 0.0093 0.95833 0.08934 0.01507 0.8777 0.09798 0.0193 0.88312 0.10026
547 energy 2 10 5000 0.01 1 50 0.25 0.001 0.05 0.01477 0.9837 0.14708 0.01628 0.95683 0.14234 0.01651 0.94805 0.1557
548 energy 2 10 5000 0.01 1 50 0.25 0.01 0.05 0.01711 0.94022 0.15696 0.01994 0.91367 0.16151 0.02028 0.8961 0.17114
549 energy 2 10 5000 0.01 1 50 0.25 0.1 0.05 0.06185 0.9529 0.49877 0.07615 0.93525 0.50013 0.07169 0.93506 0.50259
550 energy 2 10 5000 0.01 1 50 0.25 1 0.05 0.13608 0.66667 0.45916 0.15132 0.66906 0.4591 0.14022 0.72727 0.45899
551 energy 2 10 5000 0.01 1 50 0.5 0 0.05 0.0093 0.95833 0.08934 0.01507 0.8777 0.09798 0.0193 0.88312 0.10026
552 energy 2 10 5000 0.01 1 50 0.5 0.001 0.05 0.01477 0.9837 0.14708 0.01628 0.95683 0.14234 0.01651 0.94805 0.1557
553 energy 2 10 5000 0.01 1 50 0.5 0.01 0.05 0.01711 0.94022 0.15696 0.01994 0.91367 0.16151 0.02028 0.8961 0.17114
554 energy 2 10 5000 0.01 1 50 0.5 0.1 0.05 0.06185 0.9529 0.49877 0.07615 0.93525 0.50013 0.07169 0.93506 0.50259
555 energy 2 10 5000 0.01 1 50 0.5 1 0.05 0.13608 0.66667 0.45916 0.15132 0.66906 0.4591 0.14022 0.72727 0.45899
556 energy 2 10 5000 0.01 1 50 0.75 0 0.05 0.0093 0.95833 0.08934 0.01507 0.8777 0.09798 0.0193 0.88312 0.10026
557 energy 2 10 5000 0.01 1 50 0.75 0.001 0.05 0.01477 0.9837 0.14708 0.01628 0.95683 0.14234 0.01651 0.94805 0.1557
558 energy 2 10 5000 0.01 1 50 0.75 0.01 0.05 0.01711 0.94022 0.15696 0.01994 0.91367 0.16151 0.02028 0.8961 0.17114
559 energy 2 10 5000 0.01 1 50 0.75 0.1 0.05 0.06185 0.9529 0.49877 0.07615 0.93525 0.50013 0.07169 0.93506 0.50259
560 energy 2 10 5000 0.01 1 50 0.75 1 0.05 0.13608 0.66667 0.45916 0.15132 0.66906 0.4591 0.14022 0.72727 0.45899
561 energy 2 10 5000 0.001 1 50 0.1 0 0.05 0.00733 0.94384 0.07255 0.01865 0.66187 0.07242 0.02003 0.76623 0.08393
562 energy 2 10 5000 0.001 1 50 0.1 0.001 0.05 0.00954 0.97645 0.09605 0.01295 0.8705 0.09164 0.01501 0.84416 0.10601
563 energy 2 10 5000 0.001 1 50 0.1 0.01 0.05 0.01451 0.92754 0.13841 0.01676 0.89928 0.14515 0.01901 0.8961 0.15509
564 energy 2 10 5000 0.001 1 50 0.1 0.1 0.05 0.06021 0.93841 0.50051 0.07406 0.92806 0.50238 0.06931 0.92208 0.50519
565 energy 2 10 5000 0.001 1 50 0.1 1 0.05 0.13315 0.63949 0.46098 0.14852 0.70504 0.46133 0.13923 0.7013 0.46167
566 energy 2 10 5000 0.001 1 50 0.25 0 0.05 0.00733 0.94384 0.07255 0.01865 0.66187 0.07242 0.02003 0.76623 0.08393
567 energy 2 10 5000 0.001 1 50 0.25 0.001 0.05 0.00954 0.97645 0.09605 0.01295 0.8705 0.09164 0.01501 0.84416 0.10601
568 energy 2 10 5000 0.001 1 50 0.25 0.01 0.05 0.01451 0.92754 0.13841 0.01676 0.89928 0.14515 0.01901 0.8961 0.15509
569 energy 2 10 5000 0.001 1 50 0.25 0.1 0.05 0.06021 0.93841 0.50051 0.07406 0.92806 0.50238 0.06931 0.92208 0.50519
570 energy 2 10 5000 0.001 1 50 0.25 1 0.05 0.13315 0.63949 0.46098 0.14852 0.70504 0.46133 0.13923 0.7013 0.46167
571 energy 2 10 5000 0.001 1 50 0.5 0 0.05 0.00733 0.94384 0.07255 0.01865 0.66187 0.07242 0.02003 0.76623 0.08393
572 energy 2 10 5000 0.001 1 50 0.5 0.001 0.05 0.00954 0.97645 0.09605 0.01295 0.8705 0.09164 0.01501 0.84416 0.10601
573 energy 2 10 5000 0.001 1 50 0.5 0.01 0.05 0.01451 0.92754 0.13841 0.01676 0.89928 0.14515 0.01901 0.8961 0.15509
574 energy 2 10 5000 0.001 1 50 0.5 0.1 0.05 0.06021 0.93841 0.50051 0.07406 0.92806 0.50238 0.06931 0.92208 0.50519
575 energy 2 10 5000 0.001 1 50 0.5 1 0.05 0.13315 0.63949 0.46098 0.14852 0.70504 0.46133 0.13923 0.7013 0.46167
576 energy 2 10 5000 0.001 1 50 0.75 0 0.05 0.00733 0.94384 0.07255 0.01865 0.66187 0.07242 0.02003 0.76623 0.08393
577 energy 2 10 5000 0.001 1 50 0.75 0.001 0.05 0.00954 0.97645 0.09605 0.01295 0.8705 0.09164 0.01501 0.84416 0.10601
578 energy 2 10 5000 0.001 1 50 0.75 0.01 0.05 0.01451 0.92754 0.13841 0.01676 0.89928 0.14515 0.01901 0.8961 0.15509
579 energy 2 10 5000 0.001 1 50 0.75 0.1 0.05 0.06021 0.93841 0.50051 0.07406 0.92806 0.50238 0.06931 0.92208 0.50519
580 energy 2 10 5000 0.001 1 50 0.75 1 0.05 0.13315 0.63949 0.46098 0.14852 0.70504 0.46133 0.13923 0.7013 0.46167
581 energy 2 10 5000 0.0001 1 50 0.1 0 0.05 0.00959 0.98913 0.09747 0.0155 0.81295 0.09349 0.01615 0.77922 0.10843
582 energy 2 10 5000 0.0001 1 50 0.1 0.001 0.05 0.00993 0.95833 0.10082 0.01487 0.85612 0.0975 0.01571 0.79221 0.11367
583 energy 2 10 5000 0.0001 1 50 0.1 0.01 0.05 0.01414 0.94384 0.13721 0.0164 0.89928 0.14292 0.01842 0.8961 0.1524
584 energy 2 10 5000 0.0001 1 50 0.1 0.1 0.05 0.06026 0.92029 0.49612 0.07429 0.89928 0.4981 0.0694 0.90909 0.50124
585 energy 2 10 5000 0.0001 1 50 0.1 1 0.05 0.13314 0.63406 0.46099 0.14849 0.68345 0.46147 0.13922 0.7013 0.46188
