EXP dataset split_seed seed n_epoch lr hidden_layers hidden_units dropout wd alpha mse_tr capture_tr width_tr mse_va capture_va width_va mse_te capture_te width_te
1081 kin8nm 3 10 5000 0.01 1 50 0.1 0 0.05 0.0323 0.94455 0.20595 0.03684 0.92203 0.20765 0.03546 0.92439 0.20492
709 kin8nm 2 10 5000 0.0001 1 100 0.25 0.1 0.05 0.09851 0.91928 0.58438 0.09893 0.91932 0.58423 0.09968 0.92683 0.58568
1376 kin8nm 3 20 5000 0.0001 1 75 0.75 0 0.05 0.02924 0.94353 0.20428 0.04587 0.88339 0.20526 0.04363 0.88171 0.20164
326 kin8nm 1 20 5000 0.001 1 100 0.25 0 0.05 0.02315 0.96761 0.16427 0.03991 0.85695 0.16493 0.03855 0.88293 0.16519
151 kin8nm 1 10 5000 0.001 1 100 0.5 0 0.05 0.02364 0.91674 0.15335 0.04395 0.82847 0.15367 0.03973 0.83049 0.15386
888 kin8nm 2 20 5000 0.0001 1 100 0.25 0.01 0.05 0.07456 0.94777 0.47965 0.07621 0.94169 0.47854 0.07571 0.94634 0.47955
509 kin8nm 1 30 5000 0.001 1 100 0.25 0.1 0.05 0.09798 0.92132 0.58743 0.09836 0.9261 0.58775 0.09873 0.92439 0.58777
1082 kin8nm 3 10 5000 0.01 1 50 0.1 0.001 0.05 0.05084 0.96914 0.3461 0.05141 0.96814 0.34613 0.05142 0.97195 0.34506
1275 kin8nm 3 20 5000 0.01 1 50 0.5 1 0.05 0.2222 0.64066 0.35318 0.22534 0.61966 0.35319 0.22569 0.62073 0.35331
710 kin8nm 2 10 5000 0.0001 1 100 0.25 1 0.05 0.23582 0.61235 0.33715 0.23508 0.62034 0.33719 0.2428 0.6061 0.33724
1377 kin8nm 3 20 5000 0.0001 1 75 0.75 0.001 0.05 0.03783 0.9398 0.24741 0.04481 0.92203 0.25095 0.04231 0.93659 0.2461
152 kin8nm 1 10 5000 0.001 1 100 0.5 0.001 0.05 0.03739 0.96049 0.25005 0.04148 0.93966 0.24809 0.0413 0.93537 0.25403
327 kin8nm 1 20 5000 0.001 1 100 0.25 0.001 0.05 0.03771 0.93963 0.23776 0.04467 0.91254 0.23408 0.04302 0.91463 0.23812
889 kin8nm 2 20 5000 0.0001 1 100 0.25 0.1 0.05 0.09845 0.92233 0.58654 0.09886 0.91932 0.58645 0.09982 0.92805 0.58787
1083 kin8nm 3 10 5000 0.01 1 50 0.1 0.01 0.05 0.07929 0.9515 0.51904 0.08062 0.94441 0.5199 0.07778 0.95976 0.52206
1276 kin8nm 3 20 5000 0.01 1 50 0.75 0 0.05 0.03371 0.94048 0.21014 0.03816 0.92814 0.2109 0.0396 0.91098 0.20958
510 kin8nm 1 30 5000 0.001 1 100 0.25 1 0.05 0.24018 0.6037 0.33411 0.23184 0.62576 0.33424 0.23775 0.60366 0.33412
711 kin8nm 2 10 5000 0.0001 1 100 0.5 0 0.05 0.02636 0.97829 0.19182 0.04306 0.8739 0.19062 0.04154 0.87561 0.1943
1378 kin8nm 3 20 5000 0.0001 1 75 0.75 0.01 0.05 0.07375 0.94624 0.47411 0.07745 0.93424 0.471 0.0724 0.9561 0.47536
1084 kin8nm 3 10 5000 0.01 1 50 0.1 0.1 0.05 0.09915 0.92369 0.59058 0.09885 0.92068 0.59012 0.09803 0.92683 0.5917
328 kin8nm 1 20 5000 0.001 1 100 0.25 0.01 0.05 0.07485 0.94048 0.47235 0.07748 0.94644 0.48064 0.07776 0.93537 0.47154
153 kin8nm 1 10 5000 0.001 1 100 0.5 0.01 0.05 0.07414 0.94048 0.4741 0.07309 0.94847 0.47576 0.0758 0.93902 0.47236
890 kin8nm 2 20 5000 0.0001 1 100 0.25 1 0.05 0.24086 0.60997 0.33278 0.2388 0.59932 0.33278 0.24743 0.59146 0.33288
511 kin8nm 1 30 5000 0.001 1 100 0.5 0 0.05 0.02539 0.93692 0.1645 0.04277 0.83864 0.16591 0.04258 0.84634 0.16552
1277 kin8nm 3 20 5000 0.01 1 50 0.75 0.001 0.05 0.0502 0.96727 0.33458 0.05544 0.95186 0.33669 0.05121 0.97317 0.33422
712 kin8nm 2 10 5000 0.0001 1 100 0.5 0.001 0.05 0.03421 0.94828 0.22999 0.04217 0.90644 0.2309 0.04116 0.92073 0.2327
1379 kin8nm 3 20 5000 0.0001 1 75 0.75 0.1 0.05 0.09886 0.91979 0.58503 0.09986 0.92068 0.5834 0.09811 0.92561 0.58605
1085 kin8nm 3 10 5000 0.01 1 50 0.1 1 0.05 0.2434 0.60726 0.33313 0.24318 0.59254 0.33323 0.24792 0.5878 0.33322
329 kin8nm 1 20 5000 0.001 1 100 0.25 0.1 0.05 0.0987 0.92199 0.58395 0.10131 0.91186 0.58645 0.09995 0.91829 0.58458
154 kin8nm 1 10 5000 0.001 1 100 0.5 0.1 0.05 0.09842 0.92047 0.58781 0.09469 0.92814 0.58804 0.09836 0.92439 0.58807
891 kin8nm 2 20 5000 0.0001 1 100 0.5 0 0.05 0.02571 0.96269 0.18308 0.04184 0.88814 0.18838 0.04295 0.86585 0.18721
512 kin8nm 1 30 5000 0.001 1 100 0.5 0.001 0.05 0.03643 0.96914 0.25019 0.04145 0.94237 0.2498 0.04175 0.92805 0.25329
1278 kin8nm 3 20 5000 0.01 1 50 0.75 0.01 0.05 0.08249 0.91012 0.47154 0.08901 0.89492 0.46847 0.08041 0.91098 0.47262
713 kin8nm 2 10 5000 0.0001 1 100 0.5 0.01 0.05 0.07398 0.94845 0.48119 0.07544 0.95051 0.47987 0.07477 0.95122 0.48115
1086 kin8nm 3 10 5000 0.01 1 50 0.25 0 0.05 0.0323 0.94455 0.20595 0.03684 0.92203 0.20765 0.03546 0.92439 0.20492
1380 kin8nm 3 20 5000 0.0001 1 75 0.75 1 0.05 0.24261 0.60997 0.32984 0.24834 0.58508 0.3297 0.24622 0.58659 0.3299
330 kin8nm 1 20 5000 0.001 1 100 0.25 1 0.05 0.23697 0.61438 0.33445 0.25367 0.58983 0.33478 0.23955 0.6061 0.33445
892 kin8nm 2 20 5000 0.0001 1 100 0.5 0.001 0.05 0.03511 0.93319 0.23127 0.04203 0.91864 0.23436 0.0425 0.92561 0.23589
155 kin8nm 1 10 5000 0.001 1 100 0.5 1 0.05 0.23669 0.61133 0.33898 0.22052 0.62712 0.33895 0.23261 0.61463 0.33895
1279 kin8nm 3 20 5000 0.01 1 50 0.75 0.1 0.05 0.1007 0.90911 0.57052 0.10178 0.90915 0.5691 0.1001 0.91098 0.57139
513 kin8nm 1 30 5000 0.001 1 100 0.5 0.01 0.05 0.0742 0.94675 0.48093 0.07412 0.94644 0.47918 0.07582 0.94268 0.47922
714 kin8nm 2 10 5000 0.0001 1 100 0.5 0.1 0.05 0.09851 0.91928 0.58438 0.09893 0.91932 0.58423 0.09968 0.92683 0.58568
1087 kin8nm 3 10 5000 0.01 1 50 0.25 0.001 0.05 0.05084 0.96914 0.3461 0.05141 0.96814 0.34613 0.05142 0.97195 0.34506
1381 kin8nm 3 20 5000 0.01 1 100 0.1 0 0.05 0.03391 0.95896 0.22686 0.04036 0.93356 0.22928 0.03839 0.94268 0.22698
156 kin8nm 1 10 5000 0.001 1 100 0.75 0 0.05 0.02364 0.91674 0.15335 0.04395 0.82847 0.15367 0.03973 0.83049 0.15386
331 kin8nm 1 20 5000 0.001 1 100 0.5 0 0.05 0.02315 0.96761 0.16427 0.03991 0.85695 0.16493 0.03855 0.88293 0.16519
514 kin8nm 1 30 5000 0.001 1 100 0.5 0.1 0.05 0.09798 0.92132 0.58743 0.09836 0.9261 0.58775 0.09873 0.92439 0.58777
893 kin8nm 2 20 5000 0.0001 1 100 0.5 0.01 0.05 0.07456 0.94777 0.47965 0.07621 0.94169 0.47854 0.07571 0.94634 0.47955
1088 kin8nm 3 10 5000 0.01 1 50 0.25 0.01 0.05 0.07929 0.9515 0.51904 0.08062 0.94441 0.5199 0.07778 0.95976 0.52206
1280 kin8nm 3 20 5000 0.01 1 50 0.75 1 0.05 0.2222 0.64066 0.35318 0.22534 0.61966 0.35319 0.22569 0.62073 0.35331
715 kin8nm 2 10 5000 0.0001 1 100 0.5 1 0.05 0.23582 0.61235 0.33715 0.23508 0.62034 0.33719 0.2428 0.6061 0.33724
1382 kin8nm 3 20 5000 0.01 1 100 0.1 0.001 0.05 0.05404 0.91945 0.29854 0.06266 0.90169 0.30043 0.05531 0.91951 0.29747
157 kin8nm 1 10 5000 0.001 1 100 0.75 0.001 0.05 0.03739 0.96049 0.25005 0.04148 0.93966 0.24809 0.0413 0.93537 0.25403
515 kin8nm 1 30 5000 0.001 1 100 0.5 1 0.05 0.24018 0.6037 0.33411 0.23184 0.62576 0.33424 0.23775 0.60366 0.33412
332 kin8nm 1 20 5000 0.001 1 100 0.5 0.001 0.05 0.03771 0.93963 0.23776 0.04467 0.91254 0.23408 0.04302 0.91463 0.23812
1089 kin8nm 3 10 5000 0.01 1 50 0.25 0.1 0.05 0.09915 0.92369 0.59058 0.09885 0.92068 0.59012 0.09803 0.92683 0.5917
894 kin8nm 2 20 5000 0.0001 1 100 0.5 0.1 0.05 0.09845 0.92233 0.58654 0.09886 0.91932 0.58645 0.09982 0.92805 0.58787
1281 kin8nm 3 20 5000 0.001 1 50 0.1 0 0.05 0.0287 0.90181 0.17342 0.044 0.85559 0.17332 0.04139 0.86707 0.17091
716 kin8nm 2 10 5000 0.0001 1 100 0.75 0 0.05 0.02636 0.97829 0.19182 0.04306 0.8739 0.19062 0.04154 0.87561 0.1943
516 kin8nm 1 30 5000 0.001 1 100 0.75 0 0.05 0.02539 0.93692 0.1645 0.04277 0.83864 0.16591 0.04258 0.84634 0.16552
158 kin8nm 1 10 5000 0.001 1 100 0.75 0.01 0.05 0.07414 0.94048 0.4741 0.07309 0.94847 0.47576 0.0758 0.93902 0.47236
1383 kin8nm 3 20 5000 0.01 1 100 0.1 0.01 0.05 0.08402 0.9047 0.46009 0.08817 0.88881 0.45679 0.08192 0.90732 0.46174
895 kin8nm 2 20 5000 0.0001 1 100 0.5 1 0.05 0.24086 0.60997 0.33278 0.2388 0.59932 0.33278 0.24743 0.59146 0.33288
333 kin8nm 1 20 5000 0.001 1 100 0.5 0.01 0.05 0.07485 0.94048 0.47235 0.07748 0.94644 0.48064 0.07776 0.93537 0.47154
1090 kin8nm 3 10 5000 0.01 1 50 0.25 1 0.05 0.2434 0.60726 0.33313 0.24318 0.59254 0.33323 0.24792 0.5878 0.33322
1282 kin8nm 3 20 5000 0.001 1 50 0.1 0.001 0.05 0.03968 0.94404 0.24928 0.04664 0.91661 0.25124 0.04476 0.92927 0.24916
717 kin8nm 2 10 5000 0.0001 1 100 0.75 0.001 0.05 0.03421 0.94828 0.22999 0.04217 0.90644 0.2309 0.04116 0.92073 0.2327
517 kin8nm 1 30 5000 0.001 1 100 0.75 0.001 0.05 0.03643 0.96914 0.25019 0.04145 0.94237 0.2498 0.04175 0.92805 0.25329
159 kin8nm 1 10 5000 0.001 1 100 0.75 0.1 0.05 0.09842 0.92047 0.58781 0.09469 0.92814 0.58804 0.09836 0.92439 0.58807
1091 kin8nm 3 10 5000 0.01 1 50 0.5 0 0.05 0.0323 0.94455 0.20595 0.03684 0.92203 0.20765 0.03546 0.92439 0.20492
896 kin8nm 2 20 5000 0.0001 1 100 0.75 0 0.05 0.02571 0.96269 0.18308 0.04184 0.88814 0.18838 0.04295 0.86585 0.18721
1283 kin8nm 3 20 5000 0.001 1 50 0.1 0.01 0.05 0.07403 0.9459 0.47386 0.07763 0.93153 0.47091 0.07256 0.9561 0.47519
1384 kin8nm 3 20 5000 0.01 1 100 0.1 0.1 0.05 0.10013 0.91521 0.58272 0.10079 0.91729 0.58136 0.09948 0.91951 0.58371
334 kin8nm 1 20 5000 0.001 1 100 0.5 0.1 0.05 0.0987 0.92199 0.58395 0.10131 0.91186 0.58645 0.09995 0.91829 0.58458
518 kin8nm 1 30 5000 0.001 1 100 0.75 0.01 0.05 0.0742 0.94675 0.48093 0.07412 0.94644 0.47918 0.07582 0.94268 0.47922
718 kin8nm 2 10 5000 0.0001 1 100 0.75 0.01 0.05 0.07398 0.94845 0.48119 0.07544 0.95051 0.47987 0.07477 0.95122 0.48115
160 kin8nm 1 10 5000 0.001 1 100 0.75 1 0.05 0.23669 0.61133 0.33898 0.22052 0.62712 0.33895 0.23261 0.61463 0.33895
335 kin8nm 1 20 5000 0.001 1 100 0.5 1 0.05 0.23697 0.61438 0.33445 0.25367 0.58983 0.33478 0.23955 0.6061 0.33445
1092 kin8nm 3 10 5000 0.01 1 50 0.5 0.001 0.05 0.05084 0.96914 0.3461 0.05141 0.96814 0.34613 0.05142 0.97195 0.34506
1385 kin8nm 3 20 5000 0.01 1 100 0.1 1 0.05 0.25423 0.58674 0.31757 0.26149 0.56542 0.31732 0.2579 0.56829 0.31767
1284 kin8nm 3 20 5000 0.001 1 50 0.1 0.1 0.05 0.09931 0.91809 0.58284 0.10006 0.91864 0.58114 0.09846 0.92195 0.58387
897 kin8nm 2 20 5000 0.0001 1 100 0.75 0.001 0.05 0.03511 0.93319 0.23127 0.04203 0.91864 0.23436 0.0425 0.92561 0.23589
336 kin8nm 1 20 5000 0.001 1 100 0.75 0 0.05 0.02315 0.96761 0.16427 0.03991 0.85695 0.16493 0.03855 0.88293 0.16519
519 kin8nm 1 30 5000 0.001 1 100 0.75 0.1 0.05 0.09798 0.92132 0.58743 0.09836 0.9261 0.58775 0.09873 0.92439 0.58777
1386 kin8nm 3 20 5000 0.01 1 100 0.25 0 0.05 0.03391 0.95896 0.22686 0.04036 0.93356 0.22928 0.03839 0.94268 0.22698
161 kin8nm 1 10 5000 0.0001 1 100 0.1 0 0.05 0.02637 0.98016 0.19246 0.03981 0.88339 0.19077 0.04163 0.87317 0.19239
719 kin8nm 2 10 5000 0.0001 1 100 0.75 0.1 0.05 0.09851 0.91928 0.58438 0.09893 0.91932 0.58423 0.09968 0.92683 0.58568
1093 kin8nm 3 10 5000 0.01 1 50 0.5 0.01 0.05 0.07929 0.9515 0.51904 0.08062 0.94441 0.5199 0.07778 0.95976 0.52206
898 kin8nm 2 20 5000 0.0001 1 100 0.75 0.01 0.05 0.07456 0.94777 0.47965 0.07621 0.94169 0.47854 0.07571 0.94634 0.47955
1285 kin8nm 3 20 5000 0.001 1 50 0.1 1 0.05 0.24367 0.60438 0.32879 0.24988 0.58441 0.32861 0.24706 0.58171 0.32889
1387 kin8nm 3 20 5000 0.01 1 100 0.25 0.001 0.05 0.05404 0.91945 0.29854 0.06266 0.90169 0.30043 0.05531 0.91951 0.29747
337 kin8nm 1 20 5000 0.001 1 100 0.75 0.001 0.05 0.03771 0.93963 0.23776 0.04467 0.91254 0.23408 0.04302 0.91463 0.23812
720 kin8nm 2 10 5000 0.0001 1 100 0.75 1 0.05 0.23582 0.61235 0.33715 0.23508 0.62034 0.33719 0.2428 0.6061 0.33724
520 kin8nm 1 30 5000 0.001 1 100 0.75 1 0.05 0.24018 0.6037 0.33411 0.23184 0.62576 0.33424 0.23775 0.60366 0.33412
162 kin8nm 1 10 5000 0.0001 1 100 0.1 0.001 0.05 0.03446 0.9337 0.2281 0.04156 0.90034 0.22545 0.0438 0.89146 0.22976
1094 kin8nm 3 10 5000 0.01 1 50 0.5 0.1 0.05 0.09915 0.92369 0.59058 0.09885 0.92068 0.59012 0.09803 0.92683 0.5917
1286 kin8nm 3 20 5000 0.001 1 50 0.25 0 0.05 0.0287 0.90181 0.17342 0.044 0.85559 0.17332 0.04139 0.86707 0.17091
899 kin8nm 2 20 5000 0.0001 1 100 0.75 0.1 0.05 0.09845 0.92233 0.58654 0.09886 0.91932 0.58645 0.09982 0.92805 0.58787
721 kin8nm 2 20 5000 0.01 1 50 0.1 0 0.05 0.03512 0.95523 0.23428 0.03973 0.94373 0.23991 0.04209 0.92805 0.23663
338 kin8nm 1 20 5000 0.001 1 100 0.75 0.01 0.05 0.07485 0.94048 0.47235 0.07748 0.94644 0.48064 0.07776 0.93537 0.47154
1388 kin8nm 3 20 5000 0.01 1 100 0.25 0.01 0.05 0.08402 0.9047 0.46009 0.08817 0.88881 0.45679 0.08192 0.90732 0.46174
521 kin8nm 1 30 5000 0.0001 1 100 0.1 0 0.05 0.02532 0.92267 0.17737 0.04285 0.86237 0.17936 0.04187 0.8561 0.17754
163 kin8nm 1 10 5000 0.0001 1 100 0.1 0.01 0.05 0.07375 0.94353 0.47903 0.07298 0.95322 0.48082 0.07536 0.9439 0.47753
1095 kin8nm 3 10 5000 0.01 1 50 0.5 1 0.05 0.2434 0.60726 0.33313 0.24318 0.59254 0.33323 0.24792 0.5878 0.33322
722 kin8nm 2 20 5000 0.01 1 50 0.1 0.001 0.05 0.0529 0.9086 0.28833 0.05402 0.90915 0.29204 0.05408 0.9061 0.28872
1287 kin8nm 3 20 5000 0.001 1 50 0.25 0.001 0.05 0.03968 0.94404 0.24928 0.04664 0.91661 0.25124 0.04476 0.92927 0.24916
900 kin8nm 2 20 5000 0.0001 1 100 0.75 1 0.05 0.24086 0.60997 0.33278 0.2388 0.59932 0.33278 0.24743 0.59146 0.33288
339 kin8nm 1 20 5000 0.001 1 100 0.75 0.1 0.05 0.0987 0.92199 0.58395 0.10131 0.91186 0.58645 0.09995 0.91829 0.58458
1389 kin8nm 3 20 5000 0.01 1 100 0.25 0.1 0.05 0.10013 0.91521 0.58272 0.10079 0.91729 0.58136 0.09948 0.91951 0.58371
522 kin8nm 1 30 5000 0.0001 1 100 0.1 0.001 0.05 0.03368 0.95811 0.22955 0.04028 0.91797 0.22944 0.04065 0.9122 0.23101
164 kin8nm 1 10 5000 0.0001 1 100 0.1 0.1 0.05 0.09869 0.91894 0.58558 0.09486 0.92678 0.58585 0.09862 0.91829 0.58586
1096 kin8nm 3 10 5000 0.01 1 50 0.75 0 0.05 0.0323 0.94455 0.20595 0.03684 0.92203 0.20765 0.03546 0.92439 0.20492
723 kin8nm 2 20 5000 0.01 1 50 0.1 0.01 0.05 0.07882 0.93353 0.48116 0.08093 0.92881 0.47936 0.0802 0.93171 0.48148
1288 kin8nm 3 20 5000 0.001 1 50 0.25 0.01 0.05 0.07403 0.9459 0.47386 0.07763 0.93153 0.47091 0.07256 0.9561 0.47519
901 kin8nm 2 30 5000 0.01 1 50 0.1 0 0.05 0.03659 0.95184 0.23224 0.04032 0.93695 0.23386 0.04276 0.92561 0.23324
523 kin8nm 1 30 5000 0.0001 1 100 0.1 0.01 0.05 0.07403 0.94523 0.47891 0.07393 0.94644 0.4771 0.07569 0.94268 0.47711
340 kin8nm 1 20 5000 0.001 1 100 0.75 1 0.05 0.23697 0.61438 0.33445 0.25367 0.58983 0.33478 0.23955 0.6061 0.33445
165 kin8nm 1 10 5000 0.0001 1 100 0.1 1 0.05 0.23892 0.60912 0.33633 0.22261 0.62305 0.33631 0.23492 0.60732 0.33628
1390 kin8nm 3 20 5000 0.01 1 100 0.25 1 0.05 0.25423 0.58674 0.31757 0.26149 0.56542 0.31732 0.2579 0.56829 0.31767
1097 kin8nm 3 10 5000 0.01 1 50 0.75 0.001 0.05 0.05084 0.96914 0.3461 0.05141 0.96814 0.34613 0.05142 0.97195 0.34506
902 kin8nm 2 30 5000 0.01 1 50 0.1 0.001 0.05 0.05231 0.95371 0.32942 0.05575 0.94373 0.33045 0.05202 0.9378 0.33056
1289 kin8nm 3 20 5000 0.001 1 50 0.25 0.1 0.05 0.09931 0.91809 0.58284 0.10006 0.91864 0.58114 0.09846 0.92195 0.58387
724 kin8nm 2 20 5000 0.01 1 50 0.1 0.1 0.05 0.0997 0.91742 0.58156 0.09931 0.91729 0.58144 0.10057 0.92073 0.58284
524 kin8nm 1 30 5000 0.0001 1 100 0.1 0.1 0.05 0.09827 0.91894 0.58491 0.09863 0.92271 0.58522 0.09902 0.92073 0.58519
1391 kin8nm 3 20 5000 0.01 1 100 0.5 0 0.05 0.03391 0.95896 0.22686 0.04036 0.93356 0.22928 0.03839 0.94268 0.22698
341 kin8nm 1 20 5000 0.0001 1 100 0.1 0 0.05 0.02572 0.97151 0.1839 0.04067 0.86712 0.18346 0.04159 0.85854 0.18685
166 kin8nm 1 10 5000 0.0001 1 100 0.25 0 0.05 0.02637 0.98016 0.19246 0.03981 0.88339 0.19077 0.04163 0.87317 0.19239
1098 kin8nm 3 10 5000 0.01 1 50 0.75 0.01 0.05 0.07929 0.9515 0.51904 0.08062 0.94441 0.5199 0.07778 0.95976 0.52206
903 kin8nm 2 30 5000 0.01 1 50 0.1 0.01 0.05 0.07744 0.94743 0.50102 0.08088 0.93831 0.49763 0.07932 0.94756 0.50158
1290 kin8nm 3 20 5000 0.001 1 50 0.25 1 0.05 0.24367 0.60438 0.32879 0.24988 0.58441 0.32861 0.24706 0.58171 0.32889
1392 kin8nm 3 20 5000 0.01 1 100 0.5 0.001 0.05 0.05404 0.91945 0.29854 0.06266 0.90169 0.30043 0.05531 0.91951 0.29747
725 kin8nm 2 20 5000 0.01 1 50 0.1 1 0.05 0.24088 0.61268 0.33353 0.23724 0.58847 0.33359 0.24898 0.60366 0.33357
525 kin8nm 1 30 5000 0.0001 1 100 0.1 1 0.05 0.23656 0.60929 0.33784 0.22856 0.63186 0.33797 0.23424 0.60854 0.3378
1099 kin8nm 3 10 5000 0.01 1 50 0.75 0.1 0.05 0.09915 0.92369 0.59058 0.09885 0.92068 0.59012 0.09803 0.92683 0.5917
167 kin8nm 1 10 5000 0.0001 1 100 0.25 0.001 0.05 0.03446 0.9337 0.2281 0.04156 0.90034 0.22545 0.0438 0.89146 0.22976
342 kin8nm 1 20 5000 0.0001 1 100 0.1 0.001 0.05 0.03443 0.96761 0.23215 0.0417 0.91661 0.22884 0.04142 0.91098 0.23234
904 kin8nm 2 30 5000 0.01 1 50 0.1 0.1 0.05 0.09793 0.93827 0.62288 0.09884 0.94034 0.62243 0.09899 0.94146 0.62452
1291 kin8nm 3 20 5000 0.001 1 50 0.5 0 0.05 0.0287 0.90181 0.17342 0.044 0.85559 0.17332 0.04139 0.86707 0.17091
526 kin8nm 1 30 5000 0.0001 1 100 0.25 0 0.05 0.02532 0.92267 0.17737 0.04285 0.86237 0.17936 0.04187 0.8561 0.17754
1393 kin8nm 3 20 5000 0.01 1 100 0.5 0.01 0.05 0.08402 0.9047 0.46009 0.08817 0.88881 0.45679 0.08192 0.90732 0.46174
726 kin8nm 2 20 5000 0.01 1 50 0.25 0 0.05 0.03512 0.95523 0.23428 0.03973 0.94373 0.23991 0.04209 0.92805 0.23663
1100 kin8nm 3 10 5000 0.01 1 50 0.75 1 0.05 0.2434 0.60726 0.33313 0.24318 0.59254 0.33323 0.24792 0.5878 0.33322
343 kin8nm 1 20 5000 0.0001 1 100 0.1 0.01 0.05 0.07416 0.94658 0.47867 0.0767 0.95254 0.48634 0.07697 0.94268 0.47801
1292 kin8nm 3 20 5000 0.001 1 50 0.5 0.001 0.05 0.03968 0.94404 0.24928 0.04664 0.91661 0.25124 0.04476 0.92927 0.24916
168 kin8nm 1 10 5000 0.0001 1 100 0.25 0.01 0.05 0.07375 0.94353 0.47903 0.07298 0.95322 0.48082 0.07536 0.9439 0.47753
905 kin8nm 2 30 5000 0.01 1 50 0.1 1 0.05 0.21983 0.63931 0.35576 0.21583 0.63932 0.35581 0.2268 0.62927 0.35596
1394 kin8nm 3 20 5000 0.01 1 100 0.5 0.1 0.05 0.10013 0.91521 0.58272 0.10079 0.91729 0.58136 0.09948 0.91951 0.58371
527 kin8nm 1 30 5000 0.0001 1 100 0.25 0.001 0.05 0.03368 0.95811 0.22955 0.04028 0.91797 0.22944 0.04065 0.9122 0.23101
1101 kin8nm 3 10 5000 0.001 1 50 0.1 0 0.05 0.02797 0.98101 0.20104 0.03645 0.92746 0.20063 0.03863 0.9122 0.19996
344 kin8nm 1 20 5000 0.0001 1 100 0.1 0.1 0.05 0.09903 0.92047 0.58185 0.10198 0.91051 0.58423 0.10043 0.91098 0.58246
727 kin8nm 2 20 5000 0.01 1 50 0.25 0.001 0.05 0.0529 0.9086 0.28833 0.05402 0.90915 0.29204 0.05408 0.9061 0.28872
1293 kin8nm 3 20 5000 0.001 1 50 0.5 0.01 0.05 0.07403 0.9459 0.47386 0.07763 0.93153 0.47091 0.07256 0.9561 0.47519
169 kin8nm 1 10 5000 0.0001 1 100 0.25 0.1 0.05 0.09869 0.91894 0.58558 0.09486 0.92678 0.58585 0.09862 0.91829 0.58586
906 kin8nm 2 30 5000 0.01 1 50 0.25 0 0.05 0.03659 0.95184 0.23224 0.04032 0.93695 0.23386 0.04276 0.92561 0.23324
1395 kin8nm 3 20 5000 0.01 1 100 0.5 1 0.05 0.25423 0.58674 0.31757 0.26149 0.56542 0.31732 0.2579 0.56829 0.31767
345 kin8nm 1 20 5000 0.0001 1 100 0.1 1 0.05 0.24008 0.60946 0.33139 0.25743 0.58441 0.33166 0.24266 0.6061 0.33137
1102 kin8nm 3 10 5000 0.001 1 50 0.1 0.001 0.05 0.04007 0.95998 0.27064 0.04252 0.95525 0.26986 0.04399 0.94634 0.27012
1294 kin8nm 3 20 5000 0.001 1 50 0.5 0.1 0.05 0.09931 0.91809 0.58284 0.10006 0.91864 0.58114 0.09846 0.92195 0.58387
528 kin8nm 1 30 5000 0.0001 1 100 0.25 0.01 0.05 0.07403 0.94523 0.47891 0.07393 0.94644 0.4771 0.07569 0.94268 0.47711
728 kin8nm 2 20 5000 0.01 1 50 0.25 0.01 0.05 0.07882 0.93353 0.48116 0.08093 0.92881 0.47936 0.0802 0.93171 0.48148
170 kin8nm 1 10 5000 0.0001 1 100 0.25 1 0.05 0.23892 0.60912 0.33633 0.22261 0.62305 0.33631 0.23492 0.60732 0.33628
907 kin8nm 2 30 5000 0.01 1 50 0.25 0.001 0.05 0.05231 0.95371 0.32942 0.05575 0.94373 0.33045 0.05202 0.9378 0.33056
1103 kin8nm 3 10 5000 0.001 1 50 0.1 0.01 0.05 0.0744 0.942 0.47399 0.07705 0.93966 0.47559 0.07281 0.94878 0.47646
1396 kin8nm 3 20 5000 0.01 1 100 0.75 0 0.05 0.03391 0.95896 0.22686 0.04036 0.93356 0.22928 0.03839 0.94268 0.22698
346 kin8nm 1 20 5000 0.0001 1 100 0.25 0 0.05 0.02572 0.97151 0.1839 0.04067 0.86712 0.18346 0.04159 0.85854 0.18685
1295 kin8nm 3 20 5000 0.001 1 50 0.5 1 0.05 0.24367 0.60438 0.32879 0.24988 0.58441 0.32861 0.24706 0.58171 0.32889
529 kin8nm 1 30 5000 0.0001 1 100 0.25 0.1 0.05 0.09827 0.91894 0.58491 0.09863 0.92271 0.58522 0.09902 0.92073 0.58519
729 kin8nm 2 20 5000 0.01 1 50 0.25 0.1 0.05 0.0997 0.91742 0.58156 0.09931 0.91729 0.58144 0.10057 0.92073 0.58284
171 kin8nm 1 10 5000 0.0001 1 100 0.5 0 0.05 0.02637 0.98016 0.19246 0.03981 0.88339 0.19077 0.04163 0.87317 0.19239
908 kin8nm 2 30 5000 0.01 1 50 0.25 0.01 0.05 0.07744 0.94743 0.50102 0.08088 0.93831 0.49763 0.07932 0.94756 0.50158
1397 kin8nm 3 20 5000 0.01 1 100 0.75 0.001 0.05 0.05404 0.91945 0.29854 0.06266 0.90169 0.30043 0.05531 0.91951 0.29747
1104 kin8nm 3 10 5000 0.001 1 50 0.1 0.1 0.05 0.09983 0.91318 0.57704 0.09979 0.91254 0.57652 0.09881 0.91707 0.57826
347 kin8nm 1 20 5000 0.0001 1 100 0.25 0.001 0.05 0.03443 0.96761 0.23215 0.0417 0.91661 0.22884 0.04142 0.91098 0.23234
1296 kin8nm 3 20 5000 0.001 1 50 0.75 0 0.05 0.0287 0.90181 0.17342 0.044 0.85559 0.17332 0.04139 0.86707 0.17091
