EXP dataset split_seed seed n_epoch lr hidden_layers hidden_units dropout wd alpha mse_tr capture_tr width_tr mse_va capture_va width_va mse_te capture_te width_te
459 kin8nm 1 30 5000 0.001 1 75 0.75 0.1 0.05 0.09852 0.9186 0.58372 0.09928 0.92068 0.58404 0.09939 0.91951 0.58392
275 kin8nm 1 20 5000 0.001 1 75 0.5 1 0.05 0.24064 0.60946 0.33113 0.25815 0.58441 0.33138 0.2433 0.60366 0.33108
1225 kin8nm 3 10 5000 0.001 1 100 0.1 1 0.05 0.23991 0.61285 0.3335 0.23946 0.59797 0.3335 0.24184 0.59146 0.33359
839 kin8nm 2 20 5000 0.0001 1 75 0.75 0.1 0.05 0.09875 0.91894 0.58339 0.09924 0.91661 0.58332 0.10008 0.92439 0.58469
660 kin8nm 2 10 5000 0.0001 1 75 0.75 1 0.05 0.23728 0.60963 0.33572 0.23651 0.61966 0.33575 0.24433 0.60488 0.3358
1033 kin8nm 2 30 5000 0.01 1 100 0.5 0.01 0.05 0.08163 0.91199 0.45699 0.08691 0.90034 0.45383 0.0848 0.90732 0.45703
102 kin8nm 1 10 5000 0.0001 1 75 0.1 0.001 0.05 0.0354 0.95438 0.23823 0.04148 0.92203 0.23646 0.04319 0.90732 0.24138
1327 kin8nm 3 20 5000 0.01 1 75 0.25 0.001 0.05 0.05321 0.93115 0.31107 0.05941 0.91797 0.31307 0.05558 0.93659 0.31304
460 kin8nm 1 30 5000 0.001 1 75 0.75 1 0.05 0.23847 0.60556 0.33624 0.23073 0.62712 0.3363 0.23621 0.60488 0.33624
276 kin8nm 1 20 5000 0.001 1 75 0.75 0 0.05 0.02622 0.9905 0.19126 0.03855 0.90034 0.19089 0.03713 0.90732 0.19464
840 kin8nm 2 20 5000 0.0001 1 75 0.75 1 0.05 0.24066 0.61065 0.33297 0.23852 0.59932 0.33299 0.24717 0.59268 0.33307
1034 kin8nm 2 30 5000 0.01 1 100 0.5 0.1 0.05 0.10121 0.90283 0.56592 0.10383 0.90373 0.56552 0.10232 0.90244 0.56725
661 kin8nm 2 10 5000 0.01 1 100 0.1 0 0.05 0.03469 0.97405 0.23889 0.03772 0.95797 0.24068 0.03763 0.95488 0.24174
1226 kin8nm 3 10 5000 0.001 1 100 0.25 0 0.05 0.02438 0.88452 0.1442 0.04773 0.79932 0.1446 0.04805 0.78902 0.14439
103 kin8nm 1 10 5000 0.0001 1 75 0.1 0.01 0.05 0.07374 0.94574 0.47972 0.07301 0.95254 0.48158 0.07538 0.9439 0.47832
1328 kin8nm 3 20 5000 0.01 1 75 0.25 0.01 0.05 0.07814 0.95574 0.51794 0.08025 0.94237 0.51413 0.07774 0.95976 0.52001
461 kin8nm 1 30 5000 0.0001 1 75 0.1 0 0.05 0.02848 0.93658 0.19855 0.04203 0.89627 0.20185 0.04204 0.87561 0.20113
277 kin8nm 1 20 5000 0.001 1 75 0.75 0.001 0.05 0.03794 0.96168 0.2545 0.04366 0.93559 0.25186 0.04299 0.92927 0.25569
841 kin8nm 2 20 5000 0.01 1 100 0.1 0 0.05 0.03437 0.97185 0.23645 0.03888 0.95119 0.24081 0.0384 0.9439 0.23919
662 kin8nm 2 10 5000 0.01 1 100 0.1 0.001 0.05 0.05492 0.98016 0.38867 0.05585 0.97085 0.38893 0.05659 0.97073 0.38967
1035 kin8nm 2 30 5000 0.01 1 100 0.5 1 0.05 0.26117 0.57334 0.31326 0.25737 0.58576 0.31326 0.26835 0.56341 0.31333
1227 kin8nm 3 10 5000 0.001 1 100 0.25 0.001 0.05 0.03682 0.942 0.2369 0.04079 0.92542 0.23656 0.0412 0.92805 0.23532
104 kin8nm 1 10 5000 0.0001 1 75 0.1 0.1 0.05 0.09868 0.91962 0.58581 0.09484 0.92678 0.5861 0.09863 0.92073 0.58609
1329 kin8nm 3 20 5000 0.01 1 75 0.25 0.1 0.05 0.10478 0.89232 0.55347 0.10594 0.88814 0.55201 0.10384 0.8939 0.55428
462 kin8nm 1 30 5000 0.0001 1 75 0.1 0.001 0.05 0.036 0.95371 0.24193 0.04214 0.92407 0.24307 0.04254 0.91463 0.24385
278 kin8nm 1 20 5000 0.001 1 75 0.75 0.01 0.05 0.07422 0.94624 0.47737 0.07649 0.95186 0.48521 0.07674 0.94024 0.47692
663 kin8nm 2 10 5000 0.01 1 100 0.1 0.01 0.05 0.07872 0.95676 0.52693 0.08009 0.95661 0.52516 0.08029 0.95244 0.52703
842 kin8nm 2 20 5000 0.01 1 100 0.1 0.001 0.05 0.05565 0.89622 0.28822 0.05568 0.90508 0.29348 0.05632 0.89146 0.29105
105 kin8nm 1 10 5000 0.0001 1 75 0.1 1 0.05 0.23814 0.61082 0.33729 0.22182 0.62373 0.33727 0.23414 0.60854 0.33723
1330 kin8nm 3 20 5000 0.01 1 75 0.25 1 0.05 0.26052 0.58114 0.31496 0.26818 0.56136 0.31474 0.26371 0.55732 0.31506
1036 kin8nm 2 30 5000 0.01 1 100 0.75 0 0.05 0.03497 0.93302 0.21118 0.04149 0.90847 0.21326 0.03951 0.92073 0.21427
1228 kin8nm 3 10 5000 0.001 1 100 0.25 0.01 0.05 0.07408 0.95421 0.4872 0.07646 0.94915 0.4887 0.07267 0.9622 0.48964
279 kin8nm 1 20 5000 0.001 1 75 0.75 0.1 0.05 0.09903 0.91945 0.58191 0.10188 0.91051 0.58429 0.10041 0.90976 0.58256
463 kin8nm 1 30 5000 0.0001 1 75 0.1 0.01 0.05 0.07401 0.94845 0.48203 0.07407 0.94915 0.48022 0.07551 0.94512 0.48008
664 kin8nm 2 10 5000 0.01 1 100 0.1 0.1 0.05 0.09911 0.92522 0.60209 0.09955 0.92475 0.60167 0.10022 0.92561 0.60288
843 kin8nm 2 20 5000 0.01 1 100 0.1 0.01 0.05 0.0774 0.95608 0.51234 0.07879 0.94915 0.51061 0.07848 0.96341 0.51299
1331 kin8nm 3 20 5000 0.01 1 75 0.5 0 0.05 0.03328 0.97202 0.23021 0.03753 0.94847 0.23231 0.03916 0.93902 0.22954
106 kin8nm 1 10 5000 0.0001 1 75 0.25 0 0.05 0.02944 0.94743 0.20749 0.04218 0.8861 0.20318 0.04571 0.87195 0.20917
280 kin8nm 1 20 5000 0.001 1 75 0.75 1 0.05 0.24064 0.60946 0.33113 0.25815 0.58441 0.33138 0.2433 0.60366 0.33108
1229 kin8nm 3 10 5000 0.001 1 100 0.25 0.1 0.05 0.09814 0.9281 0.59379 0.09748 0.92136 0.59319 0.09731 0.93049 0.59494
1037 kin8nm 2 30 5000 0.01 1 100 0.75 0.001 0.05 0.05478 0.92878 0.31113 0.05796 0.92678 0.31013 0.05512 0.92683 0.31014
464 kin8nm 1 30 5000 0.0001 1 75 0.1 0.1 0.05 0.09801 0.9203 0.58629 0.09851 0.92407 0.5866 0.0988 0.92195 0.58655
665 kin8nm 2 10 5000 0.01 1 100 0.1 1 0.05 0.25352 0.58403 0.31973 0.25169 0.59254 0.31983 0.26054 0.56829 0.31986
844 kin8nm 2 20 5000 0.01 1 100 0.1 0.1 0.05 0.10248 0.90148 0.56407 0.10197 0.90373 0.56393 0.10324 0.89756 0.56541
281 kin8nm 1 20 5000 0.0001 1 75 0.1 0 0.05 0.02921 0.93437 0.20164 0.04384 0.87864 0.19938 0.04605 0.87195 0.20372
1230 kin8nm 3 10 5000 0.001 1 100 0.25 1 0.05 0.23991 0.61285 0.3335 0.23946 0.59797 0.3335 0.24184 0.59146 0.33359
1332 kin8nm 3 20 5000 0.01 1 75 0.5 0.001 0.05 0.05321 0.93115 0.31107 0.05941 0.91797 0.31307 0.05558 0.93659 0.31304
1038 kin8nm 2 30 5000 0.01 1 100 0.75 0.01 0.05 0.08163 0.91199 0.45699 0.08691 0.90034 0.45383 0.0848 0.90732 0.45703
107 kin8nm 1 10 5000 0.0001 1 75 0.25 0.001 0.05 0.0354 0.95438 0.23823 0.04148 0.92203 0.23646 0.04319 0.90732 0.24138
666 kin8nm 2 10 5000 0.01 1 100 0.25 0 0.05 0.03469 0.97405 0.23889 0.03772 0.95797 0.24068 0.03763 0.95488 0.24174
465 kin8nm 1 30 5000 0.0001 1 75 0.1 1 0.05 0.23645 0.60997 0.33796 0.2286 0.63119 0.33806 0.23415 0.6061 0.33792
282 kin8nm 1 20 5000 0.0001 1 75 0.1 0.001 0.05 0.03501 0.9498 0.23346 0.0429 0.91322 0.2307 0.04172 0.91951 0.23571
1231 kin8nm 3 10 5000 0.001 1 100 0.5 0 0.05 0.02438 0.88452 0.1442 0.04773 0.79932 0.1446 0.04805 0.78902 0.14439
845 kin8nm 2 20 5000 0.01 1 100 0.1 1 0.05 0.23865 0.61591 0.3368 0.23432 0.5939 0.33683 0.24673 0.60854 0.33678
1333 kin8nm 3 20 5000 0.01 1 75 0.5 0.01 0.05 0.07814 0.95574 0.51794 0.08025 0.94237 0.51413 0.07774 0.95976 0.52001
1039 kin8nm 2 30 5000 0.01 1 100 0.75 0.1 0.05 0.10121 0.90283 0.56592 0.10383 0.90373 0.56552 0.10232 0.90244 0.56725
108 kin8nm 1 10 5000 0.0001 1 75 0.25 0.01 0.05 0.07374 0.94574 0.47972 0.07301 0.95254 0.48158 0.07538 0.9439 0.47832
466 kin8nm 1 30 5000 0.0001 1 75 0.25 0 0.05 0.02848 0.93658 0.19855 0.04203 0.89627 0.20185 0.04204 0.87561 0.20113
283 kin8nm 1 20 5000 0.0001 1 75 0.1 0.01 0.05 0.07409 0.94777 0.47853 0.07643 0.95119 0.48617 0.07664 0.94268 0.47802
1232 kin8nm 3 10 5000 0.001 1 100 0.5 0.001 0.05 0.03682 0.942 0.2369 0.04079 0.92542 0.23656 0.0412 0.92805 0.23532
667 kin8nm 2 10 5000 0.01 1 100 0.25 0.001 0.05 0.05492 0.98016 0.38867 0.05585 0.97085 0.38893 0.05659 0.97073 0.38967
846 kin8nm 2 20 5000 0.01 1 100 0.25 0 0.05 0.03437 0.97185 0.23645 0.03888 0.95119 0.24081 0.0384 0.9439 0.23919
1334 kin8nm 3 20 5000 0.01 1 75 0.5 0.1 0.05 0.10478 0.89232 0.55347 0.10594 0.88814 0.55201 0.10384 0.8939 0.55428
1233 kin8nm 3 10 5000 0.001 1 100 0.5 0.01 0.05 0.07408 0.95421 0.4872 0.07646 0.94915 0.4887 0.07267 0.9622 0.48964
109 kin8nm 1 10 5000 0.0001 1 75 0.25 0.1 0.05 0.09868 0.91962 0.58581 0.09484 0.92678 0.5861 0.09863 0.92073 0.58609
467 kin8nm 1 30 5000 0.0001 1 75 0.25 0.001 0.05 0.036 0.95371 0.24193 0.04214 0.92407 0.24307 0.04254 0.91463 0.24385
1040 kin8nm 2 30 5000 0.01 1 100 0.75 1 0.05 0.26117 0.57334 0.31326 0.25737 0.58576 0.31326 0.26835 0.56341 0.31333
284 kin8nm 1 20 5000 0.0001 1 75 0.1 0.1 0.05 0.09904 0.91979 0.5822 0.10196 0.91119 0.58455 0.10046 0.91098 0.58286
668 kin8nm 2 10 5000 0.01 1 100 0.25 0.01 0.05 0.07872 0.95676 0.52693 0.08009 0.95661 0.52516 0.08029 0.95244 0.52703
1335 kin8nm 3 20 5000 0.01 1 75 0.5 1 0.05 0.26052 0.58114 0.31496 0.26818 0.56136 0.31474 0.26371 0.55732 0.31506
847 kin8nm 2 20 5000 0.01 1 100 0.25 0.001 0.05 0.05565 0.89622 0.28822 0.05568 0.90508 0.29348 0.05632 0.89146 0.29105
1234 kin8nm 3 10 5000 0.001 1 100 0.5 0.1 0.05 0.09814 0.9281 0.59379 0.09748 0.92136 0.59319 0.09731 0.93049 0.59494
1041 kin8nm 2 30 5000 0.001 1 100 0.1 0 0.05 0.02448 0.88638 0.14204 0.0476 0.78983 0.14153 0.04518 0.80976 0.14556
468 kin8nm 1 30 5000 0.0001 1 75 0.25 0.01 0.05 0.07401 0.94845 0.48203 0.07407 0.94915 0.48022 0.07551 0.94512 0.48008
110 kin8nm 1 10 5000 0.0001 1 75 0.25 1 0.05 0.23814 0.61082 0.33729 0.22182 0.62373 0.33727 0.23414 0.60854 0.33723
285 kin8nm 1 20 5000 0.0001 1 75 0.1 1 0.05 0.23956 0.61048 0.33201 0.25676 0.58712 0.33228 0.2422 0.60732 0.33199
1336 kin8nm 3 20 5000 0.01 1 75 0.75 0 0.05 0.03328 0.97202 0.23021 0.03753 0.94847 0.23231 0.03916 0.93902 0.22954
669 kin8nm 2 10 5000 0.01 1 100 0.25 0.1 0.05 0.09911 0.92522 0.60209 0.09955 0.92475 0.60167 0.10022 0.92561 0.60288
848 kin8nm 2 20 5000 0.01 1 100 0.25 0.01 0.05 0.0774 0.95608 0.51234 0.07879 0.94915 0.51061 0.07848 0.96341 0.51299
1235 kin8nm 3 10 5000 0.001 1 100 0.5 1 0.05 0.23991 0.61285 0.3335 0.23946 0.59797 0.3335 0.24184 0.59146 0.33359
1042 kin8nm 2 30 5000 0.001 1 100 0.1 0.001 0.05 0.03608 0.96625 0.24674 0.04061 0.94034 0.24685 0.04161 0.94268 0.24947
286 kin8nm 1 20 5000 0.0001 1 75 0.25 0 0.05 0.02921 0.93437 0.20164 0.04384 0.87864 0.19938 0.04605 0.87195 0.20372
469 kin8nm 1 30 5000 0.0001 1 75 0.25 0.1 0.05 0.09801 0.9203 0.58629 0.09851 0.92407 0.5866 0.0988 0.92195 0.58655
1337 kin8nm 3 20 5000 0.01 1 75 0.75 0.001 0.05 0.05321 0.93115 0.31107 0.05941 0.91797 0.31307 0.05558 0.93659 0.31304
111 kin8nm 1 10 5000 0.0001 1 75 0.5 0 0.05 0.02944 0.94743 0.20749 0.04218 0.8861 0.20318 0.04571 0.87195 0.20917
670 kin8nm 2 10 5000 0.01 1 100 0.25 1 0.05 0.25352 0.58403 0.31973 0.25169 0.59254 0.31983 0.26054 0.56829 0.31986
1236 kin8nm 3 10 5000 0.001 1 100 0.75 0 0.05 0.02438 0.88452 0.1442 0.04773 0.79932 0.1446 0.04805 0.78902 0.14439
849 kin8nm 2 20 5000 0.01 1 100 0.25 0.1 0.05 0.10248 0.90148 0.56407 0.10197 0.90373 0.56393 0.10324 0.89756 0.56541
1043 kin8nm 2 30 5000 0.001 1 100 0.1 0.01 0.05 0.07396 0.94082 0.47216 0.07817 0.93153 0.46867 0.07549 0.94146 0.47181
287 kin8nm 1 20 5000 0.0001 1 75 0.25 0.001 0.05 0.03501 0.9498 0.23346 0.0429 0.91322 0.2307 0.04172 0.91951 0.23571
470 kin8nm 1 30 5000 0.0001 1 75 0.25 1 0.05 0.23645 0.60997 0.33796 0.2286 0.63119 0.33806 0.23415 0.6061 0.33792
112 kin8nm 1 10 5000 0.0001 1 75 0.5 0.001 0.05 0.0354 0.95438 0.23823 0.04148 0.92203 0.23646 0.04319 0.90732 0.24138
1338 kin8nm 3 20 5000 0.01 1 75 0.75 0.01 0.05 0.07814 0.95574 0.51794 0.08025 0.94237 0.51413 0.07774 0.95976 0.52001
1237 kin8nm 3 10 5000 0.001 1 100 0.75 0.001 0.05 0.03682 0.942 0.2369 0.04079 0.92542 0.23656 0.0412 0.92805 0.23532
671 kin8nm 2 10 5000 0.01 1 100 0.5 0 0.05 0.03469 0.97405 0.23889 0.03772 0.95797 0.24068 0.03763 0.95488 0.24174
850 kin8nm 2 20 5000 0.01 1 100 0.25 1 0.05 0.23865 0.61591 0.3368 0.23432 0.5939 0.33683 0.24673 0.60854 0.33678
1044 kin8nm 2 30 5000 0.001 1 100 0.1 0.1 0.05 0.09814 0.91725 0.58179 0.1011 0.91525 0.58138 0.09985 0.92439 0.58321
288 kin8nm 1 20 5000 0.0001 1 75 0.25 0.01 0.05 0.07409 0.94777 0.47853 0.07643 0.95119 0.48617 0.07664 0.94268 0.47802
471 kin8nm 1 30 5000 0.0001 1 75 0.5 0 0.05 0.02848 0.93658 0.19855 0.04203 0.89627 0.20185 0.04204 0.87561 0.20113
113 kin8nm 1 10 5000 0.0001 1 75 0.5 0.01 0.05 0.07374 0.94574 0.47972 0.07301 0.95254 0.48158 0.07538 0.9439 0.47832
1339 kin8nm 3 20 5000 0.01 1 75 0.75 0.1 0.05 0.10478 0.89232 0.55347 0.10594 0.88814 0.55201 0.10384 0.8939 0.55428
851 kin8nm 2 20 5000 0.01 1 100 0.5 0 0.05 0.03437 0.97185 0.23645 0.03888 0.95119 0.24081 0.0384 0.9439 0.23919
1238 kin8nm 3 10 5000 0.001 1 100 0.75 0.01 0.05 0.07408 0.95421 0.4872 0.07646 0.94915 0.4887 0.07267 0.9622 0.48964
289 kin8nm 1 20 5000 0.0001 1 75 0.25 0.1 0.05 0.09904 0.91979 0.5822 0.10196 0.91119 0.58455 0.10046 0.91098 0.58286
672 kin8nm 2 10 5000 0.01 1 100 0.5 0.001 0.05 0.05492 0.98016 0.38867 0.05585 0.97085 0.38893 0.05659 0.97073 0.38967
1045 kin8nm 2 30 5000 0.001 1 100 0.1 1 0.05 0.23627 0.6115 0.33727 0.23338 0.62102 0.33721 0.24248 0.60488 0.33735
472 kin8nm 1 30 5000 0.0001 1 75 0.5 0.001 0.05 0.036 0.95371 0.24193 0.04214 0.92407 0.24307 0.04254 0.91463 0.24385
114 kin8nm 1 10 5000 0.0001 1 75 0.5 0.1 0.05 0.09868 0.91962 0.58581 0.09484 0.92678 0.5861 0.09863 0.92073 0.58609
852 kin8nm 2 20 5000 0.01 1 100 0.5 0.001 0.05 0.05565 0.89622 0.28822 0.05568 0.90508 0.29348 0.05632 0.89146 0.29105
1340 kin8nm 3 20 5000 0.01 1 75 0.75 1 0.05 0.26052 0.58114 0.31496 0.26818 0.56136 0.31474 0.26371 0.55732 0.31506
290 kin8nm 1 20 5000 0.0001 1 75 0.25 1 0.05 0.23956 0.61048 0.33201 0.25676 0.58712 0.33228 0.2422 0.60732 0.33199
1046 kin8nm 2 30 5000 0.001 1 100 0.25 0 0.05 0.02448 0.88638 0.14204 0.0476 0.78983 0.14153 0.04518 0.80976 0.14556
673 kin8nm 2 10 5000 0.01 1 100 0.5 0.01 0.05 0.07872 0.95676 0.52693 0.08009 0.95661 0.52516 0.08029 0.95244 0.52703
1239 kin8nm 3 10 5000 0.001 1 100 0.75 0.1 0.05 0.09814 0.9281 0.59379 0.09748 0.92136 0.59319 0.09731 0.93049 0.59494
473 kin8nm 1 30 5000 0.0001 1 75 0.5 0.01 0.05 0.07401 0.94845 0.48203 0.07407 0.94915 0.48022 0.07551 0.94512 0.48008
291 kin8nm 1 20 5000 0.0001 1 75 0.5 0 0.05 0.02921 0.93437 0.20164 0.04384 0.87864 0.19938 0.04605 0.87195 0.20372
115 kin8nm 1 10 5000 0.0001 1 75 0.5 1 0.05 0.23814 0.61082 0.33729 0.22182 0.62373 0.33727 0.23414 0.60854 0.33723
853 kin8nm 2 20 5000 0.01 1 100 0.5 0.01 0.05 0.0774 0.95608 0.51234 0.07879 0.94915 0.51061 0.07848 0.96341 0.51299
1341 kin8nm 3 20 5000 0.001 1 75 0.1 0 0.05 0.02509 0.9671 0.17818 0.04043 0.86915 0.17699 0.03899 0.87927 0.17615
1047 kin8nm 2 30 5000 0.001 1 100 0.25 0.001 0.05 0.03608 0.96625 0.24674 0.04061 0.94034 0.24685 0.04161 0.94268 0.24947
1240 kin8nm 3 10 5000 0.001 1 100 0.75 1 0.05 0.23991 0.61285 0.3335 0.23946 0.59797 0.3335 0.24184 0.59146 0.33359
674 kin8nm 2 10 5000 0.01 1 100 0.5 0.1 0.05 0.09911 0.92522 0.60209 0.09955 0.92475 0.60167 0.10022 0.92561 0.60288
292 kin8nm 1 20 5000 0.0001 1 75 0.5 0.001 0.05 0.03501 0.9498 0.23346 0.0429 0.91322 0.2307 0.04172 0.91951 0.23571
474 kin8nm 1 30 5000 0.0001 1 75 0.5 0.1 0.05 0.09801 0.9203 0.58629 0.09851 0.92407 0.5866 0.0988 0.92195 0.58655
116 kin8nm 1 10 5000 0.0001 1 75 0.75 0 0.05 0.02944 0.94743 0.20749 0.04218 0.8861 0.20318 0.04571 0.87195 0.20917
854 kin8nm 2 20 5000 0.01 1 100 0.5 0.1 0.05 0.10248 0.90148 0.56407 0.10197 0.90373 0.56393 0.10324 0.89756 0.56541
1342 kin8nm 3 20 5000 0.001 1 75 0.1 0.001 0.05 0.03925 0.95676 0.26029 0.0469 0.93356 0.26289 0.04325 0.94634 0.25951
1048 kin8nm 2 30 5000 0.001 1 100 0.25 0.01 0.05 0.07396 0.94082 0.47216 0.07817 0.93153 0.46867 0.07549 0.94146 0.47181
675 kin8nm 2 10 5000 0.01 1 100 0.5 1 0.05 0.25352 0.58403 0.31973 0.25169 0.59254 0.31983 0.26054 0.56829 0.31986
1241 kin8nm 3 10 5000 0.0001 1 100 0.1 0 0.05 0.02597 0.96117 0.18621 0.04272 0.88136 0.18594 0.04391 0.8622 0.18309
475 kin8nm 1 30 5000 0.0001 1 75 0.5 1 0.05 0.23645 0.60997 0.33796 0.2286 0.63119 0.33806 0.23415 0.6061 0.33792
293 kin8nm 1 20 5000 0.0001 1 75 0.5 0.01 0.05 0.07409 0.94777 0.47853 0.07643 0.95119 0.48617 0.07664 0.94268 0.47802
117 kin8nm 1 10 5000 0.0001 1 75 0.75 0.001 0.05 0.0354 0.95438 0.23823 0.04148 0.92203 0.23646 0.04319 0.90732 0.24138
855 kin8nm 2 20 5000 0.01 1 100 0.5 1 0.05 0.23865 0.61591 0.3368 0.23432 0.5939 0.33683 0.24673 0.60854 0.33678
1343 kin8nm 3 20 5000 0.001 1 75 0.1 0.01 0.05 0.07405 0.94472 0.4725 0.07759 0.93356 0.46931 0.07257 0.95488 0.47393
1049 kin8nm 2 30 5000 0.001 1 100 0.25 0.1 0.05 0.09814 0.91725 0.58179 0.1011 0.91525 0.58138 0.09985 0.92439 0.58321
476 kin8nm 1 30 5000 0.0001 1 75 0.75 0 0.05 0.02848 0.93658 0.19855 0.04203 0.89627 0.20185 0.04204 0.87561 0.20113
676 kin8nm 2 10 5000 0.01 1 100 0.75 0 0.05 0.03469 0.97405 0.23889 0.03772 0.95797 0.24068 0.03763 0.95488 0.24174
1242 kin8nm 3 10 5000 0.0001 1 100 0.1 0.001 0.05 0.03511 0.94896 0.23607 0.04081 0.92746 0.23411 0.04203 0.92927 0.23272
294 kin8nm 1 20 5000 0.0001 1 75 0.5 0.1 0.05 0.09904 0.91979 0.5822 0.10196 0.91119 0.58455 0.10046 0.91098 0.58286
856 kin8nm 2 20 5000 0.01 1 100 0.75 0 0.05 0.03437 0.97185 0.23645 0.03888 0.95119 0.24081 0.0384 0.9439 0.23919
118 kin8nm 1 10 5000 0.0001 1 75 0.75 0.01 0.05 0.07374 0.94574 0.47972 0.07301 0.95254 0.48158 0.07538 0.9439 0.47832
1050 kin8nm 2 30 5000 0.001 1 100 0.25 1 0.05 0.23627 0.6115 0.33727 0.23338 0.62102 0.33721 0.24248 0.60488 0.33735
677 kin8nm 2 10 5000 0.01 1 100 0.75 0.001 0.05 0.05492 0.98016 0.38867 0.05585 0.97085 0.38893 0.05659 0.97073 0.38967
1344 kin8nm 3 20 5000 0.001 1 75 0.1 0.1 0.05 0.09917 0.91742 0.58228 0.10011 0.91797 0.58065 0.09833 0.92073 0.5833
477 kin8nm 1 30 5000 0.0001 1 75 0.75 0.001 0.05 0.036 0.95371 0.24193 0.04214 0.92407 0.24307 0.04254 0.91463 0.24385
1243 kin8nm 3 10 5000 0.0001 1 100 0.1 0.01 0.05 0.07383 0.94896 0.47901 0.07651 0.94644 0.48049 0.07245 0.95488 0.48128
295 kin8nm 1 20 5000 0.0001 1 75 0.5 1 0.05 0.23956 0.61048 0.33201 0.25676 0.58712 0.33228 0.2422 0.60732 0.33199
119 kin8nm 1 10 5000 0.0001 1 75 0.75 0.1 0.05 0.09868 0.91962 0.58581 0.09484 0.92678 0.5861 0.09863 0.92073 0.58609
857 kin8nm 2 20 5000 0.01 1 100 0.75 0.001 0.05 0.05565 0.89622 0.28822 0.05568 0.90508 0.29348 0.05632 0.89146 0.29105
1051 kin8nm 2 30 5000 0.001 1 100 0.5 0 0.05 0.02448 0.88638 0.14204 0.0476 0.78983 0.14153 0.04518 0.80976 0.14556
678 kin8nm 2 10 5000 0.01 1 100 0.75 0.01 0.05 0.07872 0.95676 0.52693 0.08009 0.95661 0.52516 0.08029 0.95244 0.52703
1345 kin8nm 3 20 5000 0.001 1 75 0.1 1 0.05 0.24308 0.60844 0.32953 0.2489 0.58373 0.32937 0.24662 0.58537 0.3296
1244 kin8nm 3 10 5000 0.0001 1 100 0.1 0.1 0.05 0.09867 0.92216 0.58607 0.09854 0.91661 0.58553 0.09772 0.92805 0.58731
478 kin8nm 1 30 5000 0.0001 1 75 0.75 0.01 0.05 0.07401 0.94845 0.48203 0.07407 0.94915 0.48022 0.07551 0.94512 0.48008
296 kin8nm 1 20 5000 0.0001 1 75 0.75 0 0.05 0.02921 0.93437 0.20164 0.04384 0.87864 0.19938 0.04605 0.87195 0.20372
858 kin8nm 2 20 5000 0.01 1 100 0.75 0.01 0.05 0.0774 0.95608 0.51234 0.07879 0.94915 0.51061 0.07848 0.96341 0.51299
120 kin8nm 1 10 5000 0.0001 1 75 0.75 1 0.05 0.23814 0.61082 0.33729 0.22182 0.62373 0.33727 0.23414 0.60854 0.33723
1052 kin8nm 2 30 5000 0.001 1 100 0.5 0.001 0.05 0.03608 0.96625 0.24674 0.04061 0.94034 0.24685 0.04161 0.94268 0.24947
1346 kin8nm 3 20 5000 0.001 1 75 0.25 0 0.05 0.02509 0.9671 0.17818 0.04043 0.86915 0.17699 0.03899 0.87927 0.17615
679 kin8nm 2 10 5000 0.01 1 100 0.75 0.1 0.05 0.09911 0.92522 0.60209 0.09955 0.92475 0.60167 0.10022 0.92561 0.60288
479 kin8nm 1 30 5000 0.0001 1 75 0.75 0.1 0.05 0.09801 0.9203 0.58629 0.09851 0.92407 0.5866 0.0988 0.92195 0.58655
1245 kin8nm 3 10 5000 0.0001 1 100 0.1 1 0.05 0.24137 0.61031 0.33217 0.24108 0.59797 0.33215 0.24382 0.59024 0.33226
297 kin8nm 1 20 5000 0.0001 1 75 0.75 0.001 0.05 0.03501 0.9498 0.23346 0.0429 0.91322 0.2307 0.04172 0.91951 0.23571
859 kin8nm 2 20 5000 0.01 1 100 0.75 0.1 0.05 0.10248 0.90148 0.56407 0.10197 0.90373 0.56393 0.10324 0.89756 0.56541
1347 kin8nm 3 20 5000 0.001 1 75 0.25 0.001 0.05 0.03925 0.95676 0.26029 0.0469 0.93356 0.26289 0.04325 0.94634 0.25951
121 kin8nm 1 10 5000 0.01 1 100 0.1 0 0.05 0.0343 0.92979 0.20608 0.03955 0.90847 0.20485 0.0398 0.91463 0.20661
1053 kin8nm 2 30 5000 0.001 1 100 0.5 0.01 0.05 0.07396 0.94082 0.47216 0.07817 0.93153 0.46867 0.07549 0.94146 0.47181
680 kin8nm 2 10 5000 0.01 1 100 0.75 1 0.05 0.25352 0.58403 0.31973 0.25169 0.59254 0.31983 0.26054 0.56829 0.31986
1246 kin8nm 3 10 5000 0.0001 1 100 0.25 0 0.05 0.02597 0.96117 0.18621 0.04272 0.88136 0.18594 0.04391 0.8622 0.18309
480 kin8nm 1 30 5000 0.0001 1 75 0.75 1 0.05 0.23645 0.60997 0.33796 0.2286 0.63119 0.33806 0.23415 0.6061 0.33792
298 kin8nm 1 20 5000 0.0001 1 75 0.75 0.01 0.05 0.07409 0.94777 0.47853 0.07643 0.95119 0.48617 0.07664 0.94268 0.47802
860 kin8nm 2 20 5000 0.01 1 100 0.75 1 0.05 0.23865 0.61591 0.3368 0.23432 0.5939 0.33683 0.24673 0.60854 0.33678
1348 kin8nm 3 20 5000 0.001 1 75 0.25 0.01 0.05 0.07405 0.94472 0.4725 0.07759 0.93356 0.46931 0.07257 0.95488 0.47393
