EXP dataset split_seed seed n_epoch lr hidden_layers hidden_units dropout wd alpha mse_tr capture_tr width_tr mse_va capture_va width_va mse_te capture_te width_te
392 concrete 1 30 5000 0.001 1 50 0.5 0.001 0.05 0.02417 0.97166 0.19755 0.06461 0.8172 0.19618 0.0641 0.83495 0.21201
393 concrete 1 30 5000 0.001 1 50 0.5 0.01 0.05 0.04487 0.93792 0.33832 0.0541 0.93548 0.34117 0.04881 0.94175 0.35492
394 concrete 1 30 5000 0.001 1 50 0.5 0.1 0.05 0.08954 0.91903 0.61296 0.0894 0.92473 0.61813 0.08064 0.95146 0.61673
395 concrete 1 30 5000 0.001 1 50 0.5 1 0.05 0.2334 0.61134 0.37637 0.24245 0.60753 0.37663 0.19362 0.6699 0.37642
396 concrete 1 30 5000 0.001 1 50 0.75 0 0.05 0.01756 0.93927 0.13898 0.08076 0.69892 0.13782 0.08237 0.71845 0.1408
397 concrete 1 30 5000 0.001 1 50 0.75 0.001 0.05 0.02417 0.97166 0.19755 0.06461 0.8172 0.19618 0.0641 0.83495 0.21201
398 concrete 1 30 5000 0.001 1 50 0.75 0.01 0.05 0.04487 0.93792 0.33832 0.0541 0.93548 0.34117 0.04881 0.94175 0.35492
399 concrete 1 30 5000 0.001 1 50 0.75 0.1 0.05 0.08954 0.91903 0.61296 0.0894 0.92473 0.61813 0.08064 0.95146 0.61673
400 concrete 1 30 5000 0.001 1 50 0.75 1 0.05 0.2334 0.61134 0.37637 0.24245 0.60753 0.37663 0.19362 0.6699 0.37642
401 concrete 1 30 5000 0.0001 1 50 0.1 0 0.05 0.02558 0.97841 0.20796 0.06796 0.80108 0.20233 0.05596 0.84466 0.22562
402 concrete 1 30 5000 0.0001 1 50 0.1 0.001 0.05 0.02766 0.96086 0.22271 0.06414 0.84409 0.21953 0.05504 0.84466 0.23657
403 concrete 1 30 5000 0.0001 1 50 0.1 0.01 0.05 0.04496 0.94872 0.34143 0.0543 0.92473 0.34424 0.04979 0.94175 0.35735
404 concrete 1 30 5000 0.0001 1 50 0.1 0.1 0.05 0.08844 0.91903 0.61846 0.08853 0.93011 0.62384 0.08015 0.95146 0.62259
405 concrete 1 30 5000 0.0001 1 50 0.1 1 0.05 0.23244 0.61404 0.37709 0.24126 0.60753 0.37739 0.1923 0.6699 0.37717
406 concrete 1 30 5000 0.0001 1 50 0.25 0 0.05 0.02558 0.97841 0.20796 0.06796 0.80108 0.20233 0.05596 0.84466 0.22562
407 concrete 1 30 5000 0.0001 1 50 0.25 0.001 0.05 0.02766 0.96086 0.22271 0.06414 0.84409 0.21953 0.05504 0.84466 0.23657
408 concrete 1 30 5000 0.0001 1 50 0.25 0.01 0.05 0.04496 0.94872 0.34143 0.0543 0.92473 0.34424 0.04979 0.94175 0.35735
409 concrete 1 30 5000 0.0001 1 50 0.25 0.1 0.05 0.08844 0.91903 0.61846 0.08853 0.93011 0.62384 0.08015 0.95146 0.62259
410 concrete 1 30 5000 0.0001 1 50 0.25 1 0.05 0.23244 0.61404 0.37709 0.24126 0.60753 0.37739 0.1923 0.6699 0.37717
411 concrete 1 30 5000 0.0001 1 50 0.5 0 0.05 0.02558 0.97841 0.20796 0.06796 0.80108 0.20233 0.05596 0.84466 0.22562
412 concrete 1 30 5000 0.0001 1 50 0.5 0.001 0.05 0.02766 0.96086 0.22271 0.06414 0.84409 0.21953 0.05504 0.84466 0.23657
413 concrete 1 30 5000 0.0001 1 50 0.5 0.01 0.05 0.04496 0.94872 0.34143 0.0543 0.92473 0.34424 0.04979 0.94175 0.35735
414 concrete 1 30 5000 0.0001 1 50 0.5 0.1 0.05 0.08844 0.91903 0.61846 0.08853 0.93011 0.62384 0.08015 0.95146 0.62259
415 concrete 1 30 5000 0.0001 1 50 0.5 1 0.05 0.23244 0.61404 0.37709 0.24126 0.60753 0.37739 0.1923 0.6699 0.37717
416 concrete 1 30 5000 0.0001 1 50 0.75 0 0.05 0.02558 0.97841 0.20796 0.06796 0.80108 0.20233 0.05596 0.84466 0.22562
417 concrete 1 30 5000 0.0001 1 50 0.75 0.001 0.05 0.02766 0.96086 0.22271 0.06414 0.84409 0.21953 0.05504 0.84466 0.23657
418 concrete 1 30 5000 0.0001 1 50 0.75 0.01 0.05 0.04496 0.94872 0.34143 0.0543 0.92473 0.34424 0.04979 0.94175 0.35735
419 concrete 1 30 5000 0.0001 1 50 0.75 0.1 0.05 0.08844 0.91903 0.61846 0.08853 0.93011 0.62384 0.08015 0.95146 0.62259
420 concrete 1 30 5000 0.0001 1 50 0.75 1 0.05 0.23244 0.61404 0.37709 0.24126 0.60753 0.37739 0.1923 0.6699 0.37717
421 concrete 1 30 5000 0.01 1 75 0.1 0 0.05 0.01989 0.94197 0.14992 0.05485 0.78495 0.15493 0.06152 0.79612 0.15999
422 concrete 1 30 5000 0.01 1 75 0.1 0.001 0.05 0.03225 0.98785 0.26643 0.04622 0.94086 0.27292 0.04917 0.94175 0.2886
423 concrete 1 30 5000 0.01 1 75 0.1 0.01 0.05 0.05159 0.97436 0.40083 0.05548 0.96774 0.40259 0.05405 0.96117 0.41897
424 concrete 1 30 5000 0.01 1 75 0.1 0.1 0.05 0.08917 0.94332 0.64027 0.08945 0.93548 0.6448 0.08251 0.97087 0.64383
425 concrete 1 30 5000 0.01 1 75 0.1 1 0.05 0.23727 0.61134 0.37206 0.24506 0.60753 0.37223 0.19255 0.6699 0.37219
426 concrete 1 30 5000 0.01 1 75 0.25 0 0.05 0.01989 0.94197 0.14992 0.05485 0.78495 0.15493 0.06152 0.79612 0.15999
427 concrete 1 30 5000 0.01 1 75 0.25 0.001 0.05 0.03225 0.98785 0.26643 0.04622 0.94086 0.27292 0.04917 0.94175 0.2886
428 concrete 1 30 5000 0.01 1 75 0.25 0.01 0.05 0.05159 0.97436 0.40083 0.05548 0.96774 0.40259 0.05405 0.96117 0.41897
429 concrete 1 30 5000 0.01 1 75 0.25 0.1 0.05 0.08917 0.94332 0.64027 0.08945 0.93548 0.6448 0.08251 0.97087 0.64383
430 concrete 1 30 5000 0.01 1 75 0.25 1 0.05 0.23727 0.61134 0.37206 0.24506 0.60753 0.37223 0.19255 0.6699 0.37219
431 concrete 1 30 5000 0.01 1 75 0.5 0 0.05 0.01989 0.94197 0.14992 0.05485 0.78495 0.15493 0.06152 0.79612 0.15999
432 concrete 1 30 5000 0.01 1 75 0.5 0.001 0.05 0.03225 0.98785 0.26643 0.04622 0.94086 0.27292 0.04917 0.94175 0.2886
433 concrete 1 30 5000 0.01 1 75 0.5 0.01 0.05 0.05159 0.97436 0.40083 0.05548 0.96774 0.40259 0.05405 0.96117 0.41897
434 concrete 1 30 5000 0.01 1 75 0.5 0.1 0.05 0.08917 0.94332 0.64027 0.08945 0.93548 0.6448 0.08251 0.97087 0.64383
435 concrete 1 30 5000 0.01 1 75 0.5 1 0.05 0.23727 0.61134 0.37206 0.24506 0.60753 0.37223 0.19255 0.6699 0.37219
436 concrete 1 30 5000 0.01 1 75 0.75 0 0.05 0.01989 0.94197 0.14992 0.05485 0.78495 0.15493 0.06152 0.79612 0.15999
437 concrete 1 30 5000 0.01 1 75 0.75 0.001 0.05 0.03225 0.98785 0.26643 0.04622 0.94086 0.27292 0.04917 0.94175 0.2886
438 concrete 1 30 5000 0.01 1 75 0.75 0.01 0.05 0.05159 0.97436 0.40083 0.05548 0.96774 0.40259 0.05405 0.96117 0.41897
439 concrete 1 30 5000 0.01 1 75 0.75 0.1 0.05 0.08917 0.94332 0.64027 0.08945 0.93548 0.6448 0.08251 0.97087 0.64383
440 concrete 1 30 5000 0.01 1 75 0.75 1 0.05 0.23727 0.61134 0.37206 0.24506 0.60753 0.37223 0.19255 0.6699 0.37219
441 concrete 1 30 5000 0.001 1 75 0.1 0 0.05 0.01537 0.97301 0.12663 0.08771 0.6828 0.12337 0.09487 0.75728 0.13109
442 concrete 1 30 5000 0.001 1 75 0.1 0.001 0.05 0.02429 0.97841 0.19946 0.06248 0.83871 0.19419 0.05727 0.87379 0.21299
443 concrete 1 30 5000 0.001 1 75 0.1 0.01 0.05 0.04539 0.95547 0.34592 0.05166 0.93011 0.34899 0.04976 0.95146 0.36385
444 concrete 1 30 5000 0.001 1 75 0.1 0.1 0.05 0.089 0.91363 0.61668 0.08874 0.92473 0.62207 0.08025 0.94175 0.62075
445 concrete 1 30 5000 0.001 1 75 0.1 1 0.05 0.23558 0.60864 0.37377 0.24433 0.60753 0.37409 0.19497 0.6699 0.37389
446 concrete 1 30 5000 0.001 1 75 0.25 0 0.05 0.01537 0.97301 0.12663 0.08771 0.6828 0.12337 0.09487 0.75728 0.13109
447 concrete 1 30 5000 0.001 1 75 0.25 0.001 0.05 0.02429 0.97841 0.19946 0.06248 0.83871 0.19419 0.05727 0.87379 0.21299
448 concrete 1 30 5000 0.001 1 75 0.25 0.01 0.05 0.04539 0.95547 0.34592 0.05166 0.93011 0.34899 0.04976 0.95146 0.36385
449 concrete 1 30 5000 0.001 1 75 0.25 0.1 0.05 0.089 0.91363 0.61668 0.08874 0.92473 0.62207 0.08025 0.94175 0.62075
450 concrete 1 30 5000 0.001 1 75 0.25 1 0.05 0.23558 0.60864 0.37377 0.24433 0.60753 0.37409 0.19497 0.6699 0.37389
451 concrete 1 30 5000 0.001 1 75 0.5 0 0.05 0.01537 0.97301 0.12663 0.08771 0.6828 0.12337 0.09487 0.75728 0.13109
452 concrete 1 30 5000 0.001 1 75 0.5 0.001 0.05 0.02429 0.97841 0.19946 0.06248 0.83871 0.19419 0.05727 0.87379 0.21299
453 concrete 1 30 5000 0.001 1 75 0.5 0.01 0.05 0.04539 0.95547 0.34592 0.05166 0.93011 0.34899 0.04976 0.95146 0.36385
454 concrete 1 30 5000 0.001 1 75 0.5 0.1 0.05 0.089 0.91363 0.61668 0.08874 0.92473 0.62207 0.08025 0.94175 0.62075
455 concrete 1 30 5000 0.001 1 75 0.5 1 0.05 0.23558 0.60864 0.37377 0.24433 0.60753 0.37409 0.19497 0.6699 0.37389
456 concrete 1 30 5000 0.001 1 75 0.75 0 0.05 0.01537 0.97301 0.12663 0.08771 0.6828 0.12337 0.09487 0.75728 0.13109
457 concrete 1 30 5000 0.001 1 75 0.75 0.001 0.05 0.02429 0.97841 0.19946 0.06248 0.83871 0.19419 0.05727 0.87379 0.21299
458 concrete 1 30 5000 0.001 1 75 0.75 0.01 0.05 0.04539 0.95547 0.34592 0.05166 0.93011 0.34899 0.04976 0.95146 0.36385
459 concrete 1 30 5000 0.001 1 75 0.75 0.1 0.05 0.089 0.91363 0.61668 0.08874 0.92473 0.62207 0.08025 0.94175 0.62075
460 concrete 1 30 5000 0.001 1 75 0.75 1 0.05 0.23558 0.60864 0.37377 0.24433 0.60753 0.37409 0.19497 0.6699 0.37389
461 concrete 1 30 5000 0.0001 1 75 0.1 0 0.05 0.02489 0.90958 0.19857 0.06554 0.81183 0.19077 0.05863 0.81553 0.21322
462 concrete 1 30 5000 0.0001 1 75 0.1 0.001 0.05 0.02662 0.97841 0.21289 0.06547 0.83333 0.20613 0.05875 0.85437 0.22655
463 concrete 1 30 5000 0.0001 1 75 0.1 0.01 0.05 0.0451 0.95007 0.34412 0.05402 0.92473 0.3472 0.05 0.93204 0.35996
464 concrete 1 30 5000 0.0001 1 75 0.1 0.1 0.05 0.08838 0.91768 0.61855 0.08847 0.93011 0.62399 0.08008 0.95146 0.62265
465 concrete 1 30 5000 0.0001 1 75 0.1 1 0.05 0.23254 0.60999 0.37692 0.24137 0.60753 0.37722 0.19245 0.6699 0.377
466 concrete 1 30 5000 0.0001 1 75 0.25 0 0.05 0.02489 0.90958 0.19857 0.06554 0.81183 0.19077 0.05863 0.81553 0.21322
467 concrete 1 30 5000 0.0001 1 75 0.25 0.001 0.05 0.02662 0.97841 0.21289 0.06547 0.83333 0.20613 0.05875 0.85437 0.22655
468 concrete 1 30 5000 0.0001 1 75 0.25 0.01 0.05 0.0451 0.95007 0.34412 0.05402 0.92473 0.3472 0.05 0.93204 0.35996
469 concrete 1 30 5000 0.0001 1 75 0.25 0.1 0.05 0.08838 0.91768 0.61855 0.08847 0.93011 0.62399 0.08008 0.95146 0.62265
470 concrete 1 30 5000 0.0001 1 75 0.25 1 0.05 0.23254 0.60999 0.37692 0.24137 0.60753 0.37722 0.19245 0.6699 0.377
471 concrete 1 30 5000 0.0001 1 75 0.5 0 0.05 0.02489 0.90958 0.19857 0.06554 0.81183 0.19077 0.05863 0.81553 0.21322
472 concrete 1 30 5000 0.0001 1 75 0.5 0.001 0.05 0.02662 0.97841 0.21289 0.06547 0.83333 0.20613 0.05875 0.85437 0.22655
473 concrete 1 30 5000 0.0001 1 75 0.5 0.01 0.05 0.0451 0.95007 0.34412 0.05402 0.92473 0.3472 0.05 0.93204 0.35996
474 concrete 1 30 5000 0.0001 1 75 0.5 0.1 0.05 0.08838 0.91768 0.61855 0.08847 0.93011 0.62399 0.08008 0.95146 0.62265
475 concrete 1 30 5000 0.0001 1 75 0.5 1 0.05 0.23254 0.60999 0.37692 0.24137 0.60753 0.37722 0.19245 0.6699 0.377
476 concrete 1 30 5000 0.0001 1 75 0.75 0 0.05 0.02489 0.90958 0.19857 0.06554 0.81183 0.19077 0.05863 0.81553 0.21322
477 concrete 1 30 5000 0.0001 1 75 0.75 0.001 0.05 0.02662 0.97841 0.21289 0.06547 0.83333 0.20613 0.05875 0.85437 0.22655
478 concrete 1 30 5000 0.0001 1 75 0.75 0.01 0.05 0.0451 0.95007 0.34412 0.05402 0.92473 0.3472 0.05 0.93204 0.35996
479 concrete 1 30 5000 0.0001 1 75 0.75 0.1 0.05 0.08838 0.91768 0.61855 0.08847 0.93011 0.62399 0.08008 0.95146 0.62265
480 concrete 1 30 5000 0.0001 1 75 0.75 1 0.05 0.23254 0.60999 0.37692 0.24137 0.60753 0.37722 0.19245 0.6699 0.377
481 concrete 1 30 5000 0.01 1 100 0.1 0 0.05 0.02135 0.89474 0.14869 0.07919 0.75806 0.14937 0.06245 0.80583 0.15736
482 concrete 1 30 5000 0.01 1 100 0.1 0.001 0.05 0.03003 0.97976 0.24192 0.04828 0.90323 0.24411 0.04676 0.91262 0.25246
483 concrete 1 30 5000 0.01 1 100 0.1 0.01 0.05 0.05074 0.91768 0.3425 0.05584 0.93548 0.3471 0.05341 0.96117 0.36338
484 concrete 1 30 5000 0.01 1 100 0.1 0.1 0.05 0.09093 0.90823 0.62044 0.08966 0.91398 0.62629 0.08109 0.94175 0.62529
485 concrete 1 30 5000 0.01 1 100 0.1 1 0.05 0.23031 0.61538 0.37949 0.2392 0.6129 0.37964 0.19133 0.6699 0.37959
486 concrete 1 30 5000 0.01 1 100 0.25 0 0.05 0.02135 0.89474 0.14869 0.07919 0.75806 0.14937 0.06245 0.80583 0.15736
487 concrete 1 30 5000 0.01 1 100 0.25 0.001 0.05 0.03003 0.97976 0.24192 0.04828 0.90323 0.24411 0.04676 0.91262 0.25246
488 concrete 1 30 5000 0.01 1 100 0.25 0.01 0.05 0.05074 0.91768 0.3425 0.05584 0.93548 0.3471 0.05341 0.96117 0.36338
489 concrete 1 30 5000 0.01 1 100 0.25 0.1 0.05 0.09093 0.90823 0.62044 0.08966 0.91398 0.62629 0.08109 0.94175 0.62529
490 concrete 1 30 5000 0.01 1 100 0.25 1 0.05 0.23031 0.61538 0.37949 0.2392 0.6129 0.37964 0.19133 0.6699 0.37959
491 concrete 1 30 5000 0.01 1 100 0.5 0 0.05 0.02135 0.89474 0.14869 0.07919 0.75806 0.14937 0.06245 0.80583 0.15736
492 concrete 1 30 5000 0.01 1 100 0.5 0.001 0.05 0.03003 0.97976 0.24192 0.04828 0.90323 0.24411 0.04676 0.91262 0.25246
493 concrete 1 30 5000 0.01 1 100 0.5 0.01 0.05 0.05074 0.91768 0.3425 0.05584 0.93548 0.3471 0.05341 0.96117 0.36338
494 concrete 1 30 5000 0.01 1 100 0.5 0.1 0.05 0.09093 0.90823 0.62044 0.08966 0.91398 0.62629 0.08109 0.94175 0.62529
495 concrete 1 30 5000 0.01 1 100 0.5 1 0.05 0.23031 0.61538 0.37949 0.2392 0.6129 0.37964 0.19133 0.6699 0.37959
496 concrete 1 30 5000 0.01 1 100 0.75 0 0.05 0.02135 0.89474 0.14869 0.07919 0.75806 0.14937 0.06245 0.80583 0.15736
497 concrete 1 30 5000 0.01 1 100 0.75 0.001 0.05 0.03003 0.97976 0.24192 0.04828 0.90323 0.24411 0.04676 0.91262 0.25246
498 concrete 1 30 5000 0.01 1 100 0.75 0.01 0.05 0.05074 0.91768 0.3425 0.05584 0.93548 0.3471 0.05341 0.96117 0.36338
499 concrete 1 30 5000 0.01 1 100 0.75 0.1 0.05 0.09093 0.90823 0.62044 0.08966 0.91398 0.62629 0.08109 0.94175 0.62529
500 concrete 1 30 5000 0.01 1 100 0.75 1 0.05 0.23031 0.61538 0.37949 0.2392 0.6129 0.37964 0.19133 0.6699 0.37959
501 concrete 1 30 5000 0.001 1 100 0.1 0 0.05 0.01423 0.91363 0.10807 0.08716 0.63978 0.11008 0.10261 0.62136 0.11472
502 concrete 1 30 5000 0.001 1 100 0.1 0.001 0.05 0.02337 0.97571 0.19036 0.06453 0.82258 0.18659 0.06166 0.85437 0.20551
503 concrete 1 30 5000 0.001 1 100 0.1 0.01 0.05 0.04532 0.96221 0.351 0.05242 0.94086 0.35356 0.04892 0.96117 0.3687
504 concrete 1 30 5000 0.001 1 100 0.1 0.1 0.05 0.08793 0.93387 0.62696 0.08788 0.94086 0.6326 0.07989 0.95146 0.631
505 concrete 1 30 5000 0.001 1 100 0.1 1 0.05 0.23019 0.61808 0.37961 0.23881 0.6129 0.37988 0.18972 0.6699 0.37973
506 concrete 1 30 5000 0.001 1 100 0.25 0 0.05 0.01423 0.91363 0.10807 0.08716 0.63978 0.11008 0.10261 0.62136 0.11472
507 concrete 1 30 5000 0.001 1 100 0.25 0.001 0.05 0.02337 0.97571 0.19036 0.06453 0.82258 0.18659 0.06166 0.85437 0.20551
508 concrete 1 30 5000 0.001 1 100 0.25 0.01 0.05 0.04532 0.96221 0.351 0.05242 0.94086 0.35356 0.04892 0.96117 0.3687
509 concrete 1 30 5000 0.001 1 100 0.25 0.1 0.05 0.08793 0.93387 0.62696 0.08788 0.94086 0.6326 0.07989 0.95146 0.631
510 concrete 1 30 5000 0.001 1 100 0.25 1 0.05 0.23019 0.61808 0.37961 0.23881 0.6129 0.37988 0.18972 0.6699 0.37973
511 concrete 1 30 5000 0.001 1 100 0.5 0 0.05 0.01423 0.91363 0.10807 0.08716 0.63978 0.11008 0.10261 0.62136 0.11472
512 concrete 1 30 5000 0.001 1 100 0.5 0.001 0.05 0.02337 0.97571 0.19036 0.06453 0.82258 0.18659 0.06166 0.85437 0.20551
513 concrete 1 30 5000 0.001 1 100 0.5 0.01 0.05 0.04532 0.96221 0.351 0.05242 0.94086 0.35356 0.04892 0.96117 0.3687
514 concrete 1 30 5000 0.001 1 100 0.5 0.1 0.05 0.08793 0.93387 0.62696 0.08788 0.94086 0.6326 0.07989 0.95146 0.631
515 concrete 1 30 5000 0.001 1 100 0.5 1 0.05 0.23019 0.61808 0.37961 0.23881 0.6129 0.37988 0.18972 0.6699 0.37973
516 concrete 1 30 5000 0.001 1 100 0.75 0 0.05 0.01423 0.91363 0.10807 0.08716 0.63978 0.11008 0.10261 0.62136 0.11472
517 concrete 1 30 5000 0.001 1 100 0.75 0.001 0.05 0.02337 0.97571 0.19036 0.06453 0.82258 0.18659 0.06166 0.85437 0.20551
518 concrete 1 30 5000 0.001 1 100 0.75 0.01 0.05 0.04532 0.96221 0.351 0.05242 0.94086 0.35356 0.04892 0.96117 0.3687
519 concrete 1 30 5000 0.001 1 100 0.75 0.1 0.05 0.08793 0.93387 0.62696 0.08788 0.94086 0.6326 0.07989 0.95146 0.631
520 concrete 1 30 5000 0.001 1 100 0.75 1 0.05 0.23019 0.61808 0.37961 0.23881 0.6129 0.37988 0.18972 0.6699 0.37973
521 concrete 1 30 5000 0.0001 1 100 0.1 0 0.05 0.02236 0.98246 0.18462 0.06926 0.78495 0.17702 0.05708 0.81553 0.19567
522 concrete 1 30 5000 0.0001 1 100 0.1 0.001 0.05 0.02537 0.98111 0.20803 0.06129 0.81183 0.20247 0.05983 0.80583 0.22109
523 concrete 1 30 5000 0.0001 1 100 0.1 0.01 0.05 0.04654 0.96626 0.35394 0.0525 0.93011 0.3569 0.04986 0.95146 0.37246
524 concrete 1 30 5000 0.0001 1 100 0.1 0.1 0.05 0.08827 0.93252 0.62054 0.08836 0.93011 0.62599 0.08009 0.95146 0.62466
525 concrete 1 30 5000 0.0001 1 100 0.1 1 0.05 0.23206 0.61538 0.37745 0.24088 0.60753 0.37774 0.19199 0.6699 0.37751
526 concrete 1 30 5000 0.0001 1 100 0.25 0 0.05 0.02236 0.98246 0.18462 0.06926 0.78495 0.17702 0.05708 0.81553 0.19567
527 concrete 1 30 5000 0.0001 1 100 0.25 0.001 0.05 0.02537 0.98111 0.20803 0.06129 0.81183 0.20247 0.05983 0.80583 0.22109
528 concrete 1 30 5000 0.0001 1 100 0.25 0.01 0.05 0.04654 0.96626 0.35394 0.0525 0.93011 0.3569 0.04986 0.95146 0.37246
529 concrete 1 30 5000 0.0001 1 100 0.25 0.1 0.05 0.08827 0.93252 0.62054 0.08836 0.93011 0.62599 0.08009 0.95146 0.62466
530 concrete 1 30 5000 0.0001 1 100 0.25 1 0.05 0.23206 0.61538 0.37745 0.24088 0.60753 0.37774 0.19199 0.6699 0.37751
531 concrete 1 30 5000 0.0001 1 100 0.5 0 0.05 0.02236 0.98246 0.18462 0.06926 0.78495 0.17702 0.05708 0.81553 0.19567
532 concrete 1 30 5000 0.0001 1 100 0.5 0.001 0.05 0.02537 0.98111 0.20803 0.06129 0.81183 0.20247 0.05983 0.80583 0.22109
533 concrete 1 30 5000 0.0001 1 100 0.5 0.01 0.05 0.04654 0.96626 0.35394 0.0525 0.93011 0.3569 0.04986 0.95146 0.37246
534 concrete 1 30 5000 0.0001 1 100 0.5 0.1 0.05 0.08827 0.93252 0.62054 0.08836 0.93011 0.62599 0.08009 0.95146 0.62466
535 concrete 1 30 5000 0.0001 1 100 0.5 1 0.05 0.23206 0.61538 0.37745 0.24088 0.60753 0.37774 0.19199 0.6699 0.37751
536 concrete 1 30 5000 0.0001 1 100 0.75 0 0.05 0.02236 0.98246 0.18462 0.06926 0.78495 0.17702 0.05708 0.81553 0.19567
537 concrete 1 30 5000 0.0001 1 100 0.75 0.001 0.05 0.02537 0.98111 0.20803 0.06129 0.81183 0.20247 0.05983 0.80583 0.22109
538 concrete 1 30 5000 0.0001 1 100 0.75 0.01 0.05 0.04654 0.96626 0.35394 0.0525 0.93011 0.3569 0.04986 0.95146 0.37246
539 concrete 1 30 5000 0.0001 1 100 0.75 0.1 0.05 0.08827 0.93252 0.62054 0.08836 0.93011 0.62599 0.08009 0.95146 0.62466
540 concrete 1 30 5000 0.0001 1 100 0.75 1 0.05 0.23206 0.61538 0.37745 0.24088 0.60753 0.37774 0.19199 0.6699 0.37751
541 concrete 2 10 5000 0.01 1 50 0.1 0 0.05 0.0196 0.96221 0.15793 0.04902 0.78495 0.15368 0.04933 0.82524 0.15097
542 concrete 2 10 5000 0.01 1 50 0.1 0.001 0.05 0.03375 0.96761 0.26522 0.04963 0.8871 0.25936 0.04932 0.8835 0.24507
543 concrete 2 10 5000 0.01 1 50 0.1 0.01 0.05 0.05272 0.90958 0.3497 0.05922 0.89247 0.33771 0.06064 0.87379 0.32195
544 concrete 2 10 5000 0.01 1 50 0.1 0.1 0.05 0.08897 0.91633 0.62953 0.09302 0.91935 0.62236 0.08764 0.94175 0.62352
545 concrete 2 10 5000 0.01 1 50 0.1 1 0.05 0.22298 0.63023 0.38746 0.23883 0.6129 0.38653 0.17186 0.71845 0.38666
546 concrete 2 10 5000 0.01 1 50 0.25 0 0.05 0.0196 0.96221 0.15793 0.04902 0.78495 0.15368 0.04933 0.82524 0.15097
547 concrete 2 10 5000 0.01 1 50 0.25 0.001 0.05 0.03375 0.96761 0.26522 0.04963 0.8871 0.25936 0.04932 0.8835 0.24507
548 concrete 2 10 5000 0.01 1 50 0.25 0.01 0.05 0.05272 0.90958 0.3497 0.05922 0.89247 0.33771 0.06064 0.87379 0.32195
549 concrete 2 10 5000 0.01 1 50 0.25 0.1 0.05 0.08897 0.91633 0.62953 0.09302 0.91935 0.62236 0.08764 0.94175 0.62352
550 concrete 2 10 5000 0.01 1 50 0.25 1 0.05 0.22298 0.63023 0.38746 0.23883 0.6129 0.38653 0.17186 0.71845 0.38666
551 concrete 2 10 5000 0.01 1 50 0.5 0 0.05 0.0196 0.96221 0.15793 0.04902 0.78495 0.15368 0.04933 0.82524 0.15097
552 concrete 2 10 5000 0.01 1 50 0.5 0.001 0.05 0.03375 0.96761 0.26522 0.04963 0.8871 0.25936 0.04932 0.8835 0.24507
553 concrete 2 10 5000 0.01 1 50 0.5 0.01 0.05 0.05272 0.90958 0.3497 0.05922 0.89247 0.33771 0.06064 0.87379 0.32195
554 concrete 2 10 5000 0.01 1 50 0.5 0.1 0.05 0.08897 0.91633 0.62953 0.09302 0.91935 0.62236 0.08764 0.94175 0.62352
555 concrete 2 10 5000 0.01 1 50 0.5 1 0.05 0.22298 0.63023 0.38746 0.23883 0.6129 0.38653 0.17186 0.71845 0.38666
556 concrete 2 10 5000 0.01 1 50 0.75 0 0.05 0.0196 0.96221 0.15793 0.04902 0.78495 0.15368 0.04933 0.82524 0.15097
557 concrete 2 10 5000 0.01 1 50 0.75 0.001 0.05 0.03375 0.96761 0.26522 0.04963 0.8871 0.25936 0.04932 0.8835 0.24507
558 concrete 2 10 5000 0.01 1 50 0.75 0.01 0.05 0.05272 0.90958 0.3497 0.05922 0.89247 0.33771 0.06064 0.87379 0.32195
559 concrete 2 10 5000 0.01 1 50 0.75 0.1 0.05 0.08897 0.91633 0.62953 0.09302 0.91935 0.62236 0.08764 0.94175 0.62352
560 concrete 2 10 5000 0.01 1 50 0.75 1 0.05 0.22298 0.63023 0.38746 0.23883 0.6129 0.38653 0.17186 0.71845 0.38666
561 concrete 2 10 5000 0.001 1 50 0.1 0 0.05 0.01593 0.97976 0.13294 0.06145 0.72581 0.12672 0.04649 0.78641 0.12573
562 concrete 2 10 5000 0.001 1 50 0.1 0.001 0.05 0.02599 0.9919 0.21771 0.04204 0.88172 0.21302 0.04657 0.84466 0.20006
563 concrete 2 10 5000 0.001 1 50 0.1 0.01 0.05 0.04731 0.97031 0.36996 0.05271 0.93548 0.36275 0.05402 0.93204 0.34843
564 concrete 2 10 5000 0.001 1 50 0.1 0.1 0.05 0.08831 0.92713 0.63174 0.0922 0.93011 0.62527 0.0866 0.94175 0.6264
565 concrete 2 10 5000 0.001 1 50 0.1 1 0.05 0.22931 0.62348 0.3797 0.24644 0.59677 0.37888 0.17722 0.71845 0.37902
566 concrete 2 10 5000 0.001 1 50 0.25 0 0.05 0.01593 0.97976 0.13294 0.06145 0.72581 0.12672 0.04649 0.78641 0.12573
567 concrete 2 10 5000 0.001 1 50 0.25 0.001 0.05 0.02599 0.9919 0.21771 0.04204 0.88172 0.21302 0.04657 0.84466 0.20006
568 concrete 2 10 5000 0.001 1 50 0.25 0.01 0.05 0.04731 0.97031 0.36996 0.05271 0.93548 0.36275 0.05402 0.93204 0.34843
569 concrete 2 10 5000 0.001 1 50 0.25 0.1 0.05 0.08831 0.92713 0.63174 0.0922 0.93011 0.62527 0.0866 0.94175 0.6264
570 concrete 2 10 5000 0.001 1 50 0.25 1 0.05 0.22931 0.62348 0.3797 0.24644 0.59677 0.37888 0.17722 0.71845 0.37902
